Area / Date,Fueltype,Code,Name,Intalled Capacity at the beginning of year [MW],Capacity,Location,Voltage Connection Level [kV],DateIn,DateRetrofit,Country,lat,long
BZN|NL / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,49W000000000096H,Eems 20,131.0,131.0,NL,220,01.01.2000,,Norway,,
BZN|NL / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,49W0000000000504,NAM Schoonebeek,128.0,128.0,Netherlands,110,20.06.2011,,Norway,,
BZN|NL / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,49W000000000092P,PERGEN 1,125.0,125.0,intra_zonal,150,01.01.2014,,Norway,,
BZN|NL / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,49W000000000094L,PERGEN 2,125.0,125.0,intra_zonal,150,01.01.2014,,Norway,,
BZN|NL / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,49W0000000000342,Den Haag,112.0,112.0,intra_zonal,150,11.12.2014,,Norway,,
BZN|NL / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,49W0000000001233,Bergum 10,72.0,72.0,NL,220,01.10.1974,,Norway,,
BZN|NL / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,49W000000000135X,Bergum 20,72.0,72.0,NL,220,01.06.1975,,Norway,,
BZN|NO3 / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,50WP00000000575L,RKA Nyhamna,215.0,215.0,RKA Nyhamna,12,17.12.2014,,Norway,,
BZN|NO3 / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,50WP00000000733T,TBO RKA,167.0,167.0,TBO RKA,12,16.12.2014,,Norway,,
BZN|IT-South / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-S16EBNPL,ENIPOWER BRINDISI,1217.0,1217.0,16074001,380,31.12.2014,,Italy,,
BZN|IT-South / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-S16CDMNU,SORGENIA PUGLIA CENTRALE DI MODUGNO,810.0,810.0,16072027,380,31.12.2014,,Italy,,
BZN|IT-South / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-S14TERME,ENERGIA MOLISE,769.0,769.0,14070078,380,23.12.2014,,Italy,,
BZN|IT-South / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-S16CSSCB,RATINO,419.0,419.0,16071051,380,31.12.2014,,Italy,,
BZN|IT-South / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-S16CNDLL,CANDELA,401.0,401.0,16071009,380,23.12.2014,,Italy,,
BZN|IT-South / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-S14LTRNT,LARINO TG,248.0,248.0,14070083,150,31.12.2014,,Italy,,
BZN|IT-South / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-S17COVDA,CENTRO OLIO VAL D'AGRI,12.0,12.0,17076098,20,31.12.2014,,Italy,,
BZN|IT-South / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-S14ARGPA,SAN NICOLA,11.0,11.0,14070061,150,31.12.2014,,Italy,,
BZN|IT-South / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-S14CTTLZ,TORRENTE TONA,11.0,11.0,14070061,150,31.12.2014,,Italy,,
BZN|IT-South / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-S14ETEAI,MASSERIA VINCELLI,5.0,5.0,14070047,20,31.12.2014,,Italy,,
BZN|DE-AT-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD7BOLA--KWNIK,HKW Niehl,866.0,866.0,intra_zonal,380,01.02.2010,,Luxembourg,,
BZN|DE-AT-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD7BISC5GKW23O,KW Mainz-Wiesbaden,785.0,785.0,Hesse,110,01.01.2010,,Luxembourg,,
BZN|DE-AT-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD7GARE5XHEKWQ,HERDECKE,424.0,424.0,Garenfeld,110,01.01.2010,,Luxembourg,,
BZN|DE-AT-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD7FUEH5GMEKW7,HKW Merkenich,110.0,110.0,intra_zonal,110,01.02.2010,,Luxembourg,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WTISZA-----PPN,Tiszai Erőmű,864.0,864.0,Tiszaújváros,400,31.12.2013,,Hungary,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WDUME------PPI,Dunamenti Erőmű,783.0,783.0,Százhalombatta,220,31.12.2013,,Hungary,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WGONYU-----PP5,Gönyűi Erőmű,437.0,437.0,Gönyű,400,31.12.2013,,Hungary,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WCSEPEL----PPI,Alpiq Csepel Erőmű,401.0,401.0,Budapest,120,31.12.2013,,Hungary,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WKELENF----PP8,Kelenföldi Erőmű,173.0,173.0,Budapest,120,31.12.2013,,Hungary,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WMVMSZK----PPY,MVM szabályozási központ,140.0,140.0,Budapest,20,31.12.2014,,Hungary,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WBAKONY----PP6,Bakonyi Gázturbinás Erőmű,114.0,114.0,Ajka,120,31.12.2013,,Hungary,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WKISP------PP6,Kispesti Erőmű,109.0,109.0,Budapest,120,31.12.2013,,Hungary,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WUJPEST----PPO,Újpesti Erőmű,102.0,102.0,Budapest,120,31.12.2013,,Hungary,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WDKCE------PPQ,Debreceni Kombináltciklusú Erőmű,95.0,95.0,Debrecen,120,31.12.2013,,Hungary,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WALPIQ-----PPY,ALPIQ szabályzási csoport,87.0,87.0,Budapest,120,31.12.2013,,Hungary,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WVPP-------PPZ,VPP szabályozási csoport,68.0,68.0,Budapest,20,31.12.2013,,Hungary,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WVEOLIASZK-PPQ,VEOLIA szabályozási központ,68.0,68.0,Budapest,20,01.04.2015,,Hungary,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WEONSUM----PPI,EONSUM szabályozási központ,63.0,63.0,Budapest,20,31.12.2013,,Hungary,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WGREEN-----PPZ,GREENERGY szabályozási központ,63.0,63.0,Budapest,20,31.12.2013,,Hungary,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WSINERGY---PPQ,Sinergy szabályozási központ,58.0,58.0,Budapest,20,31.12.2013,,Hungary,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WNYKCE-----PP6,Nyíregyházi Kombináltciklusú Erőmű,47.0,47.0,Oroszlány,120,31.12.2013,,Hungary,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WTATAB-----PPG,Tatabánya Erőmű,43.0,43.0,Tatabánya,120,31.12.2013,,Hungary,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WPLOOP-----PPL,PLOOP szabályozási központ,28.0,28.0,Budapest,20,31.12.2013,,Hungary,,
BZN|IT-Centre-North / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-S09SBRBU,S.BARBARA,391.0,391.0,9051013,380,31.12.2014,,Italy,,
BZN|IT-Centre-North / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-S09RSLCK,ROSELECTRA,380.0,380.0,9049017,380,31.12.2014,,Italy,,
BZN|IT-Centre-North / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-S09RSNOR,ROSEN,325.0,325.0,9049017,132,31.12.2014,,Italy,,
BZN|IT-Centre-North / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-S09AGPP4,ENIPOWER LIVORNO,203.0,203.0,9049008,132,31.12.2014,,Italy,,
BZN|IT-Centre-North / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMYI-S11JSEIB,JESI,140.0,140.0,11042021,132,31.12.2016,,Italy,,
BZN|IT-Centre-North / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-S09CPLR3,PORCARI,102.0,102.0,9046026,132,23.12.2014,,Italy,,
BZN|IT-Centre-North / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-S09IPNT0,U.P. INTERECOGEN,31.0,31.0,9050033,132,31.12.2014,,Italy,,
BZN|IT-Centre-North / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-S09NPMVB,NUOVO PIGNONE MS,31.0,31.0,9045010,132,31.12.2014,,Italy,,
BZN|IT-Centre-North / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-0904006J,Nova LT16,16.0,16.0,9048017,132,16.03.2017,,Italy,,
BZN|IT-Centre-North / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-07528458,Tioxide Europe Scarlino,12.0,12.0,9053024,132,15.01.2015,,Italy,,
BZN|IT-Centre-North / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-S11ACPNS,API ENERGIA IGCC,240.0,,11042018,132,31.12.2014,02.01.2021,Italy,,
BZN|NO4 / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,50WP00000000456T,Melkoya,230.0,230.0,Melkoya,15,16.12.2014,,Norway,,
BZN|NO5 / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,50WP000000001475,EVM,328.0,328.0,EVM,15,17.12.2014,,Norway,,
BZN|IE(SEM) / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,47W000000000173I,Huntstown Production,744.0,744.0,Dublin,220,23.12.2014,,Italy,,
BZN|IE(SEM) / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,47W000000000164J,Aghada Prod,678.0,678.0,Cork,220,23.12.2014,,Italy,,
BZN|IE(SEM) / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,47W000000000156I,Kilroot,655.0,655.0,Coolkeeragh,275,23.12.2014,,Italy,,
BZN|IE(SEM) / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,47W000000000154M,Ballylumford C Station,494.0,494.0,Ballylumford,275,23.12.2014,,Italy,,
BZN|IE(SEM) / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,47W000000000168B,Poolbeg Production,490.0,490.0,Dublin,220,23.12.2014,,Italy,,
BZN|IE(SEM) / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,47W000000000155K,Coolkeeragh,467.0,467.0,Coolkeeragh,275,23.12.2014,,Italy,,
BZN|IE(SEM) / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,47W000000000158E,Whitegate Prod,435.0,435.0,Cork,220,23.12.2014,,Italy,,
BZN|IE(SEM) / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,47W000000000171M,Dublin Bay Prod,405.0,405.0,Dublin,220,23.12.2014,,Italy,,
BZN|IE(SEM) / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,47W000000000172K,Tynagh Production,404.0,404.0,Galway,220,23.12.2014,,Italy,,
BZN|IE(SEM) / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,47W000000000167D,North Wall Production,271.0,271.0,Dublin,220,23.12.2014,,Italy,,
BZN|IE(SEM) / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,47W000000000355C,Poolbeg A,238.0,238.0,"Pigeon House Road, Ringsend, Dublin",220,24.05.2016,,Italy,,
BZN|IE(SEM) / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,47W000000000356A,Poolbeg B,230.0,230.0,"Pigeon House Road, Ringsend, Dublin",220,24.05.2016,,Italy,,
BZN|IE(SEM) / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,47W000000000153O,Ballylumford B Station,217.0,217.0,Ballylumford,220,23.12.2014,,Italy,,
BZN|IE(SEM) / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,47W000000000157G,Aughinish Alumnia(Sealrock),170.0,170.0,Limerick,110,01.01.2015,,Italy,,
BZN|IE(SEM) / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,47W000000000239E,Cushaling Production,112.0,112.0,Offaly,110,23.12.2014,,Italy,,
BZN|IE(SEM) / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,47W000000000242P,Knockmore Hill AGU Production,12.0,12.0,County Antrim,33,23.12.2014,,Italy,,
BZN|IE(SEM) / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,47W000000000241R,Knockmore Hill,3.0,3.0,County Antrim,33,23.12.2014,,Italy,,
BZN|DK1 / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,45W0000000000110,Skaerbaekvaerket,392.0,392.0,Denmark,400,18.05.2017,,Estonia,,
BZN|DK1 / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,45W000000000112V,Silkeborgvaerket,108.0,108.0,Denmark,60,18.05.2017,,Estonia,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000PEMBL,PEMB,2305.0,2305.0,GB,400,26.11.2010,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000PEHEU,PEHE,1840.0,1840.0,GB,275,29.03.2005,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000STAYA,STAY,1828.0,1828.0,GB,400,26.03.2009,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN0000CNQPSG,CNQPS,1500.0,1500.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN0000DIDCBC,DIDCB,1490.0,1490.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN0000GRAINU,GRAIN,1365.0,1365.0,GB,400,27.07.2009,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN0000WBURB5,WBURB,1360.0,1360.0,GB,400,28.05.2010,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000SEAB5,SEAB,1258.0,1258.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000HUMR2,HUMR,1240.0,1240.0,GB,400,29.04.2003,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000SCCLO,SCCL,1200.0,1200.0,GB,275,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN0000BARKBL,BARKB,1000.0,1000.0,GB,275,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN000KILLPG5,KILLPG,1000.0,1000.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000MRWDO,MRWD,920.0,920.0,GB,400,29.08.2008,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000CARRI,CARR,910.0,910.0,GB,400,01.01.2016,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000LAGA3,LAGA,905.0,905.0,GB,400,19.06.2008,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000SPLNF,SPLN,903.0,903.0,GB,400,25.02.2004,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000KEAD4,KEAD,764.0,893.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000SVRP6,SVRP,850.0,850.0,GB,275,13.11.2009,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000ROCKK,ROCK,830.0,830.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000SUTBW,SUTB,819.0,819.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000SHBAT,SHBA,810.0,810.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000DAMCL,DAMC,805.0,805.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000COSO2,COSO,800.0,800.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000LBARK,LBAR,735.0,735.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN0000RYHPSI,RYHPS,715.0,715.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000MEDPZ,MEDP,700.0,700.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN0000KILNSJ,KILNS,680.0,680.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN0000SHBABF,SHBAB,580.0,580.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000BAGE8,BAGE,552.0,552.0,GB,275,14.02.2002,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000CDCLQ,CDCL,440.0,440.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000SHOSS,SHOS,420.0,420.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000GYARR,GYAR,420.0,420.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000EECLC,EECL,408.0,408.0,GB,275,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000PETEV,PETE,405.0,405.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000CORBV,CORB,401.0,401.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN000KLYN-A4,KLYN-A,340.0,400.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000SEELA,SEEL,299.0,299.0,GB,400,25.04.2019,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000BRGGA,BRGG,268.0,268.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000DEEP3,DEEP,260.0,260.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000BRYPC,BRYP,245.0,245.0,GB,275,15.08.2003,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000DERWO,DERW,236.0,236.0,GB,275,01.01.2000,,United Kingdom,,
