id,Name,Fueltype,Technology,Set,Country,Capacity,YearCommissioned,lat,lon,File,projectID
155,Knapsack 1,Natural Gas,,PP,Germany,784.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD7KWKN----KW1
156,Ibbenbüren,Hard Coal,,PP,Germany,792.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD7IBBE2S--KW6
157,Hkw Stuttgart-Münster,Waste,,CHP,,178.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD4MUST5G----B
158,Kw Hastedt,Natural Gas,,PP,,267.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD2BHAS000271O
159,Niederaußem,Lignite,,PP,Germany,3366.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD7NIED-B-KW-5
160,Psw Markersbach,Hydro,Pumped Storage,PP,Germany,870.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD8MARK1H----7
161,Kw Moorburg,Hard Coal,,PP,,1600.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD8MOOR1C----G
162,Hkw West,Hard Coal,,CHP,Germany,277.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD2WBWK000317H
163,Offshore-Windpark Riffgat,Wind,,PP,,113.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD2ORG-000347Q
164,Heizkraftwerk Linden (Gkl),Natural Gas,,CHP,,230.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD2LIND5G----6
165,Moabit,Hard Coal,,PP,Germany,140.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD8MOAB5X----5
166,Neurath,Lignite,,PP,Germany,4179.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD7NEUR-B-KW-B
167,Gkm Ag Tng,Hard Coal,,PP,,1036.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD4GKM-2CD4--J
168,Kraftwerk Buschhaus,Lignite,,PP,Germany,352.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD2BUSC0002637
170,Brokdorf,Nuclear,,PP,Germany,1410.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD2BRKW000294C
171,Psw Hohenwarte Ii,Hydro,Pumped Storage,PP,,320.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD8HOH22H----1
172,Schluchseewerk Ag,Hydro,Pumped Storage,PP,Germany,180.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD4SAEK2HS---S
173,Schluchseewerk Ag,Hydro,Pumped Storage,PP,Germany,455.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD4WEHR1HS---G
174,Ruhrort-Kw,Hard Coal,,PP,,320.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD7BEEC5XRUKWN
175,Kiel,Hard Coal,,PP,Germany,323.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD2KIKW000301W
176,Sued Gud1,Natural Gas,,PP,Germany,298.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD2SUE1000099L
177,Hkw Altbach/Deizisau,Hard Coal,,CHP,,1022.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD4AL1KU1-S--E
178,Elverlingsen,Hard Coal,,PP,Germany,325.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD7GARE5XELKWD
179,Hkw Iii,Natural Gas,,CHP,Austria,278.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD7RHAU5G-3--3
180,Kraftwerk Ensdorf,Hard Coal,,PP,Germany,117.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD7ENSD2SKW1-4
181,Gud Ludwigshafen Mitte,Natural Gas,,PP,,412.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD7LUDW2GA800M
182,Weiher,Hard Coal,,PP,France,656.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD7WEIH2S--KWV
183,Kw Lünen,Hard Coal,,PP,,750.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD7KWHU----KW9
184,Windpark Trianel Borkum West,Wind,,PP,,200.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD2OTWB000266P
185,Hkw Niederrad,Natural Gas,,CHP,Germany,124.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD2NDR-000204Q
186,Bergkamen,Hard Coal,,PP,Germany,717.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD7BERG1S--KWB
187,Hkw Tiefstack,Hard Coal,,CHP,,314.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD8TIEF5X----V
188,Huntorf,Natural Gas,,PP,Germany,321.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD2HUKW000298J
190,Burghausen_Gt,Natural Gas,,PP,,160.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD2BUKW000310A
191,Hamborn-Kw,Hard Coal,,PP,,385.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD7BEEC5XHAKW5
192,Kernkraftwerk Neckarwestheim,Nuclear,,PP,,1310.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD4GKNK1S----S
193,Kraftwerk Voerde,Hard Coal,,PP,Germany,1390.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD7VOER1S--KWG
194,Thyrow,Natural Gas,,PP,Germany,300.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD8THYR5G----F
195,Hkw Klingenberg,Lignite,,CHP,,164.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD8KLIN5X----0
196,Hkw Mitte,Natural Gas,,CHP,Austria,444.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD8MITT5G----0
197,Kkw Philippsburg,Nuclear,,PP,,1402.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD4KKP21N-S--O
198,Kraftwerk Farge,Hard Coal,,PP,Germany,345.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD2FARK000287K
199,Kw Herrenhausen (Kwh),Natural Gas,,PP,,100.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD2HERR5GKW--1
200,Kaunertal (Tiwag),Hydro,Reservoir,PP,,370.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WATKAUN2HRWEAB
201,Gode Wind Ii,Wind,,PP,Germany,252.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD2OGW20003378
203,Isar 2,Nuclear,,PP,Germany,1410.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD2ISKW000299Q
204,Hkw West,Hard Coal,,CHP,Germany,227.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD2FFW-000203E
205,Windpark Baltic 1 And 2,Wind,,PP,,336.3,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD8BALT3W---PS
206,Kw Boxberg,Lignite,,PP,Germany,2484.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD8BOXB1L----J
207,Owp Butendiek,Wind,,PP,,288.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD2OBUT0002657
208,Hkw Lichterfelde,Natural Gas,,CHP,,288.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD8LICH5G----1
209,Rheinhafen-Dampfkraftwerk Karlsruhe,Hard Coal,,PP,Germany,1347.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD4DAXLA-S---T
210,Gkm Ag Dbenergie,Hard Coal,,PP,,244.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD4GKM-XCD0--3
211,Wilhelmshaven,Hard Coal,,PP,Germany,757.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD2WI1K000303F
212,Hkw Reuter,Hard Coal,,CHP,Germany,160.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD8REUT5X----M
213,Schluchsee,Hydro,Pumped Storage,PP,Germany,870.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD4SWSW5HD7--F
214,Emsland,Natural Gas,,PP,Germany,1820.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD7EMSL-G-KW-T
215,Staudinger,Hard Coal,,PP,Germany,1132.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD2STAU0001800
216,Industriekraftwerk Pck,Oil,,PP,,359.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD8SCHW5X----D
217,Voelklingen,Hard Coal,,PP,Germany,390.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD7VOLK5S--KWI
218,Hkw Niehl,Natural Gas,,CHP,,866.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD7BOLA--KWNIK
219,Walsum,Hard Coal,,PP,Germany,1095.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD7WALS1S--KW0
220,Kw Schwarze Pumpe,Lignite,,PP,,1524.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD8SWPU1L----5
221,Frechen/Wachtberg,Lignite,,PP,Germany,113.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD7BOLL5B-FREO
222,Kw Hamm-Uentrop,Natural Gas,,PP,,834.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD7STUM----KW9
223,Irsching,Natural Gas,,PP,Germany,1811.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD2IRSC000179N
224,Hkw Merkenich,Natural Gas,,CHP,,110.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD7FUEH5GMEKW7
225,Ahrensfelde,Natural Gas,,PP,Germany,152.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD8AHRF5G----D
227,Psw Geesthacht,Hydro,Pumped Storage,PP,Germany,120.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD8GEHA5H----R
228,Herne,Hard Coal,,PP,Germany,740.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD7HERN2S--KWU
229,Gundremmingen,Nuclear,,PP,Germany,2572.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD7KRBG1K-KW-V
230,Scholven,Hard Coal,,PP,Germany,690.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD7SCHO-S--KWW
231,Rheinhafen-Dampfkraftwerk Karlsruhe,Natural Gas,,PP,Germany,353.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD4DAXLA-2S--6
232,Hagen-Kabel,Natural Gas,,PP,Germany,250.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD7GARE5XHAKW5
233,Koepchenwerk,Hydro,Pumped Storage,PP,Germany,153.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD7KOEP2P--KWG
234,Kw Lippendorf,Lignite,,PP,Germany,1782.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD8LIPD1L----P
235,Emsland,Nuclear,,PP,Germany,1336.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD7KKE-1K--KW5
236,Luenen,Hard Coal,,PP,Germany,473.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD7LUNE2S--KW8
237,Heyden,Hard Coal,,PP,Germany,875.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD2HEKW000297X
238,Sued Gud2,Natural Gas,,PP,Germany,400.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD2SUE2000103B
239,Global Tech I,Wind,,PP,Germany,400.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD2OGTI000264J
241,Hkw Wedel,Hard Coal,,CHP,,250.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD8WED15C----Q
242,Gersteinwerk,Natural Gas,,PP,Germany,2004.5,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",11WD7GERS-X-KW-C
