id,Name,Fueltype,Technology,Set,Country,Capacity,YearCommissioned,lat,lon,File,projectID
668,Enipower Livorno,Other,,PP,Italy,203.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S09AGPP4
669,Rotello,Wind,,PP,Italy,42.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMYI-S14IRVPB
670,Piano San Biagio,Wind,,PP,Italy,30.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0544016K
671,Aemtecno,Natural Gas,,PP,Italy,18.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S03T1CNB
672,San Mauro,Hydro,Run-Of-River,PP,Italy,8.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S01SMNRE
673,Lamacarvotta,Wind,,PP,Italy,9.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0477085C
674,Roselectra,Natural Gas,,PP,Italy,380.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S09RSLCK
675,Deliceto Eolico,Wind,,PP,Italy,18.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0305855B
676,Deliceto Eolico 2,Wind,,PP,Italy,42.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0436939C
677,Maida Cortale,Wind,,PP,Italy,56.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMYI-0158381B
678,Parco Eolico Iardino,Wind,,PP,Italy,14.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S15PILCD
679,Paraviso,Hydro,Run-Of-River,PP,Italy,35.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S03UPTVS
680,Greenpatti,Wind,,PP,Italy,48.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S19GPRN3
681,Baduozzana,Hydro,Reservoir,PP,Italy,26.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S20T2LRD
682,Isca Ricotta - Melfi,Wind,,PP,Italy,29.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0530247R
683,Bagaladi,Wind,,PP,Italy,28.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0446302G
684,Bussolengo,Hydro,Run-Of-River,PP,Italy,47.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S05BMSSL
685,Aviglaino,Wind,,PP,Italy,13.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S17IAVPC
686,Lamia Di Clemente,Wind,,PP,Italy,12.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-06055366
687,Aventino 1,Hydro,Run-Of-River,PP,Italy,8.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S13A1VN5
688,Bisaccia 2,Wind,,PP,Italy,23.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S15B2SCF
689,Barca Cle ,Hydro,Run-Of-River,PP,Italy,8.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S19BCRCS
690,Impsud,Other,,PP,Italy,61.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S19EPRGR
691,Gonnosfanadiga,Wind,,PP,Italy,22.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S20GNNSN
692,Bastardo,Hard Coal,,PP,Italy,130.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S10BSTRJ
693,Centrale Monte Carmine,Wind,,PP,Italy,20.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0581139W
694,Porto Corsini,Other,,PP,Italy,741.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S08PCRTB
695,Pomigliano D'Arco,Natural Gas,,PP,Italy,105.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S15SGTL1
696,Airasca_2,Bioenergy,,PP,Italy,13.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S01ARSID
697,Ponte Annibale,Hydro,Run-Of-River,PP,Italy,8.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S15PACND
698,Crevola D.,Hydro,Run-Of-River,PP,Italy,46.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMYI-S01CDRVB
699,Moncalieri,Natural Gas,,PP,Italy,780.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S01MNCLB
700,Venamartello,Hydro,Run-Of-River,PP,Italy,20.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S11VNMRS
701,Nuova Alta Nurra,Wind,,PP,Italy,12.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S20ALTNG
702,Leini,Natural Gas,,PP,Italy,380.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S01LNEIG
703,Castelbello,Hydro,Run-Of-River,PP,Italy,87.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S04CSTL9
704,Sparanise ,Other,,PP,Italy,768.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S15SCPRH
705,Rio Pusteria,Hydro,Run-Of-River,PP,Italy,21.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S04RPST7
706,Enipower Ravenna,Other,,PP,Italy,1009.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S08ERNPQ
707,Sperando,Hydro,Run-Of-River,PP,Italy,8.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-V09SPRN0
708,E.P. Sistemi,Other,,PP,Italy,11.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMYI-S12CESLB
709,Ponte Albanito,Wind,,PP,Italy,22.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0606431F
710,Entracque Rovina,Hydro,Pumped Storage,PP,Italy,125.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-R01ENTRX
711,Brindisi Nord,Other,,PP,Italy,500.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S16BNRNH
712,Chivasso,Natural Gas,,PP,Italy,1123.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S01CHVSE
713,Rocca Rossa,Wind,,PP,Italy,84.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-00358944
714,Bardonecchia,Hydro,Reservoir,PP,Italy,23.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S01BRDN6
715,Lanuvio,Solar,,PP,Italy,22.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0394269C
716,De Nittis 1,Solar,,PP,Italy,12.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0155970W
717,Parco Eolico Monte Carpinaccio,Wind,,PP,Italy,13.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0372206L
718,Travale 4,Geothermal,,PP,Italy,39.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S09T4RVD
719,Bovino 1,Wind,,PP,Italy,9.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0064286E
720,Mazzunno,Hydro,Run-Of-River,PP,Italy,10.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S03ATMN1
721,Canterno,Hydro,Reservoir,PP,Italy,11.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S12CNTRM
722,Gerola,Hydro,Reservoir,PP,Italy,13.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S03GRLE0
723,Morino,Hydro,Run-Of-River,PP,Italy,11.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S13MRNOB
724,Wartsila Italia S.P.A,Other,,PP,Italy,12.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S06WRTSZ
725,Matisse,Wind,,PP,Italy,39.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0493347G
726,Gardona,Hydro,Run-Of-River,PP,Italy,13.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S05GRDNV
727,Sermide,Natural Gas,,PP,Italy,1151.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S03SRMDD
728,Impianto Di Preselezione E Termovalorizzazione Silla2,Other,,PP,Italy,56.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S03AFYPH
729,Impianto Eolico Casoni,Wind,,PP,Italy,12.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S08CDRS0
730,Isab Energy,Other,,PP,Italy,544.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S19IESBL
731,Augusta C.Le,Oil,,PP,Italy,144.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S19ACGSY
732,Ciponte 14Mw,Wind,,PP,Italy,10.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S16CPNIQ
733,Serro Lungo,Wind,,PP,Italy,23.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0589840G
734,Goltara,Other,,PP,Italy,9.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S03BBSR5
735,S.Fiorano,Hydro,Pumped Storage,PP,Italy,544.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S03SFRNQ
736,U.P.  Whirlpool,Other,,PP,Italy,13.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S03UWTHS
737,Premesa,Hydro,Run-Of-River,PP,Italy,8.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S04PMRM9
738,Pallanzeno,Hydro,Run-Of-River,PP,Italy,41.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S01PLLNA
739,C.Le Hera Modena Cavazza,Other,,PP,Italy,21.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S08TDMR6
740,Centrale Adria,Natural Gas,,PP,Italy,15.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S05CPRT5
741,Cedegolo,Hydro,Run-Of-River,PP,Italy,130.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPIMONICA-1D
742,Parco Eolico Monte Cute,Wind,,PP,Italy,44.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S17PEMCE
743,Parco Eolico Mineo,Wind,,PP,Italy,43.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S19PEMR9
744,Mistretta,Wind,,PP,Italy,30.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S19MSTI2
745,Ita V.Serio,Other,,PP,Italy,40.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S03VDSIQ
746,Cadarese,Hydro,Run-Of-River,PP,Italy,68.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S01CDRS5
747,S. Angelo,Hydro,Reservoir,PP,Italy,43.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S13ASCNS
748,Villa S.Maria,Hydro,Run-Of-River,PP,Italy,60.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S13VSLLB
749,S.Valburga,Hydro,Run-Of-River,PP,Italy,44.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S04SVLBZ
750,Strongoli,Other,,PP,Italy,43.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S18BSMSR
751,Ozieri,Hydro,Reservoir,PP,Italy,5.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S20OZRIH
752,Fondovalle,Hydro,Run-Of-River,PP,Italy,9.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S01FNDVN
753,Cassino,Hydro,Run-Of-River,PP,Italy,48.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S12CSSND
754,Marsica Ii,Wind,,PP,Italy,26.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S13MRSCK
755,S.Pietro Orzio,Hydro,Run-Of-River,PP,Italy,10.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S03SDPTS
756,Castel Madama,Hydro,Run-Of-River,PP,Italy,8.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S12ACCSE
757,Guadalami C.Le,Hydro,Pumped Storage,PP,Italy,80.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S19GCDLR
758,Nove,Hydro,Run-Of-River,PP,Italy,65.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S05N7V1T
759,Terni,Natural Gas,,PP,Italy,95.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S10ETDS9
760,Dell'Alvano E Aquilea,Wind,,PP,Italy,41.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0214118E
761,Ca Del Bue,Natural Gas,,PP,Italy,38.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S05CABMG
762,Aria Srl Ul1,Bioenergy,,PP,Italy,13.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMZI-S10TERN0
763,Monte Cavuti,Wind,,PP,Italy,10.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S14MCNTI
764,Forenza,Wind,,PP,Italy,39.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S16IFMVD
765,Lucito,Wind,,PP,Italy,34.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S14LCTU3
766,Candela,Wind,,PP,Italy,39.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S16DCNNQ
767,Malalbergo,Solar,,PP,Italy,10.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0304386P
768, Banzi,Wind,,PP,Italy,0.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0604160U
769,Parco Eolico Ordona,Wind,,PP,Italy,26.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S16PEOPP
770,Taio,Hydro,Reservoir,PP,Italy,161.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPII-NOCE-1C
771,Napoli L,Natural Gas,,PP,Italy,400.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S15NLPLI
772,Centrale Sacco_1,Bioenergy,,PP,Italy,12.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0030296C
773,Parco Vecchio - Valle Cancelli - Ripa,Wind,,PP,Italy,25.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0473736H
774,Pontefiume,Hydro,Run-Of-River,PP,Italy,9.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S12PNTM4
775,Salsominore,Hydro,Run-Of-River,PP,Italy,15.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S08SLSM8
776,Ratino,Natural Gas,,PP,Italy,421.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S16CSSCB
777,Ludrigno Der. Serio,Hydro,Run-Of-River,PP,Italy,13.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S03LDRG9
778,San Filippo Del Mela ,Oil,,PP,Italy,866.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S19SDMCS
779,Bagnore 3,Geothermal,,PP,Italy,19.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S09B3GN8
780,De Nittis 3,Solar,,PP,Italy,14.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0157973G
781,Susa,Hydro,Run-Of-River,PP,Italy,11.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S01SASMK
782,Littigheddu,Wind,,PP,Italy,64.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S20SDNLH
783,Biolevano Biomassa,Bioenergy,,PP,Italy,18.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0077109F
784,Tornavento,Hydro,Run-Of-River,PP,Italy,7.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S01TRNVI
785,Melissa,Wind,,PP,Italy,50.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S18MSLSC
786,Campliccioli,Hydro,Reservoir,PP,Italy,8.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S01CMPLQ
787,Centrale Eolica Vicari Uno,Wind,,PP,Italy,37.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S19V1CRO
788,Aggius 3 Viddalba 2,Wind,,PP,Italy,28.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-V20IVVPD
789,Ostiglia,Natural Gas,,PP,Italy,1124.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S03OSTG2
790,Murge,Wind,,PP,Italy,15.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S16MDCR2
791,Licodia Eubea,Wind,,PP,Italy,22.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S19LECDD
792,Cavilla,Hydro,Reservoir,PP,Italy,24.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S05CVLLF
793,Faenza Convertite,Other,,PP,Italy,10.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S08CCVRV
794,Api Energia Igcc,Other,,PP,Italy,240.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S11ACPNS
795,Alfonsine 2,Solar,,PP,Italy,25.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0364390Z
796,Faubourg,Hydro,Run-Of-River,PP,Italy,10.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S02FBRGG
797,Termovalorizzatore Pbz,Bioenergy,,PP,Italy,13.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0605986C
798,Farinello,Geothermal,,PP,Italy,54.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S09FRNLN
799,Acceglio,Hydro,Run-Of-River,PP,Italy,19.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S01ACCGE
800,Ortanova Loc. Santo Spirito,Wind,,PP,Italy,28.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-04242114
801,Cozzo Vallefondi 1,Wind,,PP,Italy,10.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S19CVZZP
802,Torino Nord,Natural Gas,,PP,Italy,395.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0066050X
803,Polimeri Europa S.P.A. - Porto Torres,Other,,PP,Italy,30.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S20EPYPZ
804,Costa Grande,Wind,,PP,Italy,15.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0159541Z
805,Palazzo 2,Hydro,Run-Of-River,PP,Italy,46.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S18P2LZD
806,Termoli 2,Bioenergy,,PP,Italy,13.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S14CTYT4
807,Fucine,Hydro,Run-Of-River,PP,Italy,13.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S01FCNU2
808,Cardano,Hydro,Run-Of-River,PP,Italy,121.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S04CRDA9
809,Parco Eolico Poggi Alti,Wind,,PP,Italy,20.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S09PEPA4
810,Brindisi Sud Ce,Other,,PP,Italy,2420.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S16BSCRY
811,S.Anna_012,Wind,,PP,Italy,64.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-04586651
812,Tirsole 25Mwp ,Solar,,PP,Italy,24.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0417217K
813,Vinadio,Hydro,Run-Of-River,PP,Italy,60.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S01VNDI6
814,Saviner,Hydro,Run-Of-River,PP,Italy,13.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S05SVNRS
815,Riva Del Garda - Nuovo,Hydro,Pumped Storage,PP,Italy,117.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S04RDGLX
816,Trapani Contrada Coniglia,Wind,,PP,Italy,20.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0198971S
817,Curon,Hydro,Run-Of-River,PP,Italy,13.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S04CMRNZ
818,Zevio,Hydro,Run-Of-River,PP,Italy,16.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S05ZVEI1
819,Satriano 1S,Hydro,Run-Of-River,PP,Italy,24.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S18S1TRV
820,Maen,Other,,PP,Italy,44.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S02MNAEP
821,Soverzene,Hydro,Reservoir,PP,Italy,161.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S05SVRZ0
822,Impianto Eolico Pietramontecorvino,Wind,,PP,Italy,48.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMYI-S16PTRMB
823,Centrale Tel,Hydro,Run-Of-River,PP,Italy,27.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S04CTNT7
