id,CARMA,ESE_and_FIAS,GEO,OPSD,WRI,Country,Fueltype,Classification,Capacity,lat,lon,File
2361,Wettingen,,,Wettingen dotieranlage,,Switzerland,Hydro,Run-Of-River,27.45,47.4636115771,8.3187617901,BFE
2362,Sanetsch,,,Sanetsch,,Switzerland,Hydro,Reservoir,18.0,46.5207570659,7.57549392675,BFE
2363,Cuijk biomass,,,Cuijk,,Netherlands,Waste,"Hard Coal, Steam Turbine",25.0,51.751905,5.8618165,Tennet_Q12015
2364,Rothenbrunnen ewz,,,Rothenbrunnen ewz,,Switzerland,Hydro,Reservoir,179.0,46.769921098,9.41959324327,BFE
2365,Ferrera trun,,,Ferrera,,Switzerland,Hydro,Run-Of-River,4.23,46.7435050176,8.98649363197,BFE
2366,Brigels tavanasa,,,Brigels tavanasa,,Switzerland,Hydro,Run-Of-River,13.0,46.7580621697,9.07174622905,BFE
2367,Krangede,Krangede,Krangede,,,Sweden,Hydro,Reservoir,268.0,62.8947174286,16.4824107365,
2368,Alrance,Alrance,Alrance,,,France,Hydro,Reservoir,14.5,44.1189475667,2.68959503333,energy_storage_exchange
2369,Rance,Rance tidal,Rance tidal,,,France,Hydro,Pumped Storage,240.0,48.6141364,-2.0274242,energy_storage_exchange
2370,Argentat,Argentat,Argentat,,,France,Hydro,Reservoir,48.0,45.1015076667,1.949205,energy_storage_exchange
2371,Traengslet,Trängslet,Trängslet,,,Sweden,Hydro,Reservoir,490.0,61.3886123333,13.7222238333,
2372,Sveg,Sveg,Sveg,,,Sweden,Hydro,Reservoir,36.0,62.0234362165,14.2854643363,
2373,Avce,Avče,Avce,,,Slovenia,Hydro,Pumped Storage,185.0,46.0963443333,13.666559,energy_storage_exchange
2374,Torrao,Torrão,Torrao,,,Portugal,Hydro,Pumped Storage,146.0,41.093974,-8.25267633333,energy_storage_exchange
2375,Salamonde,Salamonde,Salamonde,,,Portugal,Hydro,Reservoir,211.0,41.6878283333,-8.09186833333,energy_storage_exchange
2376,Alto rabagao,Alto rabagão,Alto rabagao,,,Portugal,Hydro,Reservoir,68.0,41.7463213333,-7.85815066667,energy_storage_exchange
2377,Alqueva,Alqueva,Alqueva,,,Portugal,Hydro,Reservoir,520.0,38.9872249,-7.8087091,energy_storage_exchange
2378,Koralpe,Koralpe,Koralpe,,,Austria,Hydro,Pumped Storage,50.0,46.6876699667,14.9593783667,energy_storage_exchange
2379,Kops,Kops,Kops,,,Austria,Hydro,Pumped Storage,703.8,46.9796367333,10.0366476833,energy_storage_exchange
2380,Rodund,Rodundwerk,Rodund,,,Austria,Hydro,Pumped Storage,493.0,47.08418865,9.88232701667,energy_storage_exchange
2381,Sfikia,Sfikia,Sfikia,,,Greece,Hydro,Reservoir,315.0,40.4213561333,22.2390629333,energy_storage_exchange
2382,Vianden,Vianden,Vianden luxembourg,,,Luxembourg,Hydro,Pumped Storage,1296.0,49.9403308,6.19642686667,energy_storage_exchange
2383,Niedzica,Niedzica,Niedzica,,,Poland,Hydro,Pumped Storage,92.8,49.4130813963,20.317433425,energy_storage_exchange
2384,Innerfragant wurten,Oschenik innerfragant,Innerfragant,,,Austria,Hydro,Reservoir,108.0,47.05724095,12.68911985,energy_storage_exchange
2385,Kruonis,Kruonis & extension,Kruonis lithuania,,,Lithuania,Hydro,Pumped Storage,900.0,54.798433,24.2478345,energy_storage_exchange
2386,Rifawerk,Rifawerk,Rifa,,,Austria,Hydro,Run-Of-River,7.0,46.97627765,10.0408384,energy_storage_exchange
2387,Malta oberstufe,Malta upper,Malta oberstufe,,,Austria,Hydro,Pumped Storage,120.0,47.07253335,13.34653335,energy_storage_exchange
2388,Chaira,Chaira,Chaira,,,Bulgaria,Hydro,Pumped Storage,864.0,42.1758327,24.1022056,energy_storage_exchange
2389,,Reisseck,Reisseck,,,Austria,Hydro,Pumped Storage,430.0,46.98608335,13.34070335,energy_storage_exchange
2390,,Feldsee,Feldsee,,,Austria,Hydro,Reservoir,140.0,46.9958873,13.04388665,energy_storage_exchange
2391,,Čierny váh,Cierny vah,,,Slovakia,Hydro,Pumped Storage,735.16,49.009964,19.91980755,energy_storage_exchange
2392,,Liptovská mara,Liptovska mara,,,Slovakia,Hydro,Reservoir,198.0,49.09861055,19.48888895,energy_storage_exchange
2393,,Ružín,Ruzin,,,Slovakia,Hydro,Pumped Storage,60.0,48.862355,21.09187995,energy_storage_exchange
2394,,Venda nova,Venda nova ps,,,Portugal,Hydro,Pumped Storage,736.0,41.6883475,-8.0247785,energy_storage_exchange
2395,,Aguieira,Aguieira brazil,,,Portugal,Hydro,Reservoir,336.0,40.3402425,-8.196889,energy_storage_exchange
2396,,Vilarinho furnas,Vilarinho das furnas,,,Portugal,Hydro,Reservoir,125.0,41.7633425,-8.2093825,energy_storage_exchange
2397,Voerde,,Voerde,,,Germany,Coal,"Lignite, Thermal",2234.0,51.5834348475,6.676221689,
2398,Roosecote centrica,,Roosecote,,,United Kingdom,Natural Gas,CCGT,229.0,54.1109146255,-3.21178707999,
2399,Glanford brigg,,Glanford brigg,,,United Kingdom,Natural Gas,CCGT,272.0,53.5465520363,-0.498850157154,
2400,Kings lynn,,Kings lynn,,,United Kingdom,Natural Gas,CCGT,347.0,52.7395368797,0.387352244873,
2401,Peterborough,,Peterborough,,,United Kingdom,Natural Gas,CCGT,389.0,52.575269672,-0.225882532894,
2402,Bacau,,Cet bacau chpp,,,Romania,Coal,"CHP, Lignite, Thermal",79.0,46.530762,26.9394372,
2403,Lipno,,Lipno republic,,,Czech Republic,Hydro,Reservoir,120.0,48.6363115404,14.233412535,
2404,Pocerady,,Pocerady,,,Czech Republic,Coal,"Lignite, Thermal",1000.0,50.42669028,13.678041665,
2405,Kamyk,,Kamyk republic,,,Czech Republic,Hydro,Run-Of-River,40.0,49.6360091334,14.2501214974,
2406,Porici,,Porici,,,Czech Republic,Coal,Thermal,165.0,50.572530555,15.963366665,
2407,Hodonin,,Hodonin,,,Czech Republic,Coal,"CHP, Lignite",405.0,48.84717222,17.11971111,
2408,Strekov,,Strekov republic,,,Czech Republic,Hydro,Run-Of-River,19.5,50.6496518987,14.0400360217,
2409,Ledvice,,Ledvice,,,Czech Republic,Coal,Thermal,330.0,50.576494445,13.77997778,
2410,Skawina,,Skawina,,,Poland,Coal,CHP,490.0,49.9758345,19.802536,
2411,Stechovice,,Stechovice ps republic,,,Czech Republic,Hydro,Pumped Storage,67.5,49.8482963691,14.4130486718,
2412,Tisova,,Tisova,,,Czech Republic,Coal,"Lignite, Thermal",325.0,50.150830555,12.610469445,
2413,Varna,,Varna,,,Bulgaria,Coal,Thermal,1260.0,43.195385,27.764936,
2414,Slapy,,Slapy republic,,,Czech Republic,Hydro,Reservoir,144.0,49.6052329232,14.5255342054,
2415,Vrane,,Vrane republic,,,Czech Republic,Hydro,Run-Of-River,13.88,50.0154117993,15.4774928772,
2416,Chorzow elcho,,Elcho chorzow,,,Poland,Coal,CHP,226.0,50.3078855,18.968788,
2417,Besos,,Besos sant adria,,,Spain,Natural Gas,CCGT,828.02,41.4229184401,2.22563887858,
2418,Aceca fenosa,,Aceca fenosa,,,Spain,Natural Gas,CCGT,1427.2,39.94635,-3.8524,
2419,Vaugris,,Vaugris,,,France,Hydro,Run-Of-River,72.0,45.484916,4.820926,
2420,Teesside,,Teesside and heat,,,United Kingdom,Natural Gas,CCGT,1869.0,54.5783252133,-1.13211137726,
2421,Turceni,,Turceni,,,Romania,Coal,"Lignite, Thermal",2319.0,44.6697611111,23.4077388889,
2422,Bobov dol,,Bobov dol,,,Bulgaria,Coal,Thermal,630.0,42.28536,23.033589,
2423,Wroclaw,,Wroclaw,,,Poland,Coal,CHP,273.0,51.117772,17.026644325,
2424,Zielona gora,,Zielona gora,,,Poland,Natural Gas,CCGT,210.0,51.95065,15.4856665,
2425,Borssele,,Borssele netherland,,,Netherlands,Coal,Thermal,939.32,51.4319666666,3.71761666665,
2426,Ensted,,Ensted denmark,,,Denmark,Coal,Thermal,626.0,55.020237435,9.443928397,
2427,Esbjerg,,Esbjerb denmark,,,Denmark,Coal,Thermal,417.0,55.455200545,8.4563908825,
2428,Asnaes,,Asnaes denmark,,,Denmark,Coal,Thermal,827.0,55.660559255,11.081200315,
2429,Kyndby,,Kyndby denmark,,,Denmark,Oil,CHP,699.0,55.8344215,11.9235315,
2430,Avedore,,Avedore denmark,,,Denmark,Coal,Thermal,863.0,55.629943207,12.4764199229,
2431,Skaerbaek,,Skaerbaek denmark,,,Denmark,Natural Gas,Thermal,414.0,55.538738164,9.68368281116,
2432,Studstrup,,Studstrup denmark,,,Denmark,Coal,Thermal,762.5,56.25089151,10.34376178,
2433,Salmisaari,,Salmisaari finland,,,Finland,Coal,Thermal,170.0,60.1675623722,24.9201228928,
2434,Escucha,,Escucha,,,Spain,Coal,Thermal,160.0,40.795035,-0.812858,
2435,Nyiregyhaza,,E.on nyiregyhaza ocgt hungary,,,Hungary,Natural Gas,CCGT,50.0,47.9561433904,21.7077545685,
2436,Debrecen,,E.on debrecen ocgt hungary,,,Hungary,Natural Gas,"CHP, OCGT",105.0,47.52591665,21.63311665,
2437,Den haag,,Den hague repower,,,Netherlands,Natural Gas,CCGT,120.7,52.0763335,4.2945555,
2438,Grafenrheinfeld,,Grafenrheinfeld,,,Germany,Nuclear,,1345.0,49.9841444445,10.1837611111,
2439,Ingolstadt,,Ingolstadt,,,Germany,Oil,CHP,840.0,48.76112147,11.50309751,
2440,Staudinger,,Großkrotzenburg staudinger,,,Germany,Coal,"Coal Hard, Thermal",1823.0,50.0878243,8.952840961,
2441,Knepper,,Gustav knepper,,,Germany,Coal,Thermal,370.0,51.54248335,7.39945,
2442,Cercs,,Cercs serchs,,,Spain,Coal,"Lignite, Thermal",162.0,42.2568386416,1.6755340744,
2443,Oresundverket,,Nya öresundsverket,,,Sweden,Natural Gas,CCGT,572.0,55.6159845687,13.0205907341,
2444,Galileistraat,,Gallileistraat,,,Netherlands,Natural Gas,,230.0,51.9166,4.4530335,
2445,Scholven,,Scholven gelsenkirchen,,,Germany,Coal,Thermal,2220.0,51.60238401,7.008127048,
2446,Puertollano,,Puertollano,,,Spain,Coal,Thermal,221.0,38.6674588524,-4.11517088318,
2447,Fiume santo,,E.on fiume santo,,,Italy,Coal,Thermal,1050.0,40.8488835,8.3029835,
2448,Verbrande brug brule cc,,Vilvoorde verbrande brug,,,Belgium,Natural Gas,CCGT,400.0,50.9403435,4.4180175,
2449,Manosque,,Manosque voix,,,France,Hydro,Run-Of-River,55.0,43.8529152403,5.82493833923,
2450,Montahut,,Montahut,,,France,Hydro,Reservoir,103.23,43.89975,3.2670255,
2451,Salon,,Salon,,,France,Hydro,Run-Of-River,101.0,43.6368685,5.1047245,
2452,Laval cere,,Laval cere &,,,France,Hydro,Reservoir,132.0,44.953386,1.943212,
2453,Rhue,,Rhue,,,France,Hydro,Reservoir,12.0,45.3779625578,2.62845584106,
2454,Bolozon,,Cize bolozon,,,France,Hydro,Reservoir,23.0,46.1805,5.54083335,
2455,Tuilieres,,Tuilieres,,,France,Hydro,Run-Of-River,32.0,44.84365,0.643543,
2456,Lardit,,Lardy,,,France,Hydro,Reservoir,45.0,44.6758846795,2.59501066589,
2457,Brillanne,,Brillanne &,,,France,Hydro,Run-Of-River,30.0,43.9242115,5.90835,
2458,Hautefage,,Hautefage,,,France,Hydro,Reservoir,25.0,45.0781715,1.9669345,
2459,Dalmas,,Saint dalmas,,,France,Hydro,Reservoir,50.0,44.056432,7.394429,
2460,Ponti sul mincio,,Del mincio,,,Italy,Natural Gas,CCGT,506.75,45.3992335,10.714461,
2461,Salignac,,Salignac,,,France,Hydro,Run-Of-River,88.0,44.147965,5.980901,
2462,Rosignano,,Rosignano,,,Italy,Natural Gas,CCGT,765.0,43.38214,10.4486735,
2463,Claux,,Claux,,,France,Hydro,Reservoir,13.5,44.87531,6.4812665,
2464,Tisza,,Aes tisza hungary,,,Hungary,Natural Gas,Thermal,900.0,48.42536665,21.08016665,
2465,Pocinho,,Pocinho,,,Portugal,Hydro,Run-Of-River,186.0,41.132224,-7.1171635,
2466,Canicada,,Canicada,,,Portugal,Hydro,Reservoir,62.0,41.6554935,-8.205678,
2467,Pracana,,Pracana,,,Portugal,Hydro,Reservoir,41.0,39.5667355,-7.8438295,
2468,Iru,,Iru estonia,,,Estonia,Natural Gas,CCGT,190.0,59.46403335,24.9748,
2469,Pietersaari,,Pietersaari jakobstad biomass finland,,,Finland,Waste,CHP,265.0,63.6884017901,22.7061402124,
2470,Vercelli actv,,Vercelli,,,Italy,Natural Gas,CCGT,50.0,45.30979,8.4127915,
2471,Seraing,,Seraing,,,Belgium,Natural Gas,CCGT,646.79,50.5981795261,5.49386157913,
2472,Eesti,,Estonia eesti estonia,,,Estonia,Oil,CHP,1618.0,59.274589,27.902917,
2473,Bahia bizkaia,,Bahia bizkaia bbe,,,Spain,Natural Gas,OCGT,800.0,43.3546,-3.08816665,
2474,Barking,,Barking,,,United Kingdom,Natural Gas,CCGT,1000.0,51.521199,0.1471917,
2475,Borsodchem,,Bc borsodchem hungary,,,Hungary,Natural Gas,"Heat OCGT, Power",67.034,48.24765,20.64046665,
2476,Archimede gargallo,,Enel priolo gargallo archimede,,,Italy,Natural Gas,CCGT,756.0,37.1486235,15.198047,
2477,Muehleberg,,Muehlberg,,,Switzerland,Nuclear,,372.0,46.9689444445,7.2680277778,
2478,Timelkam,,Timelkam,,,Austria,Natural Gas,CCGT,608.9,48.0080679475,13.5985486755,
2479,Kelenfold,,Kelenfold hungary,,,Hungary,Natural Gas,CCGT,241.8,47.4802049947,19.0481037277,
2480,Kispest,,Kispest hungary,,,Hungary,Natural Gas,CCGT,114.0,47.4774049947,19.1036037277,
2481,Ujpest,,Ujpest hungary,,,Hungary,Natural Gas,CCGT,110.0,47.5260049947,19.0711037277,
2482,Batak,,Batak,,,Bulgaria,Hydro,Reservoir,46.8,41.9362945,24.19303335,
2483,Ivaylovgrad,,Ivaylovgrad,,,Bulgaria,Hydro,Reservoir,104.0,41.55851665,26.12036665,
2484,Sestrimo,,Sestrimo,,,Bulgaria,Hydro,Run-Of-River,240.0,42.21253335,23.91623335,
2485,Krichim,,Krichim,,,Bulgaria,Hydro,Reservoir,80.0,42.02089,24.46734985,
2486,Stouden kladenets,,Studen kladenets,,,Bulgaria,Hydro,Reservoir,82.0,41.60975,25.64575,
2487,Kardjali,,Kardzhali,,,Bulgaria,Hydro,Reservoir,106.0,41.6417,25.35333335,
2488,Peshtera,,Peshtera,,,Bulgaria,Hydro,Reservoir,128.0,42.02341665,24.27895,
2489,Momina klissura,,Momina klisura,,,Bulgaria,Hydro,Run-Of-River,124.0,42.22428335,23.95803335,
2490,Teshel,,Teshel,,,Bulgaria,Hydro,Reservoir,60.0,41.66306665,24.25983335,
2491,Maritza east,,Maritsa iztok,,,Bulgaria,Coal,"Lignite, Thermal",1558.0,42.25571,26.1335075,
2492,Volklingen fenne,,Völklingen fens,,,Germany,Coal,CHP,480.262,49.2502579925,6.86996515808,
2493,Tainionkoski,,Tainionkoski finland,,,Finland,Hydro,Reservoir,62.0,61.1911230435,28.7679111664,
2494,Imatra,,Imatra finland,,,Finland,Hydro,Reservoir,178.0,61.1693730435,28.7634611664,
2495,Miechowice,,Miechowice,,,Poland,Coal,CHP,125.0,50.348832,18.8430275,
2496,Naantali,,Naantali finland,,,Finland,Coal,Thermal,375.0,60.4586325,22.054358,
2497,Meri pori,,Meri pori finland,,,Finland,Coal,Thermal,565.0,61.6321295,21.4062545,
2498,Krokstrommen,,Krokstrommen,,,Sweden,Hydro,Reservoir,109.0,62.04555,14.9002,
2499,Escombreras gn,,Cartagena escombreras gn,,,Spain,Natural Gas,CCGT,1218.0,37.5719365,-0.9406495,
2500,Beverce,,Beverce robertville,,,Belgium,Hydro,Reservoir,9.2,50.4327805,6.0332715,
2501,Sault brenaz,,Sault brenaz,,,France,Hydro,Run-Of-River,46.2,45.840214,5.410089,
2502,Brugge herdersbrug,,Brugge herdersbrug,,,Belgium,Natural Gas,CCGT,464.2,51.2600545,3.209815,
2503,Gervans,,Gervans,,,France,Hydro,Run-Of-River,120.0,45.1559605,4.8105715,
2504,Ruien,,Ruien,,,Belgium,Coal,Thermal,905.0,50.783336,3.48289,
2505,Dunamenti,,Dunamenti hungary,,,Hungary,Natural Gas,Thermal,1290.0,47.3270455,18.9191575,
2506,Bregnier cordon,,Bregnier cordon,,,France,Hydro,Run-Of-River,75.34,45.61033335,5.76916665,
2507,Zolling,,Zolling,,,Germany,Coal,Thermal,500.0,48.455290715,11.80064594,
2508,Beaucaire,,Beaucaire,,,France,Hydro,Run-Of-River,210.0,43.8385334773,4.63530871582,
2509,Sablons,,Sablons,,,France,Hydro,Run-Of-River,160.7,45.3138665,4.7860045,
2510,Chautagne,,Chautagne,,,France,Hydro,Run-Of-River,91.0,45.899173,5.8295455,
2511,Pierre benite,,Pierre benite,,,France,Hydro,Run-Of-River,88.41,45.7014475,4.833556,
2512,Soulom,,Soulom,,,France,Hydro,Reservoir,57.0,42.9515,-0.06783335,
2513,Gambsheim,,Gambsheim,,,France,Hydro,Run-Of-River,108.0,48.6327105644,7.83097903442,
2514,Rya goteborg,,Rya,,,Sweden,Natural Gas,CCGT,270.0,57.6997811552,11.9286467686,
2515,Roznow,,Roznow,,,Poland,Hydro,Reservoir,50.0,49.7666135,20.6803305,
2516,Czchow,,Czchow,,,Poland,Hydro,Run-Of-River,8.0,49.8236314059,20.6805585328,
2517,Vaskiluoto,,Vaskiluoto finland,,,Finland,Coal,Thermal,399.0,63.068365,21.6701195,
2518,Castejon hc,,Castejon hce,,,Spain,Natural Gas,CCGT,855.3,42.17321,-1.691904,
2519,Thessaloniki,,Thessaloniki,,,Greece,Natural Gas,CCGT,421.52,40.6637389,22.91444445,
2520,Serres,,Thermie serres,,,Greece,Natural Gas,Gas Engines,22.0,41.074478,23.534061,
2521,Hanasaari,,Hanasaari finland,,,Finland,Coal,Thermal,228.0,60.1768123722,24.9532728928,
2522,Vuosaari,,Vuosaari a&b finland,,,Finland,Natural Gas,CCGT,950.0,60.2198315,25.169192,
2523,Nordjyllandsvaerket,,Nordjylland denmark,,,Denmark,Coal,Thermal,901.0,57.07307658,10.042099945,
2524,Kesznyeten,,Kesznyeten hernadviz hungary,,,Hungary,Hydro,Run-Of-River,4.4,47.96633335,21.0415,
2525,Debe,,Debe,,,Poland,Hydro,Reservoir,21.2,52.444894,20.925118,
2526,Myczkowce,,Myczkowce,,,Poland,Hydro,Reservoir,8.822,49.4506020887,22.3694100086,
2527,Bydgoszcz,,Bydgoszcz ec,,,Poland,Coal,CHP,227.0,53.0990835,18.08785,
2528,Zeran,,Zeran,,,Poland,Coal,CHP,350.0,52.2946975,20.9936275,
2529,Siekierki,,Siekierki,,,Poland,Coal,Thermal,622.0,52.1884155,21.089729,
2530,Zlatolicje,,Zlatolicje poqwer,,,Slovenia,Hydro,Reservoir,144.0,46.5013611,15.71683335,
2531,Bostanj,,Bostanj,,,Slovenia,Hydro,Run-Of-River,32.4,46.015822,15.2819,
2532,Dravograd,,Dravograd poqwer,,,Slovenia,Hydro,Reservoir,36.0,46.587328,15.0189835,
2533,Plave,,Plave poqwer,,,Slovenia,Hydro,Reservoir,42.1,46.047041,13.5991,
2534,Doblar,,Doblar poqwer,,,Slovenia,Hydro,Reservoir,70.0,46.116836,13.688936,
2535,Blanca,,Arto blanca,,,Slovenia,Hydro,Run-Of-River,38.0,45.9868165,15.3907,
2536,Fala,,Fala poqwer,,,Slovenia,Hydro,Reservoir,58.0,46.5513945,15.451611,
2537,Trbovlje,,Trbovlje tes,,,Slovenia,Coal,"Lignite, Thermal",188.0,46.125778,15.0611395,
2538,Sostanj,,Sostanj tes,,,Slovenia,Coal,"Lignite, Thermal",785.0,46.37615,15.0510055,
2539,Formin,,Formin poqwer,,,Slovenia,Hydro,Reservoir,127.0,46.4113250026,15.952040065,
2540,Vuzenica,,Vuzenica poqwer,,,Slovenia,Hydro,Run-Of-River,78.0,46.5948445,15.159761,
2541,Solkan,,Solkan poqwer,,,Slovenia,Hydro,Reservoir,32.0,45.9778945,13.652222,
2542,Mariborski otok,,Mariborski otok poqwer,,,Slovenia,Hydro,Reservoir,60.0,46.5619611,15.62548335,
2543,Vuhred,,Vuhred poqwer,,,Slovenia,Hydro,Reservoir,72.3,46.591161,15.2565,
2544,Ozbalt,,Ozbalt poqwer,,,Slovenia,Hydro,Reservoir,73.2,46.581922,15.4020445,
2545,Djale,,Djale,,,Croatia,Hydro,Reservoir,40.8,43.59641665,16.71783335,
2546,Orlovac,,Orlovac,,,Croatia,Hydro,Reservoir,237.0,43.5481,16.8272778,
2547,Ozalj,,Ozalj,,,Croatia,Hydro,Run-Of-River,5.5,45.61048335,15.4698722,
2548,Golubic,,Golubic,,,Croatia,Hydro,Reservoir,7.5,44.08944445,16.20936665,
2549,Zakucac,,Zakucac,,,Croatia,Hydro,Reservoir,522.0,43.4514111,16.69565555,
2550,Gojak,,Gojak,,,Croatia,Hydro,Run-Of-River,55.5,45.28250555,15.24595555,
2551,Sisak,,Sisak,,,Croatia,Oil,CHP,455.0,45.45995555,16.39636665,
2552,Rijeka tpp,,Rijeka,,,Croatia,Oil,CHP,320.0,45.29365555,14.5131278,
2553,Senj,,Senj system,,,Croatia,Hydro,,216.655,44.9661722,14.91671665,
2554,Cakovec,,Cakovec,,,Croatia,Hydro,Run-Of-River,77.44,46.3478722,16.46419445,
2555,Jertovec repower,,Jertovec,,,Croatia,Natural Gas,CCGT,84.0,45.9026335,15.9573665,
2556,Plomin,,Plomin,,,Croatia,Coal,Thermal,335.0,45.13683335,14.17255555,
2557,Sklope,,Sklope,,,Croatia,Hydro,Reservoir,22.5,44.72891665,15.22196665,
2558,Dubrava,,Dubrava,,,Croatia,Hydro,Run-Of-River,77.78,46.3280278,16.7454222,
2559,Varazdin,,Varazdin,,,Croatia,Hydro,Run-Of-River,94.58,46.3261722,16.3030889,
2560,Vinodol,,Vinodol system,,,Croatia,Hydro,Reservoir,90.0,45.22499445,14.67610555,
2561,Kraljevac,,Kraljevac,,,Croatia,Hydro,Run-Of-River,46.4,43.43104445,16.8873111,
2562,Castejon iberdrola,,Castejon iberdrola,,,Spain,Natural Gas,CCGT,400.0,42.17046,-1.683404,
2563,Lanau,,Lanau,,,France,Hydro,Reservoir,22.5,44.96216665,3.04316665,
2564,Mallemort,,Mallemort,,,France,Hydro,Run-Of-River,101.0,43.7233620571,5.19222644806,
2565,Vinon,,Vinon,,,France,Hydro,Reservoir,32.5,43.7247535,5.8189035,
2566,Grandval,,Grandval,,,France,Hydro,Reservoir,74.1,44.97761665,3.07891665,
2567,Orlu,,Orlu,,,France,Hydro,Reservoir,88.8,42.6951565,1.8999955,
2568,Argentiere,,Argentiere bessee,,,France,Hydro,Reservoir,38.0,44.107929,6.6416185,
2569,Lugo nazza,,Lugo di nazza,,,France,Hydro,Reservoir,43.0,42.016018,9.2192675,
2570,Beauvoir,,Beauvoir,,,France,Hydro,Run-Of-River,39.0,45.136461,5.3214375,
2571,Sainte tulle,,Sainte tulle i&ii,,,France,Hydro,Run-Of-River,97.0,43.7877275,5.7706795,
2572,Golinhac,,Golinhac,,,France,Hydro,Reservoir,45.0,44.4792889229,2.58918785095,
2573,Quinson,,Quinson,,,France,Hydro,Reservoir,41.0,43.7010055,6.0460605,
2574,Sautet,,Sautet le,,,France,Hydro,Reservoir,76.0,44.8177035,5.927753,
2575,Villeneuve lot,,Lot,,,France,Hydro,Reservoir,28.6,44.5315,1.69033335,
2576,George commiers,,Saint georges commiers,,,France,Hydro,Reservoir,60.0,45.0222695,5.6946315,
2577,Enchanet,,Enchanet,,,France,Hydro,Reservoir,35.0,45.14933335,2.26366665,
2578,Gdansk,,Wybrzeze gdansk gdynia,,,Poland,Coal,CHP,322.5,54.377928,18.6410835,
2579,Marcillac,,Marcillac,,,France,Hydro,Reservoir,33.2,45.2418505,0.757106,
2580,Terni edison,,Edison terni,,,Italy,Natural Gas,CCGT,105.0,42.5536665,12.6181055,
2581,Nentilla,,Nentilla,,,France,Hydro,Reservoir,97.0,42.7873115,2.2228715,
2582,Blenod,,Blénod,,,France,Coal,"Coal Hard, Thermal",750.0,48.7332705,5.9598985,
2583,Allement,,Allement,,,France,Hydro,Reservoir,32.0,46.0354265,5.3825985,
2584,Grangent,,Grangent,,,France,Hydro,Reservoir,37.0,45.454925,4.243935,
2585,Ocana corse,,Ocana,,,France,Hydro,Reservoir,42.5,41.9526655,8.9349475,
2586,Castillon,,Castillon,,,France,Hydro,Reservoir,68.0,43.864,6.52733335,
2587,Champcella,,Champcella,,,France,Hydro,Reservoir,12.0,44.8301855,6.573775,
2588,Turbigo levante,,Edipower turbigo and,,,Italy,Natural Gas,"CCGT, Thermal",1770.0,45.5254318085,8.73945289001,
2589,Raiva,,Raiva,,,Portugal,Hydro,Run-Of-River,24.0,40.316276,-8.2362355,
2590,Lares,,Lares,,,Portugal,Natural Gas,CCGT,862.0,40.137776,-8.818443,
2591,Ribatejo,,Ribatejo,,,Portugal,Natural Gas,CCGT,1176.0,39.0115526,-8.9510760145,
2592,Cabril,,Cabril,,,Portugal,Hydro,,108.0,39.9105475,-8.132008,
2593,Regua,,Regua,,,Portugal,Hydro,Run-Of-River,180.0,41.155663,-7.7341845,
2594,Sines,,Sines,,,Portugal,Coal,Thermal,1269.101,37.93120901,-8.805245427,
2595,Crestuma lever,,Crestuma lever,,,Portugal,Hydro,Run-Of-River,117.0,41.068605,-8.4932445,
2596,Vilar tabuaco,,Vilar tabuaco,,,Portugal,Hydro,Reservoir,64.0,41.0516235,-7.551617,
2597,Setubal,,Setubal,,,Portugal,Oil,CHP,1000.0,38.5171992948,-8.8665984726,
2598,Touvedo,,Touvedo,,,Portugal,Hydro,Reservoir,22.2,41.80746,-8.356127,
2599,Lindoso,,Lindoso brazil,,,Portugal,Hydro,,44.1,41.857436,-8.2713625,
2600,Alto lindoso,,Alto lindoso,,,Portugal,Hydro,Reservoir,630.0,41.7655952529,-8.20713264465,
2601,Fratel,,Fratel,,,Portugal,Hydro,Run-Of-River,132.0,39.5262017007,-7.80910666962,
2602,Bemposta,,Bemposta,,,Portugal,Hydro,Run-Of-River,401.0,41.3057725,-6.486389,
2603,Tunes,,Tunes ocgt,,,Portugal,Oil,OCGT,199.2,37.165901,-8.275121,
2604,Miranda douro,,Miranda,,,Portugal,Hydro,Run-Of-River,390.0,41.326756,-7.026317,
2605,Esch alzette,,Esch sur alzette luxembourg,,,Luxembourg,Natural Gas,CCGT,385.0,49.5114285,5.964078,
2606,Krakow leg,,Krakow,,,Poland,Coal,,460.0,50.054083,20.006472,
2607,Koronowo,,Koronowo,,,Poland,Hydro,Reservoir,26.0,53.294499134,17.9448415543,
2608,Zur,,Zur,,,Poland,Hydro,Reservoir,8.0,53.560754,18.358823,
2609,Servola steel,,Servola,,,Italy,Natural Gas,CCGT,260.3,45.63405555,13.7815,
2610,Garona,,Santa maria garona,,,Spain,Nuclear,,466.0,42.77515,-3.20724583335,
2611,Talarn,,Talarn,,,Spain,Hydro,Reservoir,300.0,42.1827220783,0.906907529182,
2612,Palladio fusina,,Enel andrea palladio fusina,,,Italy,Coal,Thermal,1136.0,45.4313945,12.2463165,
2613,As pontes,,As pontes,,,Spain,Coal,"Lignite, Thermal",2170.0,43.4420165,-7.8613665,
2614,Galileo ferraris,,Enel galileo ferraris trino,,,Italy,Natural Gas,CCGT,746.0,45.296679,8.1834135,
2615,Spezia,,Enel spezia eugenio montale and,,,Italy,Natural Gas,"CCGT, Thermal",1356.0,44.1113555,9.873261,
2616,Genova enel,,Enel genoa,,,Italy,Coal,Thermal,295.0,44.4045581263,8.91912943573,
