id,CARMA,FIAS,GEO,OPSD,WRI,Country,Fueltype,Classification,Capacity,lat,lon,File
202,Tremorgio,,,Tremorgio,Tremorgio,Switzerland,Hydro,Reservoir,10.0,46.4902114363,8.73670424626,"BFE, Switzerland Power Plant.csv"
203,Morobbia,,,Morobbia,Morobbia,Switzerland,Hydro,Run-Of-River,15.5,46.1680636081,9.01689952707,"BFE, Switzerland Power Plant.csv"
204,Lotschen,,,Lötschen,Lötschen,Switzerland,Hydro,Run-Of-River,122.0,46.6832309232,8.58178405217,"BFE, Switzerland Power Plant.csv"
205,Rhone chippis,,,Chippis rhône,Chippis rhône,Switzerland,Hydro,Run-Of-River,88.0,46.7997243856,8.41561163317,"BFE, Switzerland Power Plant.csv"
206,Ova spin,,,Ova spin dotieranlage,Ova spin dotierzentrale,Switzerland,Hydro,Run-Of-River,54.47,47.0139578153,9.02413117505,"BFE, Switzerland Power Plant.csv"
207,Tannuwald,,,Tannuwald,Tannuwald,Switzerland,Hydro,Run-Of-River,5.2,46.1499409889,8.10793668693,"BFE, Switzerland Power Plant.csv"
209,Ferrera khr,,,Ferrera,Ferrera,Switzerland,Hydro,Run-Of-River,188.63,46.4239723323,8.72543814257,"BFE, Switzerland Power Plant.csv"
211,Hopflauenen leimboden,,,Hopflauenen leimboden,Hopflauenen leimboden,Switzerland,Hydro,Run-Of-River,6.0,46.715113414,8.27751698219,"BFE, Switzerland Power Plant.csv"
212,Birsfelden,,,Birsfelden,Birsfelden,Switzerland,Hydro,Run-Of-River,100.0,47.4749669684,7.49802505278,"BFE, Switzerland Power Plant.csv"
214,Muttsee,,,Muttsee,Muttsee,Switzerland,Hydro,Reservoir,4.4,46.8464330851,9.01279515584,"BFE, Switzerland Power Plant.csv"
217,Ruppoldingen,,,Ruppoldingen,Ruppoldingen,Switzerland,Hydro,Run-Of-River,23.0,47.072767728,8.58057893708,"BFE, Switzerland Power Plant.csv"
218,Mottec,,,Mottec,Mottec,Switzerland,Hydro,Pumped Storage,71.0,46.395030269,7.72637351398,"BFE, Switzerland Power Plant.csv"
220,Flumenthal,,,Flumenthal,Flumenthal,Switzerland,Hydro,Run-Of-River,23.4,47.0461775074,9.01212494309,"BFE, Switzerland Power Plant.csv"
224,Tierfehd hintersand,,,Tierfehd hintersand,Tierfehd hintersand,Switzerland,Hydro,Run-Of-River,42.0,46.8761153436,8.98702934899,"BFE, Switzerland Power Plant.csv"
226,Kubel,,,Kubel,Kubel,Switzerland,Hydro,Run-Of-River,15.01,47.4019094764,9.32364063827,"BFE, Switzerland Power Plant.csv"
228,Simmenfluh,,,Simmenfluh,Simmenfluh,Switzerland,Hydro,Run-Of-River,9.0,46.6727987868,7.62264084059,"BFE, Switzerland Power Plant.csv"
229,Ernen binn,,,Ernen,Ernen,Switzerland,Hydro,Run-Of-River,34.0,47.0124439223,8.45525395482,"BFE, Switzerland Power Plant.csv"
230,Chanet,,,Usine du chanet,Usine du chanet,Switzerland,Hydro,Run-Of-River,4.4,46.9592586149,6.82888645291,"BFE, Switzerland Power Plant.csv"
231,,,,Montelimar,Montelimar,France,Hydro,Run-Of-River,295.0,44.59281,4.72593,"RTE, France Power Plant.csv"
232,,,,Saint pierre cognet,Saint pierre cognet,France,Hydro,Run-Of-River,223.0,44.87249,5.77319,"RTE, France Power Plant.csv"
234,,,,Aigle,Aigle,France,Hydro,Reservoir,360.0,45.24373,2.22483,"RTE, France Power Plant.csv"
236,,,,Trun,Trun,Switzerland,Hydro,Run-Of-River,0.6,46.7435050176,8.98649363197,"BFE, Switzerland Power Plant.csv"
237,,,,Dardin casut,Dardin casut,Switzerland,Hydro,Run-Of-River,0.4,46.7573816308,9.04999337816,"BFE, Switzerland Power Plant.csv"
238,,,,Lunschania,Lunschania,Switzerland,Hydro,Run-Of-River,0.94,46.6601503473,9.18823038522,"BFE, Switzerland Power Plant.csv"
239,,,,Bargaus,Bargaus,Switzerland,Hydro,Run-Of-River,2.82,46.7931455833,9.27364512391,"BFE, Switzerland Power Plant.csv"
240,,,,Punt gronda segnas,Punt gronda segnas,Switzerland,Hydro,Run-Of-River,2.62,46.8384516549,9.26509335259,"BFE, Switzerland Power Plant.csv"
241,,,,Punt gronda platt alva,Punt gronda platt alva,Switzerland,Hydro,Run-Of-River,0.64,46.8384516549,9.26509335259,"BFE, Switzerland Power Plant.csv"
242,,,,Punt gronda tarschlims,Punt gronda tarschlims,Switzerland,Hydro,Run-Of-River,0.3,46.8384516549,9.26509335259,"BFE, Switzerland Power Plant.csv"
243,,,,Stenna flims flembach,Stenna flims,Switzerland,Hydro,Run-Of-River,1.73,46.8337568535,9.28289622392,"BFE, Switzerland Power Plant.csv"
244,,,,"Flims, felsbach karstwasser","Flims, felsbach karstwasser",Switzerland,Hydro,Run-Of-River,0.88,46.8340905068,9.31765249379,"BFE, Switzerland Power Plant.csv"
246,,,,Mulin,Mulin,Switzerland,Hydro,Run-Of-River,1.6,46.833447951,9.34018135796,"BFE, Switzerland Power Plant.csv"
247,,,,Nufenen,Nufenen,Switzerland,Hydro,Run-Of-River,0.3,46.5430537927,9.24795177052,"BFE, Switzerland Power Plant.csv"
248,,,,Splügen tambobach,Splügen tambobach,Switzerland,Hydro,Run-Of-River,1.8,46.5459228175,9.30973326414,"BFE, Switzerland Power Plant.csv"
250,,,,Frauenkirch,Frauenkirch,Switzerland,Hydro,Run-Of-River,0.7,46.7688686224,9.80558112281,"BFE, Switzerland Power Plant.csv"
254,,,,Rabiusawerk,Sand rabiusa,Switzerland,Hydro,Run-Of-River,0.71,46.8404306281,9.54250541843,"BFE, Switzerland Power Plant.csv"
255,,,,Taschinas,Taschinas,Switzerland,Hydro,Run-Of-River,11.33,46.9828412314,9.64486330331,"BFE, Switzerland Power Plant.csv"
256,,,,Igiser mülbach landquart,Landquart,Switzerland,Hydro,Run-Of-River,1.21,46.9570649025,9.57336009547,"BFE, Switzerland Power Plant.csv"
257,,,,Ragaz,Ragaz,Switzerland,Hydro,Run-Of-River,0.7,47.0000948296,9.50115288825,"BFE, Switzerland Power Plant.csv"
258,,,,Valeis,Valeis,Switzerland,Hydro,Run-Of-River,1.2,47.0232622307,9.44809505335,"BFE, Switzerland Power Plant.csv"
259,,,,Grossbach,Grossbach,Switzerland,Hydro,Run-Of-River,0.7,47.0258051067,9.44161096561,"BFE, Switzerland Power Plant.csv"
260,,,,Sevelen,Sevelen,Switzerland,Hydro,Run-Of-River,1.14,47.1209036183,9.48300188061,"BFE, Switzerland Power Plant.csv"
261,,,,Buchs vorderberg,Vorderberg,Switzerland,Hydro,Run-Of-River,0.98,47.1490022349,9.44582705102,"BFE, Switzerland Power Plant.csv"
263,,,,Buchs altendorf,Altendorf buchs,Switzerland,Hydro,Run-Of-River,3.56,47.1569967916,9.46710077053,"BFE, Switzerland Power Plant.csv"
264,,,,Grabs bannwald,Bannwald,Switzerland,Hydro,Run-Of-River,0.74,47.17262767,9.41689346785,"BFE, Switzerland Power Plant.csv"
265,,,,Grabs löchli,Löchli,Switzerland,Hydro,Run-Of-River,1.43,47.1757270944,9.43020364886,"BFE, Switzerland Power Plant.csv"
267,,,,Montlingen,Montlingen,Switzerland,Hydro,Run-Of-River,0.37,47.3392405944,9.57926456954,"BFE, Switzerland Power Plant.csv"
268,,,,Lochmühle,Lochmühle,Switzerland,Hydro,Run-Of-River,0.63,47.4603255412,9.43979811879,"BFE, Switzerland Power Plant.csv"
269,,,,Morgental abwasser,Morgental,Switzerland,Hydro,Run-Of-River,1.2,47.5005666197,9.42790432392,"BFE, Switzerland Power Plant.csv"
270,,,,Neuhausen,Neuhausen,Switzerland,Hydro,Run-Of-River,5.6,47.6798806585,8.61494656661,"BFE, Switzerland Power Plant.csv"
271,,,,Giessen,Giessen,Switzerland,Hydro,Run-Of-River,1.9,47.2178452198,9.20939259186,"BFE, Switzerland Power Plant.csv"
272,,,,Nesslau ijentalerbach,Nesslau ijentalerbach,Switzerland,Hydro,Run-Of-River,1.25,47.2216373141,9.18495516077,"BFE, Switzerland Power Plant.csv"
274,,,,Trempel,Trempel,Switzerland,Hydro,Run-Of-River,1.8,47.2494883643,9.16366835457,"BFE, Switzerland Power Plant.csv"
276,,,,"Stadtbrücke, lichtensteig","Stadtbrücke, lichtensteig",Switzerland,Hydro,Run-Of-River,0.57,47.3232416909,9.08494859192,"BFE, Switzerland Power Plant.csv"
277,,,,Dietfurt,Dietfurt,Switzerland,Hydro,Run-Of-River,0.98,47.3444435336,9.08070597557,"BFE, Switzerland Power Plant.csv"
278,,,,Soor,Soor,Switzerland,Hydro,Run-Of-River,0.98,47.3564409783,9.07842778781,"BFE, Switzerland Power Plant.csv"
279,,,,Mülau,Mülau,Switzerland,Hydro,Run-Of-River,1.37,47.410872339,9.07811617053,"BFE, Switzerland Power Plant.csv"
280,,,,Niederglatt gossau,Niederglatt,Switzerland,Hydro,Run-Of-River,0.35,47.4314001196,9.17553013871,"BFE, Switzerland Power Plant.csv"
281,,,,Bischofszell,Bischofszell papierfabrik,Switzerland,Hydro,Run-Of-River,1.02,47.4930279409,9.23422119529,"BFE, Switzerland Power Plant.csv"
282,,,,Seealp wasserauen,Wasserauen,Switzerland,Hydro,Reservoir,2.5,47.2807040389,9.42116368952,"BFE, Switzerland Power Plant.csv"
285,,,,Sittertal,Sittertal,Switzerland,Hydro,Run-Of-River,0.46,47.410010524,9.32339732284,"BFE, Switzerland Power Plant.csv"
291,,,,Weinfelden model,Weinfelden model,Switzerland,Hydro,Run-Of-River,0.4,47.5608510601,9.1021506291,"BFE, Switzerland Power Plant.csv"
292,,,,Weinfelden mühle,Weinfelden mühle,Switzerland,Hydro,Run-Of-River,0.4,47.5607188536,9.09882399502,"BFE, Switzerland Power Plant.csv"
293,,,,Widen,Widen,Switzerland,Hydro,Run-Of-River,0.83,47.5647136507,9.07728471582,"BFE, Switzerland Power Plant.csv"
294,,,,Murkart,Murkart,Switzerland,Hydro,Run-Of-River,0.34,47.5374877465,8.91438251912,"BFE, Switzerland Power Plant.csv"
295,,,,"Schlossmühle, frauenfeld","Schlossmühle, frauenfeld",Switzerland,Hydro,Run-Of-River,0.31,47.5538872916,8.89796299427,"BFE, Switzerland Power Plant.csv"
296,,,,Kollbrunn,Kollbrunn,Switzerland,Hydro,Run-Of-River,0.37,47.4592833018,8.76883185531,"BFE, Switzerland Power Plant.csv"
297,,,,Sennhof,Sennhof,Switzerland,Hydro,Run-Of-River,0.47,47.4661750376,8.75613687859,"BFE, Switzerland Power Plant.csv"
298,,,,Pfungen,Pfungen,Switzerland,Hydro,Run-Of-River,0.35,47.5214894015,8.64091948594,"BFE, Switzerland Power Plant.csv"
299,,,,Freienstein,Freienstein,Switzerland,Hydro,Run-Of-River,0.6,47.528692361,8.58703091713,"BFE, Switzerland Power Plant.csv"
300,,,,Trümpler,Trümpler,Switzerland,Hydro,Run-Of-River,0.42,47.3456402562,8.73992340849,"BFE, Switzerland Power Plant.csv"
301,,,,Wunderklingen,Wunderklingen,Switzerland,Hydro,Run-Of-River,0.42,47.6978059267,8.4073779118,"BFE, Switzerland Power Plant.csv"
303,,,,Rheinfelden,Rheinfelden,Switzerland,Hydro,Run-Of-River,101.8,47.3503165296,7.67643326345,"BFE, Switzerland Power Plant.csv"
308,,,,Bellerive,Bellerive,Switzerland,Hydro,Run-Of-River,0.52,47.3828021223,7.35916951758,"BFE, Switzerland Power Plant.csv"
309,,,,Juramill,Juramill,Switzerland,Hydro,Run-Of-River,0.35,47.4105191351,7.49467015206,"BFE, Switzerland Power Plant.csv"
310,,,,Laufen wasserfall,Laufen wasserfall,Switzerland,Hydro,Run-Of-River,0.72,47.4196898837,7.50117302601,"BFE, Switzerland Power Plant.csv"
311,,,,Nenzlingen,Nenzlingen,Switzerland,Hydro,Run-Of-River,0.34,47.4438497021,7.5478685338,"BFE, Switzerland Power Plant.csv"
312,,,,Moos,Moos,Switzerland,Hydro,Run-Of-River,0.98,47.4387770608,7.58113219065,"BFE, Switzerland Power Plant.csv"
313,,,,Büttenen,Büttenen,Switzerland,Hydro,Run-Of-River,1.05,47.4428086273,7.59347246718,"BFE, Switzerland Power Plant.csv"
317,,,,Grimsel oberaarsee,Grimsel oberaarsee,Switzerland,Hydro,Reservoir,35.3,46.7779340383,7.61727678679,"BFE, Switzerland Power Plant.csv"
318,,,,Meiringen,Meiringen,Switzerland,Hydro,Run-Of-River,2.65,46.7302677519,8.19434851644,"BFE, Switzerland Power Plant.csv"
320,,,,Giessbach,Giessbach,Switzerland,Hydro,Run-Of-River,0.9,46.7344427309,8.01888764388,"BFE, Switzerland Power Plant.csv"
321,,,,Saxettal geissbrunnen,Geissbrunnen,Switzerland,Hydro,Run-Of-River,0.48,46.6283781404,7.82997757095,"BFE, Switzerland Power Plant.csv"
323,,,,Interlaken,Interlaken,Switzerland,Hydro,Run-Of-River,1.12,46.6823320103,7.8484710991,"BFE, Switzerland Power Plant.csv"
324,,,,Kandersteg eggeschwand,Kandersteg eggeschwand,Switzerland,Hydro,Run-Of-River,2.1,46.4750989753,7.66012339529,"BFE, Switzerland Power Plant.csv"
325,,,,Kandersteg zilfuri,Kandersteg zilfuri,Switzerland,Hydro,Run-Of-River,1.5,46.4956334904,7.69159893354,"BFE, Switzerland Power Plant.csv"
326,,,,Kandersteg dorf,Kandersteg dorf,Switzerland,Hydro,Run-Of-River,1.03,46.4959386063,7.67518789714,"BFE, Switzerland Power Plant.csv"
327,,,,Engstligenalp,Engstligenalp,Switzerland,Hydro,Run-Of-River,0.6,46.4491601982,7.56175847554,"BFE, Switzerland Power Plant.csv"
329,,,,Engstlige,Engstlige,Switzerland,Hydro,Run-Of-River,0.5,46.5068875836,7.58273413036,"BFE, Switzerland Power Plant.csv"
331,,,,Thun eidg.,Thun eidg.,Switzerland,Hydro,Run-Of-River,0.44,46.761596737,7.61469587515,"BFE, Switzerland Power Plant.csv"
332,,,,Blumenstein,Blumenstein,Switzerland,Hydro,Run-Of-River,0.64,46.727704518,7.51333335379,"BFE, Switzerland Power Plant.csv"
333,,,,Matte,Matte,Switzerland,Hydro,Run-Of-River,1.16,46.9464934587,7.45675932783,"BFE, Switzerland Power Plant.csv"
334,,,,Lauenen louibach,Lauenen louibach,Switzerland,Hydro,Run-Of-River,0.9,46.4241533318,7.31831395313,"BFE, Switzerland Power Plant.csv"
335,,,,Gsteig,Gsteig,Switzerland,Hydro,Run-Of-River,0.72,46.3852280895,7.26861425605,"BFE, Switzerland Power Plant.csv"
336,,,,Gérignoz pontia,Gérignoz pontia,Switzerland,Hydro,Run-Of-River,0.45,46.4732724541,7.165215604,"BFE, Switzerland Power Plant.csv"
337,,,,Sainte anne,Sainte anne,Switzerland,Hydro,Run-Of-River,2.9,46.5351297566,7.08799404019,"BFE, Switzerland Power Plant.csv"
339,,,,Charmey tzintre,Charmey tzintre,Switzerland,Hydro,Run-Of-River,0.86,46.6118329212,7.17691300027,"BFE, Switzerland Power Plant.csv"
340,,,,Hagneck,"Hagneck ,m u.",Switzerland,Hydro,Run-Of-River,33.66,47.0596245726,7.17800844643,"BFE, Switzerland Power Plant.csv"
341,,,,Jougnenaz,Jougnenaz,Switzerland,Hydro,Run-Of-River,2.35,46.7232276398,6.39660508601,"BFE, Switzerland Power Plant.csv"
343,,,,Moulinets sur l'orbe,Moulinets sur l'orbe,Switzerland,Hydro,Run-Of-River,0.77,46.7209697782,6.53229949585,"BFE, Switzerland Power Plant.csv"
344,,,,St.sulpice,St.sulpice,Switzerland,Hydro,Run-Of-River,3.9,46.9106213602,6.55745141266,"BFE, Switzerland Power Plant.csv"
345,,,,Le furcil,Le furcil,Switzerland,Hydro,Run-Of-River,0.68,46.9536626014,6.73186608774,"BFE, Switzerland Power Plant.csv"
346,,,,Plan l'eau,Plan l'eau,Switzerland,Hydro,Run-Of-River,1.11,46.9531054291,6.74369685922,"BFE, Switzerland Power Plant.csv"
347,,,,Les moyats,Les moyats,Switzerland,Hydro,Run-Of-River,1.6,46.9529131011,6.75657368575,"BFE, Switzerland Power Plant.csv"
348,,,,Boudry les essert,Boudry les essert,Switzerland,Hydro,Run-Of-River,0.5,46.9508768262,6.84290644242,"BFE, Switzerland Power Plant.csv"
349,,,,Serrières,Serrières centrale,Switzerland,Hydro,Run-Of-River,1.19,46.9827806416,6.90358463818,"BFE, Switzerland Power Plant.csv"
351,,,,Rondchâtel,Rondchâtel,Switzerland,Hydro,Run-Of-River,3.0,47.1710326223,7.24974576351,"BFE, Switzerland Power Plant.csv"
353,,,,Taubenloch,Taubenloch,Switzerland,Hydro,Run-Of-River,0.32,47.1607076521,7.26165130183,"BFE, Switzerland Power Plant.csv"
355,,,,Wannenfluh,Wannenfluh,Switzerland,Hydro,Run-Of-River,0.42,46.9973291774,7.7219601987,"BFE, Switzerland Power Plant.csv"
356,,,,Hagerhüsli,Hagerhüsli,Switzerland,Hydro,Run-Of-River,0.5,47.1209582677,7.53548691316,"BFE, Switzerland Power Plant.csv"
357,,,,Bätterkinden,Bätterkinden,Switzerland,Hydro,Run-Of-River,0.4,47.1330038883,7.54407602098,"BFE, Switzerland Power Plant.csv"
358,,,,Utzenstorf,Utzenstorf,Switzerland,Hydro,Run-Of-River,0.38,47.1458646634,7.54607873841,"BFE, Switzerland Power Plant.csv"
360,,,,Biberist,Biberist papierfabrik,Switzerland,Hydro,Run-Of-River,0.5,47.1835291625,7.56911004647,"BFE, Switzerland Power Plant.csv"
361,,,,Emmenhof,Emmenhof,Switzerland,Hydro,Run-Of-River,0.33,47.1948463818,7.582729415,"BFE, Switzerland Power Plant.csv"
363,,,,"Dünnern, olten","Dünnern, olten",Switzerland,Hydro,Run-Of-River,0.37,47.3486379073,7.89864659258,"BFE, Switzerland Power Plant.csv"
365,,,,Niederlenz,Niederlenz,Switzerland,Hydro,Run-Of-River,0.4,47.3991885281,8.17621146751,"BFE, Switzerland Power Plant.csv"
366,,,,Hospental,Hospental,Switzerland,Hydro,Run-Of-River,2.0,46.6205638209,8.56904462908,"BFE, Switzerland Power Plant.csv"
367,,,,Realp,Realp,Switzerland,Hydro,Run-Of-River,0.9,46.5993455879,8.50229746755,"BFE, Switzerland Power Plant.csv"
368,,,,Oberalp,Oberalp,Switzerland,Hydro,Run-Of-River,2.9,46.6329580099,8.60678648212,"BFE, Switzerland Power Plant.csv"
369,,,,Göschenen unterdorf,Göschenen unterdorf,Switzerland,Hydro,Run-Of-River,1.62,46.6678191535,8.58467035968,"BFE, Switzerland Power Plant.csv"
370,,,,Amsteg,Amsteg dotierzentrale,Switzerland,Hydro,Run-Of-River,0.72,46.7151423238,8.61105066077,"BFE, Switzerland Power Plant.csv"
372,,,,Äsch,Äsch,Switzerland,Hydro,Run-Of-River,0.52,46.8652358009,8.81028683203,"BFE, Switzerland Power Plant.csv"
373,,,,Bürglen loreto,Bürglen loreto,Switzerland,Hydro,Run-Of-River,1.5,46.8765292426,8.6633716678,"BFE, Switzerland Power Plant.csv"
374,,,,Kleintal isenthal,Kleintal isenthal,Switzerland,Hydro,Run-Of-River,1.18,46.9100429809,8.56226516908,"BFE, Switzerland Power Plant.csv"
376,,,,Ibach,Ibach,Switzerland,Hydro,Run-Of-River,0.32,47.0071473786,8.64715120305,"BFE, Switzerland Power Plant.csv"
377,,,,Ingenbohl,Ingenbohl,Switzerland,Hydro,Run-Of-River,0.6,47.0046337809,8.6119820992,"BFE, Switzerland Power Plant.csv"
378,,,,Sustli,Sustli,Switzerland,Hydro,Run-Of-River,1.63,46.963776447,8.48336356408,"BFE, Switzerland Power Plant.csv"
379,,,,Unteraa melchaa,Unteraa melchaa,Switzerland,Hydro,Reservoir,12.0,46.8214351941,8.1744623486,"BFE, Switzerland Power Plant.csv"
380,,,,Wisserlen,Wisserlen,Switzerland,Hydro,Run-Of-River,1.15,46.9102736664,8.29644423422,"BFE, Switzerland Power Plant.csv"
382,,,,Rotzloch,Rotzloch,Switzerland,Hydro,Run-Of-River,0.3,46.9648831886,8.33108666537,"BFE, Switzerland Power Plant.csv"
384,,,,Wolhusen geistlich,Wolhusen geistlich,Switzerland,Hydro,Run-Of-River,0.33,47.0550001861,8.07763365713,"BFE, Switzerland Power Plant.csv"
385,,,,Malters ettisbühl,Ettisbühl,Switzerland,Hydro,Run-Of-River,0.87,47.0382855313,8.16559322075,"BFE, Switzerland Power Plant.csv"
387,,,,Thorenberg,Thorenberg,Switzerland,Hydro,Run-Of-River,0.79,47.0525764602,8.24804704827,"BFE, Switzerland Power Plant.csv"
389,,,,Rathausen,Rathausen,Switzerland,Hydro,Run-Of-River,2.1,47.0817753951,8.3143325152,"BFE, Switzerland Power Plant.csv"
390,,,,Innere spinnerei,Innere spinnerei,Switzerland,Hydro,Run-Of-River,0.45,47.1403291209,8.57250348397,"BFE, Switzerland Power Plant.csv"
391,,,,"Wkw neuägeri, gmde menzingen",Neuägeri,Switzerland,Hydro,Run-Of-River,0.34,47.1528364463,8.56301002572,"BFE, Switzerland Power Plant.csv"
393,,,,Untermühle,"Untermühle, cham",Switzerland,Hydro,Run-Of-River,0.6,47.1964928952,8.44330123323,"BFE, Switzerland Power Plant.csv"
395,,,,Bruggmühle,Bruggmühle,Switzerland,Hydro,Run-Of-River,0.54,47.3497309812,8.33924607379,"BFE, Switzerland Power Plant.csv"
396,,,,Windisch,Windisch,Switzerland,Hydro,Run-Of-River,1.59,47.4813098091,8.23042079077,"BFE, Switzerland Power Plant.csv"
397,,,,Tierfehd umwälzwerk,Tierfehd umwälzwerk,Switzerland,Hydro,Pumped Storage,140.0,47.1599531901,8.28638642113,"BFE, Switzerland Power Plant.csv"
398,,,,Linthkraft stiftung,Linthkraft stiftung,Switzerland,Hydro,Run-Of-River,0.5,46.9200748442,8.99630573219,"BFE, Switzerland Power Plant.csv"
399,,,,"Brummbach, braunwald","Brummbach, braunwald",Switzerland,Hydro,Run-Of-River,0.93,46.9386081948,8.98305061474,"BFE, Switzerland Power Plant.csv"
400,,,,Diesbach linth,Diesbach linth,Switzerland,Hydro,Run-Of-River,0.93,46.9511277567,9.02808233474,"BFE, Switzerland Power Plant.csv"
401,,,,Luchsingen,Luchsingen,Switzerland,Hydro,Run-Of-River,3.5,46.9660497748,9.0354895251,"BFE, Switzerland Power Plant.csv"
402,,,,Leuggelbach,Leuggelbach,Switzerland,Hydro,Run-Of-River,1.0,46.9774012894,9.04726356888,"BFE, Switzerland Power Plant.csv"
405,,,,Empächli,Empächli,Switzerland,Hydro,Run-Of-River,0.33,46.9223429911,9.15841990058,"BFE, Switzerland Power Plant.csv"
406,,,,Krauchbachwerk,Krauchbach,Switzerland,Hydro,Run-Of-River,0.64,46.9561528371,9.15976534811,"BFE, Switzerland Power Plant.csv"
408,,,,Engi,"Engi, vorderdorf mühlebach",Switzerland,Hydro,Run-Of-River,3.75,46.9850426515,9.15319754055,"BFE, Switzerland Power Plant.csv"
409,,,,Schwanden gemeinde,Schwanden gemeinde,Switzerland,Hydro,Run-Of-River,1.8,46.9956406573,9.08699685101,"BFE, Switzerland Power Plant.csv"
410,,,,Schwanden sne,Schwanden sne,Switzerland,Hydro,Run-Of-River,0.5,46.994725001,9.08184034492,"BFE, Switzerland Power Plant.csv"
412,,,,Walzmühle,Walzmühle,Switzerland,Hydro,Run-Of-River,0.32,47.0493657979,9.067192771,"BFE, Switzerland Power Plant.csv"
414,,,,"Linthkraft, netstal","Linthkraft, netstal",Switzerland,Hydro,Run-Of-River,1.42,47.0737495147,9.06069079857,"BFE, Switzerland Power Plant.csv"
415,,,,Mels tobel,Tobel,Switzerland,Hydro,Run-Of-River,0.99,47.0382556599,9.3927198108,"BFE, Switzerland Power Plant.csv"
416,,,,Mels kw stoffel,Mels stoffel,Switzerland,Hydro,Run-Of-River,3.3,47.0432633834,9.41554241732,"BFE, Switzerland Power Plant.csv"
417,,,,Mels halde,Mels halde,Switzerland,Hydro,Run-Of-River,0.55,47.0445449435,9.4142733533,"BFE, Switzerland Power Plant.csv"
418,,,,Flums pravizin Äuli,Pravizin Äuli,Switzerland,Hydro,Run-Of-River,0.7,47.0862894131,9.33453362605,"BFE, Switzerland Power Plant.csv"
420,,,,Flums neues sägengüetli,Neues sägengüetli,Switzerland,Hydro,Run-Of-River,1.19,47.0886280848,9.34001761784,"BFE, Switzerland Power Plant.csv"
421,,,,Töbeli,Töbeli,Switzerland,Hydro,Run-Of-River,0.6,47.1248957041,9.32865044802,"BFE, Switzerland Power Plant.csv"
422,,,,Talbach,Talbach,Switzerland,Hydro,Run-Of-River,0.75,47.1105410978,9.27055175592,"BFE, Switzerland Power Plant.csv"
424,,,,Murg merlen,Merlen,Switzerland,Hydro,Reservoir,0.41,47.0729029373,9.19762330651,"BFE, Switzerland Power Plant.csv"
425,,,,Murg gödis,Gödis,Switzerland,Hydro,Run-Of-River,2.8,47.1084484412,9.21473631193,"BFE, Switzerland Power Plant.csv"
426,,,,Muslen,Muslen,Switzerland,Hydro,Run-Of-River,1.61,47.1380756597,9.13555309657,"BFE, Switzerland Power Plant.csv"
427,,,,Rütiberg obersee,Rütiberg obersee,Switzerland,Hydro,Run-Of-River,0.89,47.0936004244,9.0373154401,"BFE, Switzerland Power Plant.csv"
428,,,,Rütiberg brändbach,Rütiberg brändbach,Switzerland,Hydro,Run-Of-River,0.85,47.0936004244,9.0373154401,"BFE, Switzerland Power Plant.csv"
429,,,,Risi,Risi,Switzerland,Hydro,Run-Of-River,4.5,47.0946783225,9.05671355608,"BFE, Switzerland Power Plant.csv"
430,,,,Ziegelbrücke,Ziegelbrücke,Switzerland,Hydro,Run-Of-River,0.58,47.1331874754,9.06288735926,"BFE, Switzerland Power Plant.csv"
432,,,,Pilgersteg,Pilgersteg,Switzerland,Hydro,Run-Of-River,0.56,47.2688671863,8.87219842017,"BFE, Switzerland Power Plant.csv"
433,,,,Bäch,Bäch,Switzerland,Hydro,Run-Of-River,0.3,47.2003433021,8.72530004013,"BFE, Switzerland Power Plant.csv"
434,,,,Sihl höfe,Sihl höfe,Switzerland,Hydro,Run-Of-River,1.45,47.1773356908,8.68239576491,"BFE, Switzerland Power Plant.csv"
436,,,,Manegg,Manegg,Switzerland,Hydro,Run-Of-River,0.64,47.3387264858,8.52087782283,"BFE, Switzerland Power Plant.csv"
438,,,,Dietikon,Dietikon,Switzerland,Hydro,Run-Of-River,2.94,47.4103399639,8.40798019435,"BFE, Switzerland Power Plant.csv"
439,,,,Aue dotierzentrale,Aue dotierzentrale,Switzerland,Hydro,Run-Of-River,5.7,47.4694528495,8.30963508241,"BFE, Switzerland Power Plant.csv"
440,,,,Schiffmühle,Schiffmühle,Switzerland,Hydro,Run-Of-River,3.68,47.4880675329,8.26727797892,"BFE, Switzerland Power Plant.csv"
441,,,,Bag turgi,Turgi,Switzerland,Hydro,Run-Of-River,1.9,47.4971134272,8.24724562911,"BFE, Switzerland Power Plant.csv"
443,,,,Kw ulrichen,Ulrichen,Switzerland,Hydro,Run-Of-River,2.35,46.5031259385,8.31853164755,"BFE, Switzerland Power Plant.csv"
444,,,,Merezenbach,Merezenbach,Switzerland,Hydro,Run-Of-River,1.99,46.4857148879,8.27735361119,"BFE, Switzerland Power Plant.csv"
445,,,,Rappental,Rappental,Switzerland,Hydro,Run-Of-River,1.2,46.3945542547,8.17817050918,"BFE, Switzerland Power Plant.csv"
447,,,,Saflisch,Saflisch,Switzerland,Hydro,Run-Of-River,1.25,46.342857005,8.17357038389,"BFE, Switzerland Power Plant.csv"
449,,,,Bortel oberstufe,Bortelalp,Switzerland,Hydro,Pumped Storage,2.35,46.2934511663,8.08815887117,"BFE, Switzerland Power Plant.csv"
450,,,,Rosswald gärsterna,Gärsterna,Switzerland,Hydro,Run-Of-River,0.45,46.3162383255,8.03403209364,"BFE, Switzerland Power Plant.csv"
