id,Carma,Fias,Geo,WRI,Country,Fueltype,Classification,Capacity,lat,lon,File
1217,Lanzada,,,Lanzada,Italy,Hydro,,189.01,46.269297,9.869247,Italy Power Plant.csv
1218,Venaus (Mont Cenis),,,Venaus,Italy,Hydro,,240.0,45.158443,7.008106,Italy Power Plant.csv
1219,Termini Imerese,,,Termini Imerese C.Le,Italy,Natural Gas,,1340.0,37.969167,13.748333,Italy Power Plant.csv
1220,Grado Endesa,,,Grado,Spain,Hydro,,45.76,42.15191,0.222472,Spain Power Plants Over 10 MW.csv
1221,Stassfurt,,,Gud Ikw StaßFurt,Germany,Natural Gas,,132.0,51.8590591,11.5881394,Germany Power Plants (conventional).csv
1222,Maddaloni,,,Maddaloni,Italy,Natural Gas,,352.0,41.0400222,14.3768249,Italy Power Plant.csv
1223,Castelo,,,Montes Castejon,Spain,Wind,,22.5,43.238384,-8.384261,Spain Power Plants Over 10 MW.csv
1224,Larino,,,Larino Tg,Italy,Natural Gas,,250.0,41.8110355,14.967733,Italy Power Plant.csv
1225,Augusta,,,Augusta C.Le,Italy,Oil,,210.0,37.22263465,15.19871775,Italy Power Plant.csv
1226,Ribadelago,,,Ribadelago,Spain,Hydro,,35.96,42.1043996603,-6.6625213623,Spain Power Plants Over 10 MW.csv
1227,Montorio,,,Montorio,Italy,Hydro,,110.1,42.62221565,13.6683227,Italy Power Plant.csv
1228,Sau,,,Sau,Spain,Hydro,,56.0,41.947002,2.384404,Spain Power Plants Over 10 MW.csv
1229,Aldeavieja,,,Aldeavieja,Spain,Wind,,14.52,40.743111,-4.470959,Spain Power Plants Over 10 MW.csv
1230,Mequinenza,,,Mequinenza,Spain,Hydro,,324.0,41.3721067929,0.301694869995,Spain Power Plants Over 10 MW.csv
1231,Porto Endesa,,,Porto,Spain,Hydro,,17.6,42.167366,-6.899343,Spain Power Plants Over 10 MW.csv
1232,Porto Empedocle,,,Porto Empedocle C.Le,Italy,Oil,,140.0,37.312345,13.507123,Italy Power Plant.csv
1233,Seira,,,Seira,Spain,Hydro,,37.01,42.476962,0.431267,Spain Power Plants Over 10 MW.csv
1234,Bembezar,,,Bembezar,Spain,Hydro,,15.12,37.8333333,-5.2333333,Spain Power Plants Over 10 MW.csv
1235,Mediano,,,Mediano,Spain,Hydro,,66.97,42.3226991462,0.243759155273,Spain Power Plants Over 10 MW.csv
1236,Tabescan Inferior,,,Tavascan Inferior,Spain,Hydro,,32.04,42.621379,1.248929,Spain Power Plants Over 10 MW.csv
1237,Soverzene,,,Soverzene,Italy,Hydro,,213.5,46.2058943,12.30319905,Italy Power Plant.csv
1238,Camarasa,,,Camarasa,Spain,Hydro,,60.0,41.874859,0.878136,Spain Power Plants Over 10 MW.csv
1239,Terradets,,,Terradets,Spain,Hydro,,32.5,42.074764,0.916209,Spain Power Plants Over 10 MW.csv
1240,Tabescan Superior,,,Tavascan Superior,Spain,Hydro,,120.44,42.621379,1.248929,Spain Power Plants Over 10 MW.csv
1241,Floriano Egna,,,S.Floriano,Italy,Hydro,,180.0,46.31691355,11.2725739,Italy Power Plant.csv
1242,Cardano,,,Cardano,Italy,Hydro,,121.0,46.49128515,11.3708242,Italy Power Plant.csv
1243,Canelles,,,Canelles,Spain,Hydro,,108.0,41.873141,0.720168,Spain Power Plants Over 10 MW.csv
1244,Virgen  Belen,,,Virgen Belen,Spain,Wind,,59.04,38.871357,-1.348506,Spain Power Plants Over 10 MW.csv
1245,Cuerda,,,Cuerda Humero,Spain,Wind,,55.44,38.834619,-1.460342,Spain Power Plants Over 10 MW.csv
1246,Isabela Eee,,,Isabela,Spain,Wind,,49.5,38.770561,-2.240443,Spain Power Plants Over 10 MW.csv
1247,Muela  Tortosilla,,,Muela Tortosilla,Spain,Wind,,36.96,38.9666667,-1.2166667,Spain Power Plants Over 10 MW.csv
1248,Cerro Vicente,,,Vicente,Spain,Wind,,73.1,38.920876,-1.720184,Spain Power Plants Over 10 MW.csv
1249,Muela Eee,,,Eee,Spain,Wind,,48.86,38.920876,-1.720184,Spain Power Plants Over 10 MW.csv
1250,Monte Villalbesa,,,Monte Vilalbesa,Spain,Wind,,22.2,43.5333333,-7.9333333,Spain Power Plants Over 10 MW.csv
1251,Monte Marban,,,Monte Marban,Spain,Wind,,11.4,43.5333333,-7.9333333,Spain Power Plants Over 10 MW.csv
1252,Monte Da Serra,,,Monte Da Serra,Spain,Wind,,14.4,43.5333333,-7.9333333,Spain Power Plants Over 10 MW.csv
1253,Penuca,,,Penuca,Spain,Wind,,36.3,41.174802,-6.519375,Spain Power Plants Over 10 MW.csv
1254,Bigge,,,Bigge,Germany,Hydro,,15.4,51.1257512099,7.90221595513,Germany Power Plants (conventional).csv
1255,Ardon,,,Ardon,Switzerland,Hydro,,52.0,46.22140845,7.33082815,Switzerland Power Plant.csv
1256,Aarewerk,,,Aarewerk Thun,Switzerland,Hydro,,9.15,46.751176,7.621663,Switzerland Power Plant.csv
1257,Hkw Schwarza,,,Schwarza,Germany,Natural Gas,,26.5,50.7186365,11.3367659,Germany Power Plants (conventional).csv
1258,Ryburg Schworstadt,,,Ryburg SchwöRstadt,Switzerland,Hydro,,120.35,47.5543735908,7.79402732849,Switzerland Power Plant.csv
1259,Askerudfoss,,,Askerudfoss,Norway,Hydro,,15.96,60.1166667,10.2666667,Norway Power Plants (ENTSOE) .csv
1260,Kaggefoss,,,Kaggefoss,Norway,Hydro,,101.0,59.9333333,10.0,Norway Power Plants (ENTSOE) .csv
1261,Gravfoss,,,Gravfos,Norway,Hydro,,50.0,59.9333333,10.0,Norway Power Plants (ENTSOE) .csv
1262,Dovikfoss,,,Dovikfoss,Norway,Hydro,,17.0,59.9333333,10.0,Norway Power Plants (ENTSOE) .csv
1263,Mykstufoss,,,Mykstufoss,Norway,Hydro,,72.0,59.98431,9.29644,Norway Power Plants (ENTSOE) .csv
1264,Geithusfoss,,,Geithusfoss,Norway,Hydro,,15.0,59.9333333,10.0,Norway Power Plants (ENTSOE) .csv
1265,Djupdal,,,Djupdal,Norway,Hydro,,17.0,59.98431,9.29644,Norway Power Plants (ENTSOE) .csv
1266,Kistefoss,,,Kistefoss,Norway,Hydro,,7.0,60.24143,10.38503,Norway Power Plants (ENTSOE) .csv
1267,Toverud,,,Toverud,Norway,Hydro,,8.0,60.3666667,10.5666667,Norway Power Plants (ENTSOE) .csv
1268,Hensfoss,,,Hensfoss,Norway,Hydro,,20.0,60.1166667,10.2666667,Norway Power Plants (ENTSOE) .csv
1269,Westmill,,,Westfield,United Kingdom,Wind,,10.0,51.2191667,-2.9352778,UK Power Plant.csv
1270,Olivone,,,Olivone,Switzerland,Hydro,,102.0,46.877351075,8.96458281963,Switzerland Power Plant.csv
1271,Verbano,,,Verbano,Switzerland,Hydro,,181.0,46.1201313874,8.71181488037,Switzerland Power Plant.csv
1272,Bavona,,,Bavona,Switzerland,Hydro,,140.0,46.637668,8.69386725,Switzerland Power Plant.csv
1273,Pradella,,,Pradella,Switzerland,Hydro,,300.96,46.796756,10.305946,Switzerland Power Plant.csv
1274,Gela,,,Raffineria Di Gela Spa,Italy,Coal,,262.0,37.07338815,14.24045975,Italy Power Plant.csv
1275,Klaus,,,Klaus,Austria,Hydro,,20.0,47.8313654498,14.1571712494,Verbund Power Plant.csv
1276,Rosenau,,,Rosenau,Austria,Hydro,,34.0,48.4890224103,14.6288108826,Verbund Power Plant.csv
1277,Staning,,,Staning,Austria,Hydro,,43.2,48.1007252188,14.4568061829,Verbund Power Plant.csv
1278,St Pantaleon,,,St. Pantaleon,Austria,Hydro,,52.1,48.0076111279,12.8941726685,Verbund Power Plant.csv
1279,Schonau,,,Schonau,Austria,Hydro,,30.0,48.394561622,14.7301769257,Verbund Power Plant.csv
1280,Ternberg,,,Ternberg,Austria,Hydro,,40.4,47.9333333,14.35,Verbund Power Plant.csv
1281,Weyer,,,Weyer,Austria,Hydro,,37.0,48.1465032749,14.117603302,Verbund Power Plant.csv
1282,Losenstein,,,Losenstein,Austria,Hydro,,39.4,47.9242798828,14.4367218018,Verbund Power Plant.csv
1283,Garsten St Ulrich,,,Garsten St. Ulrich,Austria,Hydro,,38.0,47.7222349808,14.327545166,Verbund Power Plant.csv
1284,Grossraming,,,GroßRaming,Austria,Hydro,,72.0,47.8833333,14.55,Verbund Power Plant.csv
1285,Hkw West,,,West,Germany,Coal,,236.0,50.10459191,8.667682578,Germany Power Plants (conventional).csv
1286,Mhkw Mainz,,,Mhkw Mainz,Germany,Waste,,15.6,49.9999976,8.2710674,Germany Power Plants (conventional).csv
1287,Malchin Envia,,,Biomasse Malchin,Germany,Waste,,10.0,53.7357982,12.77387655,Germany Power Plants (conventional).csv
1288,Robres,,,En Robres,Spain,Wind,,24.0,41.86746,-0.460942,Spain Power Plants Over 10 MW.csv
1289,Tablado,,,Tablado,Spain,Wind,,19.8,41.71749,-1.810919,Spain Power Plants Over 10 MW.csv
1290,Tardienta ,,,Tardienta,Spain,Wind,,93.7,41.977809,-0.537315,Spain Power Plants Over 10 MW.csv
1291,Urkilla,,,Elgea Urkilla,Spain,Wind,,59.27,43.1,-2.6333333,Spain Power Plants Over 10 MW.csv
1292,Oiz Bizkaia,,,Oiz,Spain,Wind,,25.5,43.1666667,-2.5666667,Spain Power Plants Over 10 MW.csv
1293,Ampliacion Yerga,,,Yerga,Spain,Wind,,73.72,42.180324,-1.750164,Spain Power Plants Over 10 MW.csv
1294,Stendal,,,Zellstoff Stendal Gmbh,Germany,Waste,,138.9,52.6756535072,12.0051383972,Germany Power Plants (conventional).csv
1295,Hkw Gottingen,,,GöTtingen,Germany,Natural Gas,,18.8,51.53304685,9.9342692,Germany Power Plants (conventional).csv
1296,Ramfoss,,,Ramfoss,Norway,Hydro,,39.0,59.9333333,10.0,Norway Power Plants (ENTSOE) .csv
1297,Humboldtstrasse,,,Humboldtstr.,Germany,Natural Gas,,31.0,54.3215022805,10.1360367476,Germany Power Plants (conventional).csv
1298,Hafen Munster,,,Hafen,Germany,Natural Gas,,100.2,51.95017697,7.62691589213,Germany Power Plants (conventional).csv
1299,Schwerin Sud,,,Schwerin SüD,Germany,Natural Gas,,69.6,53.6291004242,11.4139839694,Germany Power Plants (conventional).csv
1300,Lankow,,,Schwerin Lankow,Germany,Natural Gas,,23.9,53.6291004242,11.4139839694,Germany Power Plants (conventional).csv
1301,Bhkw Obere Viehweide,,,Bhkw Obere Viehweide,Germany,Natural Gas,,13.4,48.5231376958,9.05288624544,Germany Power Plants (conventional).csv
1302,Bjolvo,,,Bjolvo,Norway,Hydro,,153.2,60.39299,5.32415,Norway Power Plants (ENTSOE) .csv
1303,Gresslifoss,,,Gresslifoss,Norway,Hydro,,26.0,63.0833333,11.5,Norway Power Plants (ENTSOE) .csv
1304,Nyhamna,,,Rka Nyhamna,Norway,Natural Gas,,253.0,62.85,6.9666667,Norway Power Plants (ENTSOE) .csv
1305,Maxau,,,Stora Enso Maxau,Germany,Waste,,89.1,49.00939505,8.39513495,Germany Power Plants (conventional).csv
1306,Bjorndalselva,,,Bjorndalselva,Norway,Hydro,,6.0,61.5166667,6.25,Norway Power Plants (ENTSOE) .csv
1307,Ovre Svultingen,,,Ovre Svultingen,Norway,Hydro,,5.0,61.22036,6.07494,Norway Power Plants (ENTSOE) .csv
1308,Hamm Mva,,,Mva Hamm,Germany,Waste,,18.04,51.6709412082,7.81877673171,Germany Power Plants (conventional).csv
1309,Paks,,,Paks,Hungary,Nuclear,,2000.0,46.5725,18.8541666667,EU Nuclear Power.csv
1310,Rugenberger Damm,,,Mvr MüLlverwertung Rugenberger Damm Gmbh Co. Kg,Germany,Waste,,29.0,53.5501707,10.000327,Germany Power Plants (conventional).csv
1311,Trea Leuna,,,Trea Leuna,Germany,Waste,,33.55,51.3166667,12.0166667,Germany Power Plants (conventional).csv
1312,Konigs Wusterhausen Mvv,,,Bmkw KöNigs Wusterhausen,Germany,Waste,,20.0,52.3004310787,13.6287210674,Germany Power Plants (conventional).csv
1313,Bmkw Mannheim,,,Bmkw Mannheim,Germany,Waste,,20.0,49.48896235,8.46597915,Germany Power Plants (conventional).csv
1314,Mhkw Mannheim,,,Mannheim,Germany,Waste,,103.9,49.48896235,8.46597915,Germany Power Plants (conventional).csv
1315,Sandreuth,,,Sandreuth,Germany,Natural Gas,,150.0,49.45082515,11.0728154,Germany Power Plants (conventional).csv
1316,Bremen Hafen,,,Hafen,Germany,Waste,,33.0,53.0754876397,8.80746909505,Germany Power Plants (conventional).csv
1317,Erfurt Ost,,,Erfurt Ost,Germany,Natural Gas,,109.1,50.99751221,11.03444396,Germany Power Plants (conventional).csv
1318,Tafjord ,,,Tafjord,Norway,Hydro,,319.0,62.0833333,5.8333333,Norway Power Plants (ENTSOE) .csv
1319,Los Alburejos,,,Alburejos,Spain,Wind,,10.0,36.456948,-5.927173,Spain Power Plants Over 10 MW.csv
1320,Pico Collalbas,,,Pico Collalbas,Spain,Wind,,30.0,39.8666667,-1.6333333,Spain Power Plants Over 10 MW.csv
1321,Klarsee,,,Bioenergie Park Klarsee,Germany,Waste,,20.0,53.3217143,14.2584266,Germany Power Plants (conventional).csv
1322,Neubrandenburg Gud,,,Gud Neubrandenburg,Germany,Natural Gas,,75.0,53.559469325,13.278078235,Germany Power Plants (conventional).csv
1323,Mynydd Clogau,,,Mynydd Clogau,United Kingdom,Wind,,14.45,52.40473915,-3.51946495,UK Power Plant.csv
1324,Ardrossan,,,Ardrossan Extension,United Kingdom,Wind,,30.0,56.2181465375,-4.46032129771,UK Power Plant.csv
1325,Dalswinton,,,Dalswinton,United Kingdom,Wind,,30.0,55.9686188511,-3.89174836291,UK Power Plant.csv
1326,Lauta,,,Thermische Abfallbehandlung Lauta Gmbh Co. Ohg,Germany,Waste,,22.0,51.4666667,14.0666667,Germany Power Plants (conventional).csv
1327,Smavatna,,,Smavatna,Norway,Hydro,,23.0,69.9333333,21.7166667,Norway Power Plants (ENTSOE) .csv
1328,Meraker,,,Meraker,Norway,Hydro,,108.0,63.41406,11.74298,Norway Power Plants (ENTSOE) .csv
1329,Bogna,,,Bogna,Norway,Hydro,,60.0,64.3833333,11.4,Norway Power Plants (ENTSOE) .csv
1330,Aunfoss,,,Aunfoss,Norway,Hydro,,36.0,64.6166667,12.5666667,Norway Power Plants (ENTSOE) .csv
1331,Lakshola,,,Lakshola,Norway,Hydro,,34.0,70.0086111,21.2544444,Norway Power Plants (ENTSOE) .csv
1332,Vrangfoss,,,Vrangfoss,Norway,Hydro,,42.0,59.3,9.2166667,Norway Power Plants (ENTSOE) .csv
1333,Svandalsflona,,,Svandalsflona,Norway,Hydro,,20.0,59.85,6.9833333,Norway Power Plants (ENTSOE) .csv
1334,Kvanndal,,,Kvanndal,Norway,Hydro,,50.0,59.7333333,7.0333333,Norway Power Plants (ENTSOE) .csv
1335,Novle,,,Novle,Norway,Hydro,,50.0,59.8333333,6.9,Norway Power Plants (ENTSOE) .csv
1336,Froystul,,,Froystul,Norway,Hydro,,50.0,59.55,9.25,Norway Power Plants (ENTSOE) .csv
1337,Suldal,,,Suldal,Norway,Hydro,,350.0,59.6333333,6.8,Norway Power Plants (ENTSOE) .csv
1338,Eidsfoss Telemark,,,Eidsfoss,Norway,Hydro,,18.0,59.3,9.2166667,Norway Power Plants (ENTSOE) .csv
1339,Moflat,,,Moflat,Norway,Hydro,,33.0,59.55,9.25,Norway Power Plants (ENTSOE) .csv
1340,Mael,,,Mal,Norway,Hydro,,50.0,59.55,9.25,Norway Power Plants (ENTSOE) .csv
1341,Roldal,,,Roldal,Norway,Hydro,,192.0,59.8166667,6.8,Norway Power Plants (ENTSOE) .csv
1342,Vemork New,,,Vemork,Norway,Hydro,,224.0,59.55,9.25,Norway Power Plants (ENTSOE) .csv
1343,Havoygavlen,,,Havoygavlen,Norway,Wind,,40.0,69.5833333,18.1291667,Norway Power Plants (ENTSOE) .csv
1344,Bodenaya,,,Bodenaya,Spain,Wind,,18.0,43.403945,-6.316441,Spain Power Plants Over 10 MW.csv
1345,Sierra  Tineo,,,Tineo,Spain,Wind,,44.0,43.337651,-6.414516,Spain Power Plants Over 10 MW.csv
1346,Nufri,,,Nufri,Spain,Natural Gas,,19.42,41.6333333,0.9,Spain Power Plants Over 10 MW.csv
1347,Lysbotn,,,Lysbotn,Norway,Hydro,,6.0,69.3833333,17.8333333,Norway Power Plants (ENTSOE) .csv
1348,Bergsbotn,,,Bergsbotn,Norway,Hydro,,10.0,69.4333333,17.4666667,Norway Power Plants (ENTSOE) .csv
1349,Dividalen,,,Dividalen,Norway,Hydro,,30.0,68.9333333,19.5166667,Norway Power Plants (ENTSOE) .csv
1350,Lavkajakka,,,Lavkajohka,Norway,Hydro,,10.0,69.25,20.583333,Norway Power Plants (ENTSOE) .csv
1351,Soa,,,Soa,Norway,Hydro,,45.0,63.29057,9.08909,Norway Power Plants (ENTSOE) .csv
1352,Haen,,,Haen,Norway,Hydro,,30.0,64.2666667,10.5833333,Norway Power Plants (ENTSOE) .csv
1353,Bessakerfjellet,,,Bessakerfjellet,Norway,Wind,,58.0,63.35,9.2666667,Norway Power Plants (ENTSOE) .csv
1354,Tussa,,,Tussa,Norway,Hydro,,64.0,62.8666667,7.55,Norway Power Plants (ENTSOE) .csv
1355,Karcherstrasse,,,Karcherstr. Coal,Germany,Coal,,13.4,49.4466087,7.75949755,Germany Power Plants (conventional).csv
1356,Fulda Ic,,,Fulda,Germany,Oil,,24.8,50.5518826624,9.67584476391,Germany Power Plants (conventional).csv
1357,Eid,,,Eid,Norway,Hydro,,11.0,60.6166667,10.5,Norway Power Plants (ENTSOE) .csv
1358,Skjak,,,Skjak,Norway,Hydro,,35.0,61.8666667,8.3666667,Norway Power Plants (ENTSOE) .csv
1359,Savalen,,,Savalen,Norway,Hydro,,78.0,62.10766,10.63073,Norway Power Plants (ENTSOE) .csv
1360,Faslefoss,,,Faslefoss,Norway,Hydro,,20.0,60.9666667,9.3,Norway Power Plants (ENTSOE) .csv
1361,Framruste,,,Framruste,Norway,Hydro,,85.0,61.8666667,8.3666667,Norway Power Plants (ENTSOE) .csv
1362,Oyberget,,,Oyberget,Norway,Hydro,,109.0,61.9166667,8.0833333,Norway Power Plants (ENTSOE) .csv
1363,Einunna,,,Einunna,Norway,Hydro,,12.0,62.13246,9.9968,Norway Power Plants (ENTSOE) .csv
1364,Kirkby Moor,,,Kirkby Moor,United Kingdom,Wind,,5.0,53.2159880816,-1.78154693177,UK Power Plant.csv
1365,Neef,,,Neef,Germany,Hydro,,16.4,50.0946714,7.1355621,Germany Power Plants (conventional).csv
1366,Madrid Tolsa,,,Tolsa,Spain,Natural Gas,,19.55,43.1348402092,-2.07800648481,Spain Power Plants Over 10 MW.csv
1367,Werk Eltmann,,,Eltmann,Germany,Natural Gas,,57.0,49.96958415,10.66643655,Germany Power Plants (conventional).csv
1368,Werk Worth,,,WöRth,Germany,Natural Gas,,61.65,49.0561894,8.2576755,Germany Power Plants (conventional).csv
1369,Duren,,,Mt DüRen,Germany,Other,,14.0,50.8015842,6.48270695,Germany Power Plants (conventional).csv
1370,Velsen,,,Velsen,Netherlands,Natural Gas,,885.258,52.46933445,4.6388225,Netherlands Power Plant.csv
1371,Adrano,,,Paxareiras B Adrano,Spain,Wind,,21.6,42.823295044,-9.08912658691,Spain Power Plants Over 10 MW.csv
1372,Alentisque,,,Alentisque,Spain,Wind,,51.15,41.420588,-2.33189,Spain Power Plants Over 10 MW.csv
1373,Las Loras,,,Lora,Spain,Wind,,103.54,42.740185,-4.08687,Spain Power Plants Over 10 MW.csv
1374,Los Cantales,,,Cantales,Spain,Wind,,24.0,41.633616,-1.274399,Spain Power Plants Over 10 MW.csv
1375,Deva Tea,,,Deva,Spain,Wind,,39.6,42.2166667,-8.2666667,Spain Power Plants Over 10 MW.csv
1376,Scout Moor,,,Scout Moor,United Kingdom,Wind,,65.0,52.9513881583,-1.38582454255,UK Power Plant.csv
1377,Thyrow,,,Thyrow,Germany,Natural Gas,,300.0,52.25,13.2333333,Germany Power Plants (conventional).csv
1378,Eemmeerdijk,,,Rachel Carson Eemmeerdijk,Netherlands,Wind,,19.0,52.3375597,5.49987229118,Netherlands Power Plant.csv
1379,Moabit,,,Moabit Coal,Germany,Coal,,153.0,52.5207023326,13.3996949951,Germany Power Plants (conventional).csv
1380,Ulketocht,,,Ulketocht,Netherlands,Wind,,6.0,52.838333,4.891667,Netherlands Power Plant.csv
1381,Lasele,,,Lasele,Sweden,Hydro,,165.0,63.62446035,17.00629495,Sweden Power Plant.csv
1382,Uppsala,,,Uppsala,Sweden,Waste,,130.0,59.8585015379,17.6454269886,Sweden Power Plant.csv
1383,Edinbane,,,Edinbane,United Kingdom,Wind,,41.4,56.3690855433,-3.65526644364,UK Power Plant.csv
1384,Amsterdam Harbor,,,Amsterdam Westpoort,Netherlands,Wind,,15.0,52.3742316023,4.89384204759,Netherlands Power Plant.csv
1385,Hare Hill Bwl,,,Hare,United Kingdom,Wind,,6.0,52.6806535409,-1.69578540414,UK Power Plant.csv
1386,Ebs Hkw Rostock,,,Ebs Rostock,Germany,Waste,,20.0,54.0905710212,12.1345530464,Germany Power Plants (conventional).csv
1387,Breuberg/Odenwald,,,Industriekraftwerk Breuberg,Germany,Natural Gas,,11.4,49.82022205,9.031556,Germany Power Plants (conventional).csv
1388,Gabersdorf,,,Gabersdorf,Austria,Hydro,,14.5,46.7772222,15.5841667,Verbund Power Plant.csv
1389,Landl,,,Landl,Austria,Hydro,,25.0,47.65,14.7166667,Verbund Power Plant.csv
1390,St Martin,,,St. Martin,Austria,Hydro,,11.4,47.4466650226,15.2849006653,Verbund Power Plant.csv
1391,Bruck An Der Leitha,,,Park Bruck An Der Leitha,Austria,Wind,,9.0,48.0166667,16.7666667,Verbund Power Plant.csv
1392,Altenmarkt,,,Altenmarkt,Austria,Hydro,,26.0,46.7666667,15.55,Verbund Power Plant.csv
1393,Triebenbach,,,Triebenbach,Austria,Hydro,,11.89,47.5,14.4666667,Verbund Power Plant.csv
1394,Perach,,,Perach,Germany,Hydro,,21.0,48.26668335,12.76668335,Germany Power Plants (conventional).csv
1395,Leinau,,,Dkw Leinau,Germany,Oil,,13.996,47.9205014553,10.6263181035,Germany Power Plants (conventional).csv
1396,Vigelands,,,Vigeland,Norway,Hydro,,30.0,58.26936,7.97413,Norway Power Plants (ENTSOE) .csv
1397,Vikaelva,,,Vikaelva,Norway,Hydro,,6.0,59.7833333,6.1,Norway Power Plants (ENTSOE) .csv
1398,Coterejon,,,Coterejon,Spain,Wind,,18.0,40.453225,-4.464712,Spain Power Plants Over 10 MW.csv
1399,Bomlitz Probis,,,Bomlitz,Germany,Natural Gas,,22.1,52.9016178,9.6545357,Germany Power Plants (conventional).csv
1400,Gallego,,,En Villanueva Galleg,Spain,Waste,,14.14,41.769165,-0.823496,Spain Power Plants Over 10 MW.csv
1401,Wolfsburg Nord,,,Nord,Germany,Coal,,261.5,52.42694605,10.7930841,Germany Power Plants (conventional).csv
1402,Burghausen,,,Dampfkraftwerk Bgh O,Germany,Natural Gas,,203.4,48.1678265,12.83190745,Germany Power Plants (conventional).csv
1403,Entredicho,,,Entredicho,Spain,Wind,,36.0,41.342449,-0.959883,Spain Power Plants Over 10 MW.csv
1404,Cedillo,,,Cedillo,Spain,Hydro,,495.18,39.650989,-7.498171,Spain Power Plants Over 10 MW.csv
1405,Cerro  Higuera,,,Higuera,Spain,Wind,,50.3,36.8780415051,-4.84694480896,Spain Power Plants Over 10 MW.csv
1406,Sobradelo,,,Sobradelo,Spain,Hydro,,44.25,42.527319,-8.008592,Spain Power Plants Over 10 MW.csv
1407,Munilla,,,Munilla Lasanta,Spain,Wind,,46.0,42.188998,-2.295061,Spain Power Plants Over 10 MW.csv
1408,Ferreira ,,,Ferreira,Spain,Wind,,49.5,37.1833333,-3.0666667,Spain Power Plants Over 10 MW.csv
1409,Stonebyres,,,Stonebyres,United Kingdom,Hydro,,6.0,56.22638895,-3.98202585,UK Power Plant.csv
1410,Rye House ,,,Rye House,United Kingdom,Natural Gas,,715.0,51.99812905,-0.226963018849,UK Power Plant.csv
1411,Capiruza,,,Capiruza Mw Mw,Spain,Wind,,92.0,38.728796,-2.005001,Spain Power Plants Over 10 MW.csv
1412,Alcora Cotasa,,,Cotasa,Spain,Natural Gas,,14.071,40.0666667,-0.2,Spain Power Plants Over 10 MW.csv
1413,Kendoon,,,Kendoon,United Kingdom,Hydro,,24.0,55.9298349005,-4.1274398532,UK Power Plant.csv
1414,Maranchon ,,,Maranchon,Spain,Wind,,127.3,41.047537,-2.204818,Spain Power Plants Over 10 MW.csv
1415,Bolanos,,,Bolanos,Spain,Wind,,24.0,36.686454,-6.136063,Spain Power Plants Over 10 MW.csv
1416,Virgen Los Llanos ,,,Virgen Llanos,Spain,Wind,,49.5,39.8666667,-1.2166667,Spain Power Plants Over 10 MW.csv
1417,Canoneras,,,Canoneras,Spain,Wind,,32.3,43.38278,-4.002412,Spain Power Plants Over 10 MW.csv
1418,Cernadilla,,,Cernadilla,Spain,Hydro,,33.32,42.020834,-6.417007,Spain Power Plants Over 10 MW.csv
1419,Retuerta,,,Retuerta,Spain,Wind,,38.0,37.507562,-7.270384,Spain Power Plants Over 10 MW.csv
1420,Malefaton,,,Malefaton Modif. Pot.,Spain,Wind,,49.5,39.8666667,-1.2166667,Spain Power Plants Over 10 MW.csv
1421,Los Linos,,,Lirios,Spain,Wind,,48.0,37.614274,-7.248783,Spain Power Plants Over 10 MW.csv
1422,Rigged Hill,,,Rigged,United Kingdom,Wind,,5.0,54.8536660461,-6.75708801195,UK Power Plant.csv
1423,Damhead Creek,,,Damhead Creek,United Kingdom,Natural Gas,,808.0,51.43954405,-0.190962920249,UK Power Plant.csv
1424,Serra Do Burgo ,,,Serra Do Burgo,Spain,Wind,,27.2,42.25,-7.3833333,Spain Power Plants Over 10 MW.csv
1425,Glenlee,,,Glenlee,United Kingdom,Hydro,,24.0,55.8635314409,-4.02094701876,UK Power Plant.csv
1426,Dolar,,,Dolar,Spain,Wind,,100.0,37.176599,-2.950238,Spain Power Plants Over 10 MW.csv
1427,Earlstoun,,,Earlstoun,United Kingdom,Hydro,,14.0,55.8635314409,-4.02094701876,UK Power Plant.csv
1428,Cruach Mhor,,,Cruach Mhor,United Kingdom,Wind,,30.0,56.4180556,-4.6153592,UK Power Plant.csv
1429,Cortijo  Linera,,,Cortijo Linera,Spain,Wind,,28.0,38.114371,-2.571094,Spain Power Plants Over 10 MW.csv
1430,Cerro   Punta,,,Cuervo,Spain,Wind,,24.42,39.8666667,-1.2166667,Spain Power Plants Over 10 MW.csv
1431,Grado,,,Grado,Spain,Wind,,27.2,39.876994,-0.05583,Spain Power Plants Over 10 MW.csv
1432,Hueneja ,,,Hueneja,Spain,Wind,,49.5,37.176599,-2.950238,Spain Power Plants Over 10 MW.csv
1433,Clodio,,,Clodio,Spain,Hydro,,19.57,42.4666667,-7.2833333,Spain Power Plants Over 10 MW.csv
1434,Esteban,,,Esteban,Spain,Hydro,,438.45,42.4171203547,-7.74982452393,Spain Power Plants Over 10 MW.csv
1435,Monzon Ew,,,En Monzon,Spain,Waste,,14.8,41.9108367214,0.194063186646,Spain Power Plants Over 10 MW.csv
1436,Blackburn,,,Blackburn,United Kingdom,Natural Gas,,62.2,52.993018525,-1.47508545372,UK Power Plant.csv
1437,Valbonilla,,,Valbonilla,Spain,Wind,,13.75,42.1984168601,-4.18686389923,Spain Power Plants Over 10 MW.csv
1438,Larouco,,,Larouco,Spain,Wind,,41.65,42.0635039979,-7.72459030151,Spain Power Plants Over 10 MW.csv
1439,Valdefuentes,,,Valdefuentes,Spain,Wind,,28.0,37.507562,-7.270384,Spain Power Plants Over 10 MW.csv
