id,CARMA,ENTSOE,GEO,OPSD,WRI,Fueltype,Technology,Country,Set,Capacity,YearCommissioned,lat,lon,File,projectID
2444,Korneuburg,Kraftwerk korneuburg,,,,Natural Gas,,Austria,PP,152.0,,48.35,16.3333333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'14W-KW-KO2-EVN-5', u'CARMA': u'[22841]', u'OPSD': nan}"
2445,Kvanndal,Kvanndal,,,,Hydro,,Norway,PP,50.0,,59.7333333,7.0333333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000386O', u'CARMA': u'[23460]', u'OPSD': nan}"
2446,Kvilldal,Kvilldal,,,,Hydro,,Norway,PP,1444.2,,59.5166667,6.6333333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000389I', u'CARMA': u'[23472]', u'OPSD': nan}"
2447,Kvinen,Kvinen,,,,Hydro,,Norway,PP,90.0,,58.66263,6.71694,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000391V', u'CARMA': u'[23473]', u'OPSD': nan}"
2448,Kvittingen,Kvittingen,,,,Hydro,,Norway,PP,56.0,,60.4666667,5.8833333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000394P', u'CARMA': u'[23477]', u'OPSD': nan}"
2449,Kwidzyn,International paper kwidzyn,,,,Hard Coal,,Poland,CHP,111.6,,53.724949,18.931137,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'19W0000000002337', u'CARMA': u'[23503]', u'OPSD': nan}"
2450,Kymijarvi,Kymijärvi,,,,Hard Coal,,Finland,CHP,199.0,,60.99259,25.721352,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'44W-T-YT-000004K', u'CARMA': u'[23522]', u'OPSD': nan}"
2451,Lacedonia alerion,Lacedonia,,,,Wind,,Italy,PP,15.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-0686464Q', u'CARMA': u'[61959]', u'OPSD': nan}"
2452,Lacedonia ivpc,Lacedonia,,,,Wind,,Italy,PP,18.0,,41.051222,15.423854,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S15L2CDB', u'CARMA': u'[65837]', u'OPSD': nan}"
2453,Lakshola,Lakshola,,,,Hydro,,Norway,PP,34.0,,70.0086111,21.2544444,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000402F', u'CARMA': u'[24225]', u'OPSD': nan}"
2454,Nye langfjord,Langfjord,,,,Hydro,,Norway,PP,15.25,,65.4625,12.19973,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000403D', u'CARMA': u'[24413, 31944]', u'OPSD': nan}"
2455,Langvann,Langvann,,,,Hydro,,Norway,PP,6.5,,68.3333333,16.3666667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000404B', u'CARMA': u'[24437]', u'OPSD': nan}"
2456,Langvatn,Langvatn,,,,Hydro,,Norway,PP,114.5,,68.3333333,16.3666667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000004059', u'CARMA': u'[24438]', u'OPSD': nan}"
2457,Lappago,Lappago,,,,Hydro,,Italy,PP,28.0,,46.890931,11.860181,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S04LPPGZ', u'CARMA': u'[24484]', u'OPSD': nan}"
2458,Larderello nuovo,Nuova larderello,,,,Geothermal,,Italy,PP,20.0,,43.298935,10.872821,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S09NLVR8', u'CARMA': u'[24500]', u'OPSD': nan}"
2459,Lasa,Lasa,,,,Hydro,,Italy,PP,64.0,,46.616614,10.700159,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S04LMSAD', u'CARMA': u'[24579]', u'OPSD': nan}"
2460,Laudal,Laudal,,,,Hydro,,Norway,PP,38.0,,58.25,7.5,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000004083', u'CARMA': u'[24619]', u'OPSD': nan}"
2461,Lausward,Kraftwerk lausward,,,,Natural Gas,,Germany,PP,995.0,,51.2217225724,6.77616119385,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'11WD7NORF5G--KWG', u'CARMA': u'[24650]', u'OPSD': nan}"
2462,Lavkajakka,Lavkajohka,,,,Hydro,,Norway,PP,10.0,,69.25,20.583333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000004091', u'CARMA': u'[24680]', u'OPSD': nan}"
2463,Lazzaro enel,Lazzaro,,,,Hydro,Run-Of-River,Italy,PP,10.5,,43.69076,12.812658,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S11SLZZX', u'CARMA': u'[65677]', u'OPSD': nan}"
2464,Lecce,Lecce,,,,Wind,,Italy,PP,48.0,,40.3994444,18.1330556,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S16L3CC3', u'CARMA': u'[24807]', u'OPSD': nan}"
2465,Leinafoss,Leinafoss,,,,Hydro,,Norway,PP,5.4,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000410G', u'CARMA': u'[24877]', u'OPSD': nan}"
2466,Leirdola,Leirdola,,,,Hydro,,Norway,PP,129.8,,61.4833333,7.2166667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000411E', u'CARMA': u'[24889]', u'OPSD': nan}"
2467,Leirfossene,Leirfossene,,,,Hydro,,Norway,PP,52.5,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000004148', u'CARMA': u'[60857]', u'OPSD': nan}"
2468,Levane,Levane,,,,Hydro,Run-Of-River,Italy,PP,18.0,,43.552147,11.588433,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S09LVNES', u'CARMA': u'[25075]', u'OPSD': nan}"
2469,Lielahti,Lielahti,,,,Natural Gas,,Finland,PP,142.0,,61.4991132141,23.7871170044,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'44W-T-YT-000005I', u'CARMA': u'[25203]', u'OPSD': nan}"
2470,Ligonchio ozola,Ligonchio ozola,,,,Hydro,Run-Of-River,Italy,PP,11.0,,44.316254,10.341393,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S08LGNCO', u'CARMA': u'[65556]', u'OPSD': nan}"
2471,Linate airport,Linate,,,,Natural Gas,,Italy,CHP,24.0,,45.4470050507,9.27228927612,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S03CLGN4', u'CARMA': u'[25286]', u'OPSD': nan}"
2472,Lio tokke,Tokke,,,,Hydro,,Norway,PP,480.0,,58.9833333,9.2333333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000745M', u'CARMA': u'[25367, 45678]', u'OPSD': nan}"
2473,Litjfossen,Litjfossen,,,,Hydro,,Norway,PP,83.0,,62.27594,10.78241,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000004245', u'CARMA': u'[25412]', u'OPSD': nan}"
2474,Logna,Logna,,,,Hydro,,Norway,PP,22.0,,58.3166667,6.6666667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WPI00000004275', u'CARMA': u'[25623]', u'OPSD': nan}"
2475,Lokaunet,Lokaunet,,,,Hydro,,Norway,PP,11.5,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000004415', u'CARMA': u'[25653]', u'OPSD': nan}"
2476,Lomen,Lomen,,,,Hydro,,Norway,PP,60.0,,61.1333333,8.9333333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000428Y', u'CARMA': u'[25682]', u'OPSD': nan}"
2477,Lomi,Lomi,,,,Hydro,,Norway,PP,140.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000429W', u'CARMA': u'[25684]', u'OPSD': nan}"
2478,Lopet,Lopet,,,,Hydro,,Norway,PP,28.0,,61.1333333,11.3833333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000004423', u'CARMA': u'[25779]', u'OPSD': nan}"
2479,Lorinci,Lőrinci gázturbinás erőmű,,,,Oil,,Hungary,PP,170.0,,47.732952,19.678669,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'15WLORINC----PPF', u'CARMA': u'[25807]', u'OPSD': nan}"
2480,Lotru,Hpp lotru,,,,Hydro,,Romania,PP,604.53,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'30W-CHE-LOTR---A', u'CARMA': u'[25910]', u'OPSD': nan}"
2481,Lovero,Lovero,,,,Hydro,Run-Of-River,Italy,PP,49.0,,45.811688,10.06896,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S03ALMVH', u'CARMA': u'[25951]', u'OPSD': nan}"
2482,Lutufallet,Lutufallet,,,,Hydro,,Norway,PP,15.0,,61.31484,12.26374,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000004326', u'CARMA': u'[26283]', u'OPSD': nan}"
2483,Lya,Lya,,,,Hydro,,Norway,PP,6.0,,60.6666667,8.75,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000004334', u'CARMA': u'[61459]', u'OPSD': nan}"
2484,Lysbotn,Lysbotn,,,,Hydro,Run-Of-River,Norway,PP,6.3,,69.3833333,17.8333333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000004350', u'CARMA': u'[26341]', u'OPSD': nan}"
2485,Lysebotn,Lysebotn,,,,Hydro,,Norway,PP,264.0,,59.55,5.9666667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000437X', u'CARMA': u'[26343]', u'OPSD': nan}"
2486,Mageli,Mageli,,,,Hydro,,Norway,PP,43.2,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000482S', u'CARMA': u'[26578]', u'OPSD': nan}"
2487,Magisano,Magisano,,,,Hydro,,Italy,PP,75.0,,39.01339,16.6279,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPISIMERI-15', u'CARMA': u'[26590]', u'OPSD': nan}"
2488,Malga boazzo,Boazzo,,,,Hydro,,Italy,PP,95.0,,45.947196,10.62107,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMYI-S04BZZOB', u'CARMA': u'[26805]', u'OPSD': nan}"
2489,Malga ciapela,Malga ciapela,,,,Hydro,,Italy,PP,20.0,,46.43392,11.976792,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S05MCPLT', u'CARMA': u'[26806]', u'OPSD': nan}"
2490,Mallero,Mallero,,,,Hydro,Run-Of-River,Italy,PP,20.0,,46.168995,9.869149,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S03MILLT', u'CARMA': u'[26820]', u'OPSD': nan}"
2491,Malpensa airport,Malpensa,,,,Natural Gas,,Italy,CHP,88.0,,45.6112756156,8.84914398193,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S03SMLPC', u'CARMA': u'[26835]', u'OPSD': nan}"
2492,Malset,Malset,,,,Hydro,,Norway,PP,23.5,,60.9833333,6.5166667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000483Q', u'CARMA': u'[26837]', u'OPSD': nan}"
2493,Malvizzo,Monte malvizzo,,,,Wind,,Italy,PP,16.15,,37.29354,13.793563,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S19MMENO', u'CARMA': u'[26853]', u'OPSD': nan}"
2494,Mandela,Mandela,,,,Hydro,Run-Of-River,Italy,PP,8.5,,42.025524,12.996287,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S12GFRR3', u'CARMA': u'[26932]', u'OPSD': nan}"
2495,Mantelera,Mantelera,,,,Hydro,Run-Of-River,Italy,PP,9.0,,45.929593,10.308663,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-M03IMSLN', u'CARMA': u'[65137]', u'OPSD': nan}"
2496,Marco cavoti,Marco,,,,Wind,,Italy,PP,26.2,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S06SMNRL', u'CARMA': u'[38409]', u'OPSD': nan}"
2497,Marconi orte,Orte,,,,Hydro,Run-Of-River,Italy,PP,20.0,,42.517131,12.523069,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S10AOCRH', u'CARMA': u'[57729]', u'OPSD': nan}"
2498,Margonin,Farma wiatrowa margonin,,,,Wind,,Poland,PP,120.0,,52.9733508909,17.0946407318,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'19W0000000001276', u'CARMA': u'[57697]', u'OPSD': nan}"
2499,Marlengo,Marlengo,,,,Hydro,Run-Of-River,Italy,PP,43.744,,46.6526177154,11.1454582214,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S04MRLNK', u'CARMA': u'[27301]', u'OPSD': nan}"
2500,Marrocco,Serra marrocco,,,,Wind,,Italy,PP,46.75,,37.747452,14.397271,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S19SMCRT', u'CARMA': u'[40653]', u'OPSD': nan}"
2501,Martin,Pont st. martin,,,,Hydro,Run-Of-River,Italy,PP,45.0,,45.595361,7.794514,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S02PNSME', u'CARMA': u'[35185]', u'OPSD': nan}"
2502,Masino,Masino,,,,Hydro,Run-Of-River,Italy,PP,7.3,,46.164292,9.644944,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S03MSNA5', u'CARMA': u'[65598]', u'OPSD': nan}"
2503,Matese,Matese,,,,Hydro,,Italy,PP,42.2,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S15M1TS3', u'CARMA': u'[27531, 65540]', u'OPSD': nan}"
2504,Mathi canavese,Canavese,,,,Natural Gas,,Italy,PP,15.0,,45.25515,7.542015,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S03CNVSF', u'CARMA': u'[27535]', u'OPSD': nan}"
2505,Matre,Matre,,,,Hydro,,Norway,PP,274.9,,60.79887,5.30418,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000447U', u'CARMA': u'[27562]', u'OPSD': nan}"
2506,Maudal,Maudal,,,,Hydro,,Norway,PP,28.7,,58.7666667,6.35,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000004504', u'CARMA': u'[27619]', u'OPSD': nan}"
2507,Mauranger,Mauranger,,,,Hydro,,Norway,PP,307.1,,59.9833333,6.0166667,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP000000004512', u'CARMA': u'[27629]', u'OPSD': nan}"
2508,Mauro,Mauro,,,,Hydro,Run-Of-River,Italy,PP,8.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S01SMNRE', u'CARMA': u'[39303]', u'OPSD': nan}"
2509,Mazzunno,Mazzunno,,,,Hydro,Run-Of-River,Italy,PP,11.3,,45.89139,10.147761,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S03ATMN1', u'CARMA': u'[27701]', u'OPSD': nan}"
2510,Meduno,Meduno,,,,Hydro,,Italy,PP,10.0,,46.2180556,12.7980556,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'26WIMPI-S06MDNU7', u'CARMA': u'[27851]', u'OPSD': nan}"
2511,Mel,Mel,,,,Hydro,,Norway,PP,60.0,,61.0833333,6.8333333,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': nan, u'WRI': nan, u'ENTSOE': u'50WP00000000453Z', u'CARMA': u'[27945]', u'OPSD': nan}"
