id,Name,Country,Fueltype,location,File,Technology,Capacity,lat,lon
1623,Geen windpark,Netherlands,Wind,Coevorden,Netherlands Power Plant.csv,,6.15,52.65266175,6.73932358687
1624,Geesthacht,Germany,Hydro,Geesthacht,Germany Power Plants (conventional).csv,,119.1,53.4397121,10.3682538
1625,Geestmerambacht,Netherlands,Wind,langedijk,Netherlands Power Plant.csv,,0.68,52.6899114,4.77873215808
1626,Gegsa,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,37.0,,
1627,Gegsa,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,37.0,,
1628,Geisling,Germany,Hydro,Pfatter,Germany Power Plants (conventional).csv,,25.0,48.9650611,12.384176
1629,Geissbrunnen,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.48,,
1630,Geithusfoss,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,15.0,,
1631,Gejman,Sweden,Hydro,Ume älv,Sweden Power Plant.csv,,66.0,,
1632,Gemasa,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,27.0,,
1633,Gemeinschaftskraftwerk inn,Austria,Hydro,,Verbund Power Plant.csv,,89.0,,
1634,Gemeinschaftskraftwerk irsching,Germany,Natural Gas,Vohburg,Germany Power Plants (conventional).csv,,846.0,48.332822,12.3101096
1635,Gemeinschaftskraftwerk kiel,Germany,Coal,Kiel,Germany Power Plants (conventional).csv,,323.0,54.3216753,10.1371858
1636,Gemeinschaftskraftwerk weig,Germany,Natural Gas,Mayen,Germany Power Plants (conventional).csv,,42.0,50.3283733,7.2215086
1637,Gemini,Netherlands,Wind,Offshore,Netherlands Power Plant.csv,,200.0,51.965328,4.0081340862
1638,Generacion electrica con merida mw,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,20.0,,
1639,Genissiat,France,Hydro,,France Power Plant.csv,,420.0,,
1640,Gennevilliers,France,Natural Gas,,France Power Plant.csv,,203.0,,
1641,Genova t.,Italy,Coal,GENOVA,Italy Power Plant.csv,,300.0,44.40726,8.9338624
1642,Gensabon,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,12.0,,
1643,Gera nord,Germany,Natural Gas,Gera,Germany Power Plants (conventional).csv,,148.0,50.8772301,12.0796208
1644,Gerindote,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,16.3,,
1645,Gerlafingen,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.5,,
1646,Gerlos,Austria,Hydro,,Verbund Power Plant.csv,,200.0,,
1647,Gersteinwerk,Germany,Natural Gas,Werne,Germany Power Plants (conventional).csv,,55.0,51.66268,7.6355052
1648,Gerstheim,France,Hydro,,France Power Plant.csv,,140.5,,
1649,Getesa $$,Spain,,,Spain Power Plants Over 10 MW.csv,,41.37,,
1650,Ghd,Germany,Natural Gas,Dingolfing,Germany Power Plants (conventional).csv,,13.4,48.6300801,12.4977434
1651,Gibalto,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,16.5,,
1652,Gichtnatural gaskraftwerk dillingen,Germany,Other,Dillingen/Saar,Germany Power Plants (conventional).csv,,85.0,49.3552721,6.7243197
1653,Gidbole,Sweden,Hydro,"Örnsköldsvik Municipality, Västernorrland County",Sweden Power Plant.csv,,12.0,,
1654,Gidea,Sweden,Hydro,"Örnsköldsvik Municipality, Västernorrland County",Sweden Power Plant.csv,,17.0,,
1655,Gideabacka,Sweden,Hydro,"Örnsköldsvik Municipality, Västernorrland County",Sweden Power Plant.csv,,14.0,,
1656,Giessbach,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.9,,
1657,Giessen,Switzerland,Hydro,,Switzerland Power Plant.csv,,1.9,,
1658,Giessenwind,Netherlands,Wind,Giessenlanden,Netherlands Power Plant.csv,,9.0,51.8828829,4.94726785367
1659,Gil,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,34.0,,
1660,Giskemo,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,5.0,,
1661,Gissi,Italy,Natural Gas,GISSI,Italy Power Plant.csv,,840.0,42.0212271,14.5457485
1662,Giumaglio,Switzerland,Hydro,,Switzerland Power Plant.csv,,8.94,,
1663,Gjerdsvik,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,6.0,,
1664,Gjovik,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,8.0,,
1665,Gjuva,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,11.0,,
1666,Gkh,Germany,Coal,Hannover,Germany Power Plants (conventional).csv,,272.0,52.3744779,9.7385532
1667,Gkl,Germany,Natural Gas,Hannover,Germany Power Plants (conventional).csv,,230.0,52.3744779,9.7385532
1668,Gkm,Germany,Coal,Mannheim,Germany Power Plants (conventional).csv,,1958.0,49.489591,8.467236
1669,Gks,Germany,Waste,Schweinfurt,Germany Power Plants (conventional).csv,,24.4,50.0499945,10.233302
1670,Glanford,United Kingdom,Waste,East,UK Power Plant.csv,,13.0,52.2345714,-0.4626500837
1671,Glanford brigg,United Kingdom,Natural Gas,Yorkshire and the Humber,UK Power Plant.csv,,150.0,53.93188775,-1.16644892949
1672,Glaris,Switzerland,Hydro,,Switzerland Power Plant.csv,,1.13,,
1673,Glass moor,United Kingdom,Wind,East Midlands,UK Power Plant.csv,,28.0,52.79657515,-0.671822206834
1674,Glendoe,United Kingdom,Hydro,Scotland,UK Power Plant.csv,,100.0,56.7861112,-4.1140517
1675,Glenkerie,United Kingdom,Wind,Scotland,UK Power Plant.csv,,20.0,56.7861112,-4.1140517
1676,Glenlee,United Kingdom,Hydro,Scotland,UK Power Plant.csv,,24.0,56.7861112,-4.1140517
1677,Glenmoriston,United Kingdom,Hydro,Scotland,UK Power Plant.csv,,40.0,56.7861112,-4.1140517
1678,Glens of foudland,United Kingdom,Wind,Scotland,UK Power Plant.csv,,26.0,56.7861112,-4.1140517
1679,Global plasma environment,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,36.8,,
1680,"Global plasma valencia, s.l.",Spain,Waste,,Spain Power Plants Over 10 MW.csv,,45.6,,
1681,Glomfjord,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,32.0,,
1682,Gmva niederrhein,Germany,Waste,Oberhausen,Germany Power Plants (conventional).csv,,61.5,51.51399325,6.84932276128
1683,Gobesa,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,24.0,,
1684,"Gohlhaus, lützelflüh",Switzerland,Hydro,,Switzerland Power Plant.csv,,0.42,,
1685,Goia penote,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,40.0,,
1686,Goldisthal,Germany,Hydro,Goldisthal,Germany Power Plants (conventional).csv,,1052.0,50.5187418,11.0045155
1687,Golfech,France,Nuclear,,EU Nuclear Power.csv,,2726.0,,
1688,Gomera,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,10.0,,
1689,Gomez,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,10.5,,
1690,Gondo,Switzerland,Hydro,Naters,Switzerland Power Plant.csv,,46.0,46.3242659,7.9884511
1691,Goole fields,United Kingdom,Wind,North East,UK Power Plant.csv,,4.0,50.5949824,-1.9518955
1692,Gorda,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,26.4,,
1693,Gordola,Switzerland,Hydro,Leytron,Switzerland Power Plant.csv,,132.5,46.1859543,7.2068108
1694,Gordonbush,United Kingdom,Wind,Scotland,UK Power Plant.csv,,70.0,56.7861112,-4.1140517
1695,Gordonstown,United Kingdom,Wind,Scotland,UK Power Plant.csv,,6.0,56.7861112,-4.1140517
1696,Goule,Switzerland,Hydro,,Switzerland Power Plant.csv,,5.6,,
1697,Grado,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,25.71,,
1698,Grado,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,27.2,,
1699,Graiade,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,15.9,,
1700,Grain,United Kingdom,Natural Gas,South East,UK Power Plant.csv,,55.0,51.4510191,-0.993491340498
1701,Grain chp,United Kingdom,Natural Gas,South East,UK Power Plant.csv,,1365.0,51.4510191,-0.993491340498
1702,Gralla,Austria,Hydro,,Verbund Power Plant.csv,,15.0,,
1703,Gramal,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,37.4,,
1704,Grana,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,90.0,,
1705,Granadilla,Spain,Oil,,Spain Power Plants Over 10 MW.csv,,249.96,,
1706,Granadilla tg,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,150.0,,
1707,Granadilla vapor,Spain,Oil,,Spain Power Plants Over 10 MW.csv,,148.48,,
1708,Granadilla vapor $$,Spain,,,Spain Power Plants Over 10 MW.csv,,76.2,,
1709,"Granadilla vapor,",Spain,Oil,,Spain Power Plants Over 10 MW.csv,,68.7,,
1710,Granado,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,14.45,,
1711,Grand maison,France,Hydro,,France Power Plant.csv,,1690.0,,
1712,Grande,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,17.16,,
1713,Grange,United Kingdom,Wind,North West,UK Power Plant.csv,,14.0,52.2370231,-0.4686148
1714,Granja avicola villaseca,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,14.8,,
1715,Granujales,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,24.0,,
1716,Grasjo,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,18.0,,
1717,Gratkorn,Austria,Hydro,,Verbund Power Plant.csv,,11.0,,
1718,Grautneset,Norway,Natural Gas,,Norway Power Plants (ENTSOE) .csv,,6.0,,
1719,Gravalos,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,30.0,,
1720,Gravelines,France,Nuclear,,EU Nuclear Power.csv,,5706.0,,
1721,Gravfos,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,37.0,,
1722,Gravfoss,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,24.0,,
1723,Graz puntigam,Austria,Hydro,,Verbund Power Plant.csv,,16.0,,
1724,Great eppleton nffo,United Kingdom,Wind,North East,UK Power Plant.csv,,4.0,50.5949824,-1.9518955
1725,Great eppleton ro,United Kingdom,Wind,North East,UK Power Plant.csv,,4.0,50.5949824,-1.9518955
1726,Great island,Ireland,Oil,,Ireland and Northern Ireland.csv,,216.0,,
1727,Great orton,United Kingdom,Wind,North West,UK Power Plant.csv,,4.0,52.2370231,-0.4686148
1728,Great yarmouth,United Kingdom,Natural Gas,East,UK Power Plant.csv,,420.0,52.2345714,-0.4626500837
1729,Greater gabbard,United Kingdom,Wind,East,UK Power Plant.csv,,504.0,52.2345714,-0.4626500837
1730,Green knowes,United Kingdom,Wind,Scotland,UK Power Plant.csv,,27.0,56.7861112,-4.1140517
1731,Green rigg,United Kingdom,Wind,North East,UK Power Plant.csv,,36.0,50.5949824,-1.9518955
1732,Greenchoice hartelkanaal,Netherlands,Wind,Rotterdam,Netherlands Power Plant.csv,,24.0,51.92779805,4.48862326926
1733,Greendykeside,United Kingdom,Wind,Scotland,UK Power Plant.csv,,4.0,56.7861112,-4.1140517
1734,Greenpower oostende,Belgium,Hydro,,Belgium Power Plant.csv,,20.0,,
1735,Gregorio,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,15.0,,
1736,Greifenstein,Austria,Hydro,,Verbund Power Plant.csv,,293.0,,
1737,"Grelva, s.r.l.",Spain,Other,,Spain Power Plants Over 10 MW.csv,,33.6,,
1738,Grenzach wyhlen,Germany,Natural Gas,Grenzach-Wyhlen,Germany Power Plants (conventional).csv,,40.0,47.5540691,7.67687087177
1739,Gresslifoss,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,26.0,,
1740,Gries,Austria,Hydro,,Verbund Power Plant.csv,,9.0,,
1741,Griffin,United Kingdom,Wind,Scotland,UK Power Plant.csv,,189.0,56.7861112,-4.1140517
1742,Grimsel,Switzerland,Hydro,Niedergesteln,Switzerland Power Plant.csv,,348.0,46.3129505,7.7817956
1743,Grimsel grimselsee,Switzerland,Hydro,Savièse,Switzerland Power Plant.csv,,32.5,46.2535351,7.3477598
1744,Grimsel oberaarsee,Switzerland,Hydro,"Neuchâtel, Serrières",Switzerland Power Plant.csv,,35.3,46.98053,6.9010195
1745,Groa,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,40.0,,
1746,Grodemfoss,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,4.0,,
1747,Groetpolder,Netherlands,Wind,Dutch Crown,Netherlands Power Plant.csv,,11.4,18.0361518,-63.0418373
1748,Groettocht,Netherlands,Wind,Dutch Crown,Netherlands Power Plant.csv,,11.55,18.0361518,-63.0418373
1749,Grohnde,Germany,Nuclear,,EU Nuclear Power.csv,,1430.0,,
1750,Grono,Switzerland,Hydro,"Mesocco, Camou",Switzerland Power Plant.csv,,37.5,,
1751,Gronsdal,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,35.0,,
1752,Gronvollfoss,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,40.0,,
1753,Grosio,Italy,Hydro,-,Italy Power Plant.csv,,655.0,,
1754,Grossa,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,18.0,,
1755,Grossbach,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.7,,
1756,Grov,Norway,Wind,,Norway Power Plants (ENTSOE) .csv,,45.0,,
1757,Growind,Netherlands,Wind,Eemsmond,Netherlands Power Plant.csv,,63.0,53.4540286,6.63010134661
1758,Großraming,Austria,Hydro,,Verbund Power Plant.csv,,72.0,,
1759,Grubenheizkraftwerk,Germany,Coal,Seegebiet Mansfelder Land,Germany Power Plants (conventional).csv,,49.0,51.49715845,11.6609687686
1760,Grudie bridge,United Kingdom,Hydro,Scotland,UK Power Plant.csv,,19.0,56.7861112,-4.1140517
1761,Gruig,United Kingdom,Wind,Northern Ireland,UK Power Plant.csv,,25.0,54.6294982,-6.7654415
1762,Grundfors,Sweden,Hydro,Ume Älv River,Sweden Power Plant.csv,,108.0,,
1763,Grunnai,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,17.0,,
1764,Gruttoweg,Netherlands,Wind,Zeewolde,Netherlands Power Plant.csv,,22.41,52.3451194,5.45807754736
1765,Grytaga,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,61.0,,
1766,Grytdalen,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,1.0,,
1767,Gryto,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,4.0,,
1768,Grytten,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,6.0,,
1769,Grytten kraftver,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,160.0,,
1770,Gstatterboden,Austria,Hydro,,Verbund Power Plant.csv,,2.0,,
1771,Gsteig,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.44,,
1772,Gtkw darmstadt,Germany,Natural Gas,Darmstadt,Germany Power Plants (conventional).csv,,94.6,49.872775,8.651177
1773,Guadacorte,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,13.2,,
1774,Guadalmena,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,15.2,,
1775,Guarda ara,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.35,,
1776,Guascor,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,13.5,,
1777,Gud,Germany,Natural Gas,Düsseldorf,Germany Power Plants (conventional).csv,,100.0,51.2254018,6.7763137
1778,Gud,Germany,Natural Gas,Mannheim,Germany Power Plants (conventional).csv,,17.2,49.489591,8.467236
1779,Gud anlage,Germany,Natural Gas,Aschaffenburg,Germany Power Plants (conventional).csv,,47.0,49.9740542,9.1493636
1780,Gud anlage drewsen,Germany,Natural Gas,Lachendorf,Germany Power Plants (conventional).csv,,13.0,52.621072,10.2436842
1781,Gud anlage rüsselsheim,Germany,Natural Gas,Rüsselheim,Germany Power Plants (conventional).csv,,112.1,,
1782,Gud anlage wvk,Germany,Natural Gas,Freiburg,Germany Power Plants (conventional).csv,,60.1,47.9960901,7.8494005
1783,"Gud baunatal, vw werksgelände",Germany,Natural Gas,Baunatal,Germany Power Plants (conventional).csv,,78.0,51.2550775,9.4119007
1784,Gud bitterfeld,Germany,Natural Gas,Bitterfeld,Germany Power Plants (conventional).csv,,106.0,51.6239124,12.3301466
1785,Gud hillegossen,Germany,Natural Gas,Bielefeld,Germany Power Plants (conventional).csv,,37.5,52.010877,8.540868
1786,Gud ikw staßfurt,Germany,Natural Gas,Staßfurt,Germany Power Plants (conventional).csv,,132.0,51.8514515,11.5929455
1787,Gud leuna,Germany,Natural Gas,Leuna,Germany Power Plants (conventional).csv,,52.0,51.3233638,12.0195081
1788,Gud marienehe,Germany,Natural Gas,Rostock,Germany Power Plants (conventional).csv,,108.0,54.14736345,12.1090155999
1789,Gud neubrandenburg,Germany,Natural Gas,Neubrandenburg,Germany Power Plants (conventional).csv,,75.0,53.5574458,13.2602781
1790,Gud schwarzheide,Germany,Natural Gas,Schwarzheide,Germany Power Plants (conventional).csv,,122.0,51.4862235,13.8307596
1791,Gud tiefstack,Germany,Natural Gas,Hamburg,Germany Power Plants (conventional).csv,,127.0,53.550341,10.000654
1792,Guerinda,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,49.2,,
1793,Guerinda ampliado con re,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,19.8,,
1794,Guia isora,Spain,Oil,,Spain Power Plants Over 10 MW.csv,,43.1,,
1795,Guijo,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,111.6,,
1796,Guijo granadilla,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,52.21,,
1797,Guillena,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,207.99,,
1798,Guinchos,Spain,Oil,,Spain Power Plants Over 10 MW.csv,,45.7,,
1799,Guinchos movil,Spain,Oil,,Spain Power Plants Over 10 MW.csv,,21.6,,
1800,Guindos,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,24.7,,
1801,Gulls tour,Netherlands,Wind,Lelystad,Netherlands Power Plant.csv,,18.0,52.53668095,5.36107150044
1802,Gummering,Germany,Hydro,Niederviehbach,Germany Power Plants (conventional).csv,,14.8,48.6132948,12.3824459
1803,Gundremmingen,Germany,Nuclear,,EU Nuclear Power.csv,,2688.0,,
1804,Gunfleet sands,United Kingdom,Wind,South East,UK Power Plant.csv,,185.0,51.4510191,-0.993491340498
1805,Gunggl,Austria,Hydro,,Verbund Power Plant.csv,,4.0,,
1806,Guolas,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,90.0,,
1807,Gurtnellen,Switzerland,Hydro,,Switzerland Power Plant.csv,,6.6,,
1808,Gustavsberg,Sweden,Hydro,"Hylte Municipality, Halland County",Sweden Power Plant.csv,,0.9,,
1809,Gv march,United Kingdom,Wind,East Midlands,UK Power Plant.csv,,2.0,52.79657515,-0.671822206834
1810,Gwynt mor,United Kingdom,Wind,Wales,UK Power Plant.csv,,576.0,52.2928116,-3.7389299
1811,Gärsterna,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.45,,
1812,Gérignoz pontia,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.45,,
1813,Gödis,Switzerland,Hydro,,Switzerland Power Plant.csv,,2.8,,
1814,Göschenen andermatt,Switzerland,Hydro,Niedergesteln,Switzerland Power Plant.csv,,33.26,46.3129505,7.7817956
1815,Göschenen göscheneralp,Switzerland,Hydro,"San Carlo, Pedecosta",Switzerland Power Plant.csv,,164.8,,
1816,Göschenen unterdorf,Switzerland,Hydro,,Switzerland Power Plant.csv,,1.62,,
1817,Gösgen,Switzerland,Hydro,Seedorf,Switzerland Power Plant.csv,,51.3,47.0351085,7.3116588
1818,Gössendorf,Austria,Hydro,,Verbund Power Plant.csv,,19.0,,
1819,Göttingen,Germany,Natural Gas,Göttingen,Germany Power Plants (conventional).csv,,18.8,51.5327604,9.9352051
1820,H. hoyanger,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,3.0,,
1821,Hackeren,Switzerland,Hydro,,Switzerland Power Plant.csv,,1.2,,
1822,Hadyard,United Kingdom,Wind,Scotland,UK Power Plant.csv,,120.0,56.7861112,-4.1140517
1823,Haen,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,30.0,,
1824,Hafen,Germany,Coal,Bremen,Germany Power Plants (conventional).csv,,300.0,53.0758196,8.8071646
1825,Hafen,Germany,Natural Gas,Münster,Germany Power Plants (conventional).csv,,100.2,51.9501317,7.61330165026
1826,Hafen,Germany,Waste,Bremen,Germany Power Plants (conventional).csv,,33.0,53.0758196,8.8071646
1827,Hafsl.kr,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,38.0,,
1828,Hagen kabel,Germany,Natural Gas,Hagen,Germany Power Plants (conventional).csv,,230.0,51.357862,7.4727227
1829,Hagendorn,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.58,,
1830,Hagenwind,Netherlands,Wind,Aalten,Netherlands Power Plant.csv,,16.0,51.9285668,6.5809018
1831,Hagerhüsli,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.5,,
1832,Hagesholm,Denmark,Wind,Onshore - Holbæk Municipality,Denmark Power Plant.csv,,23.0,,
1833,"Hagneck ,m u.",Switzerland,Hydro,,Switzerland Power Plant.csv,,12.7,,
1834,Hagneck u.,Switzerland,Hydro,"Le Niollet, Champex",Switzerland Power Plant.csv,,20.96,,
1835,Hagshaw,United Kingdom,Wind,Scotland,UK Power Plant.csv,,42.0,56.7861112,-4.1140517
1836,Haheim,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,1.0,,
1837,Hakvik,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,11.0,,
1838,Halandsfossen,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,6.0,,
1839,Halden,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,5.0,,
1840,Halle trotha,Germany,Natural Gas,Halle,Germany Power Plants (conventional).csv,,254.0,51.4277972,8.2980833
1841,Halsteren,Netherlands,Wind,Bergen op Zoom,Netherlands Power Plant.csv,,6.8,51.4965864,4.28974079726
1842,Ham,Belgium,Natural Gas,,Belgium Power Plant.csv,,116.0,,
1843,Ham gent wkk,Belgium,Natural Gas,,Belgium Power Plant.csv,,52.0,,
1844,Hamburger rieger,Germany,Waste,Spremberg,Germany Power Plants (conventional).csv,,18.7,51.5784211,14.3773461487
1845,Hameldon,United Kingdom,Wind,North West,UK Power Plant.csv,,6.0,52.2370231,-0.4686148
1846,Hameldon extension,United Kingdom,Wind,North West,UK Power Plant.csv,,6.0,52.2370231,-0.4686148
1847,Hammarforsen,Sweden,Hydro,"Hammarstrand, Ragunda Municipality, Jämtland County ",Sweden Power Plant.csv,,80.0,,
1848,Hammeren,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,6.0,,
1849,Handeck,Switzerland,Hydro,Plancanin,Switzerland Power Plant.csv,,136.0,,
1850,Handeck,Switzerland,Hydro,Savièse,Switzerland Power Plant.csv,,100.0,46.2535351,7.3477598
1851,Handeck isogyre,Switzerland,Hydro,Aarburg,Switzerland Power Plant.csv,,55.0,47.3206417,7.8993599
1852,Hanefoss,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,42.0,,
1853,Hardeland,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,42.0,,
1854,Hare,United Kingdom,Wind,North East,UK Power Plant.csv,,6.0,50.5949824,-1.9518955
1855,Harestanes,United Kingdom,Wind,Scotland,UK Power Plant.csv,,136.0,56.7861112,-4.1140517
1856,Haringvliet,Netherlands,Wind,hellevoetsluis,Netherlands Power Plant.csv,,3.6,51.8433004,4.12103806215
1857,Harkstede,Netherlands,Wind,Slochteren,Netherlands Power Plant.csv,,0.96,53.218505,6.8059267
1858,Harpefossen,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,100.0,,
1859,Harrsele,Sweden,Hydro,"Örnsköldsvik Municipality, Västernorrland County",Sweden Power Plant.csv,,223.0,,
1860,Harspranget,Sweden,Hydro,Lule Älv River approximately 8 km downstream of Porjus,Sweden Power Plant.csv,,871.0,,
1861,Hartelbrug,Netherlands,Wind,Rotterdam,Netherlands Power Plant.csv,,24.0,51.92779805,4.48862326926
1862,Hartelbrug west,Netherlands,Wind,Rotterdam,Netherlands Power Plant.csv,,12.0,51.92779805,4.48862326926
1863,Hartelkanaal,Netherlands,Wind,Rotterdam,Netherlands Power Plant.csv,,22.5,51.92779805,4.48862326926
1864,Hartlepool,United Kingdom,Nuclear,,EU Nuclear Power.csv,,1310.0,,
1865,Hasle,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,2.0,,
1866,Haslen,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.92,,
1867,Hastedt,Germany,Coal,Bremen,Germany Power Plants (conventional).csv,,119.0,53.0758196,8.8071646
1868,Haswell moor circuit,United Kingdom,Wind,North East,UK Power Plant.csv,,10.0,50.5949824,-1.9518955
1869,Hattorf,Germany,Natural Gas,Philippsthal,Germany Power Plants (conventional).csv,,52.3,50.8379786,9.9987787
1870,Haugen,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,33.0,,
1871,Haugfoss,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,4.0,,
1872,Haukeli,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,6.0,,
1873,Haukland,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,6.0,,
1874,Haukrei,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,19.0,,
1875,Hausham,Germany,Oil,Hausham,Germany Power Plants (conventional).csv,,92.8,47.7502104,11.8393827
1876,Hauterive,Switzerland,Hydro,Weinfelden,Switzerland Power Plant.csv,,60.0,47.5669187,9.1097539
1877,Havardsvatn,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,6.0,,
1878,Haverigg,United Kingdom,Wind,North West,UK Power Plant.csv,,3.0,52.2370231,-0.4686148
