,CARMA,OPSD
2271,20095.0,4774.0
2272,20100.0,4775.0
2273,20102.0,4776.0
2274,20103.0,4777.0
2275,20125.0,4868.0
2276,20132.0,4782.0
2277,20135.0,4783.0
2278,20137.0,4784.0
2279,20142.0,4785.0
2280,20154.0,4786.0
2281,20162.0,4787.0
2282,20163.0,4789.0
2283,20169.0,4792.0
2284,20175.0,4793.0
2285,20199.0,4795.0
2286,20235.0,4798.0
2287,20238.0,4799.0
2288,20267.0,4801.0
2289,20279.0,4802.0
2290,20290.0,4803.0
2291,20300.0,4804.0
2292,20302.0,4842.0
2293,20306.0,4805.0
2294,20315.0,4806.0
2295,20322.0,4808.0
2296,20336.0,4810.0
2297,20355.0,4811.0
2298,20366.0,1769.0
2299,20371.0,4823.0
2300,20414.0,4835.0
2301,20416.0,4836.0
2302,20437.0,4837.0
2303,20447.0,4838.0
2304,20518.0,4845.0
2305,20536.0,4847.0
2306,20539.0,4849.0
2307,20544.0,4851.0
2308,20550.0,4852.0
2309,20558.0,4854.0
2310,20565.0,4855.0
2311,20571.0,4090.0
2312,20599.0,4857.0
2313,20607.0,3447.0
2314,20643.0,4859.0
2315,20649.0,72.0
2316,20670.0,4200.0
2317,20674.0,4860.0
2318,20684.0,4861.0
2319,20722.0,4871.0
2320,20748.0,4862.0
2321,20761.0,4863.0
2322,20764.0,4865.0
2323,20766.0,4858.0
2324,20772.0,4874.0
2325,20780.0,4684.0
2326,20785.0,4878.0
2327,20790.0,4882.0
2328,20794.0,4883.0
2329,20812.0,4884.0
2330,20816.0,4885.0
2331,20817.0,2075.0
2332,20821.0,4886.0
2333,20830.0,4887.0
2334,20845.0,4935.0
2335,20861.0,4892.0
2336,20888.0,4894.0
2337,20899.0,4846.0
2338,20900.0,4895.0
2339,20903.0,4049.0
2340,20919.0,4896.0
2341,20922.0,4897.0
2342,20940.0,4900.0
2343,20956.0,4903.0
2344,20957.0,4901.0
2345,20965.0,1289.0
2346,20966.0,4904.0
2347,20969.0,4905.0
2348,20971.0,4906.0
2349,20974.0,4907.0
2350,20975.0,2789.0
2351,20982.0,4910.0
2352,20986.0,4911.0
2353,21008.0,4936.0
