,CARMA,ENTSOE
1199,18555.0,1953.0
1200,18566.0,1955.0
1201,18567.0,856.0
1202,18571.0,1958.0
1203,18580.0,1959.0
1204,18588.0,1960.0
1205,18590.0,1961.0
1206,18591.0,1962.0
1207,18608.0,1964.0
1208,18633.0,1965.0
1209,18646.0,1969.0
1210,18651.0,1970.0
1211,18668.0,1972.0
1212,18676.0,1973.0
1213,18677.0,1974.0
1214,18680.0,1975.0
1215,18683.0,1977.0
1216,18694.0,1978.0
1217,18703.0,1981.0
1218,18754.0,1985.0
1219,18762.0,2022.0
1220,18775.0,2004.0
1221,18783.0,2005.0
1222,18798.0,2007.0
1223,18832.0,2009.0
1224,18851.0,2010.0
1225,18854.0,2011.0
1226,18869.0,2012.0
1227,18884.0,2014.0
1228,18898.0,2017.0
1229,18920.0,2019.0
1230,18922.0,2021.0
1231,18944.0,2023.0
1232,18958.0,2025.0
1233,18959.0,2026.0
1234,18967.0,2001.0
1235,18976.0,2030.0
1236,18987.0,2032.0
1237,19000.0,2034.0
1238,19021.0,2036.0
1239,19024.0,2038.0
1240,19026.0,2040.0
1241,19032.0,2041.0
1242,19033.0,2042.0
1243,19066.0,780.0
1244,19083.0,2047.0
1245,19085.0,2196.0
1246,19089.0,2048.0
1247,19092.0,2049.0
1248,19093.0,2050.0
1249,19114.0,2051.0
1250,19120.0,2063.0
1251,19122.0,2052.0
1252,19124.0,2053.0
1253,19133.0,1150.0
1254,19199.0,2056.0
1255,19214.0,2057.0
1256,19236.0,2061.0
1257,19237.0,2062.0
1258,19269.0,2070.0
1259,19286.0,2065.0
1260,19304.0,2071.0
1261,19315.0,2072.0
1262,19331.0,1682.0
1263,19354.0,2074.0
1264,19390.0,2078.0
1265,19393.0,393.0
1266,19399.0,2079.0
1267,19421.0,2081.0
1268,19424.0,2082.0
1269,19425.0,1926.0
1270,19430.0,2084.0
1271,19433.0,2085.0
1272,19438.0,2087.0
1273,19441.0,2088.0
1274,19444.0,154.0
1275,19471.0,2090.0
1276,19486.0,2091.0
1277,19490.0,2092.0
1278,19494.0,2094.0
1279,19522.0,2096.0
1280,19574.0,2098.0
1281,19580.0,2099.0
1282,19581.0,2100.0
1283,19582.0,2101.0
1284,19584.0,2102.0
1285,19594.0,2103.0
1286,19608.0,2107.0
1287,19618.0,7.0
1288,19647.0,2110.0
1289,19671.0,2112.0
1290,19681.0,2113.0
1291,19703.0,2115.0
1292,19709.0,544.0
1293,19733.0,857.0
1294,19746.0,2117.0
1295,19750.0,2118.0
1296,19766.0,2119.0
1297,19768.0,2120.0
1298,19771.0,2121.0
1299,19775.0,2122.0
1300,19841.0,2126.0
1301,19870.0,2127.0
1302,19881.0,2128.0
1303,19896.0,2131.0
1304,19897.0,2132.0
1305,19923.0,1540.0
1306,19959.0,90.0
1307,19962.0,2134.0
1308,19966.0,2135.0
1309,19972.0,2136.0
1310,19985.0,2138.0
1311,19991.0,1033.0
1312,19995.0,2141.0
1313,20001.0,2142.0
1314,20026.0,2139.0
1315,20039.0,2145.0
1316,20040.0,2147.0
1317,20063.0,2149.0
1318,20082.0,2152.0
1319,20102.0,2153.0
1320,20137.0,2155.0
1321,20169.0,2156.0
1322,20175.0,2157.0
1323,20267.0,2159.0
1324,20290.0,2160.0
1325,20355.0,512.0
1326,20399.0,2165.0
1327,20414.0,2166.0
1328,20539.0,1035.0
1329,20550.0,2168.0
1330,20652.0,2181.0
1331,20733.0,2179.0
1332,20735.0,467.0
1333,20785.0,2182.0
1334,20795.0,2183.0
1335,20800.0,2184.0
1336,20801.0,87.0
1337,20845.0,2201.0
1338,20897.0,470.0
1339,20903.0,1062.0
1340,20911.0,2189.0
1341,20923.0,2190.0
1342,20928.0,1277.0
1343,20940.0,800.0
1344,20957.0,1036.0
1345,20981.0,2191.0
1346,21008.0,2202.0
