Area / Date,Production Type,Code,Name,Intalled Capacity at the beginning of year [MW],Current Installed Capacity [MW],Location,Voltage Connection Level [kV],Commissioning Date,Decommissioning Date,country
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Fossil Gas,11WD2SUE1000099L,Sued GuD1,298,298,intra_zonal,110,31.12.2014,,ME
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Fossil Gas,11WD7RHAU5G-3--3,HKW III,274,274,intra_zonal,110,17.02.2011,,ME
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Fossil Gas,11WD2FFW-000203E,HKW West,273,273,intra_zonal,110,30.09.2012,,ME
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Fossil Gas,11W0-0000-0100-I,GuD Marzahn,264,264,intra_zonal,110,05.02.2020,,ME
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Fossil Gas,11WD8DRES5X---PZ,GTHKW Nossener Bruecke,260,260,intra_zonal,110,17.05.2011,,ME
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Fossil Gas,11WD2LIND5G----6,GKW Linden (GKL),230,230,intra_zonal,110,04.04.2011,,ME
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Fossil Gas,11W0-0000-0162-P,Küstenkraftwerk,190,190,intra_zonal,110,16.12.2019,,ME
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Fossil Gas,11WD2SRKW000345J,HKW-Nürnberg-Sandreuth,181,181,intra_zonal,110,11.11.2010,,ME
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Fossil Gas,11WD2BMIT0002731,KW Mittelsbueren,176,176,intra_zonal,110,01.06.2012,,ME
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Fossil Gas,11WD8LEIP5X----6,HKW Nord,167,167,intra_zonal,110,11.01.2010,,ME
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Fossil Gas,11WD8KLIN5X----0,HKW Klingenberg,164,164,intra_zonal,110,26.10.2009,,ME
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Fossil Gas,11W0-0000-0038-O,HKW Halle Dieselstraße,162,162,intra_zonal,20,17.11.2020,,ME
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Fossil Gas,11WD8CHAR5X----K,Charlottenburg,146,146,intra_zonal,110,13.12.2013,,ME
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Fossil Gas,11WD7UCHT5XROSOK,Kraftwerk Römerbrücke,125,125,intra_zonal,110,12.04.2012,,ME
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Fossil Gas,11WD2PLAT000267Z,Kraftwerk Plattling,120,120,intra_zonal,110,20.11.2017,,ME
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Fossil Gas,11WD2BUKW000310A,Burghausen_GT,120,120,intra_zonal,110,28.09.2012,,ME
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Fossil Gas,11WD2FREI000095T,HKW Freimann,110,110,intra_zonal,110,18.03.2020,,ME
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Fossil Gas,11WD2HERR5GKW--1,KW Herrenhausen (KWH),100,100,intra_zonal,110,04.04.2011,,ME
