Name,Block,Technology,Capacity,DateIn,DateRetrofit,Country,lat,lon,Fueltype,source
Ringhals,2,PWR,907.0,1975,2019,Sweden,57.261111111111,12.108333333333,Nuclear,
Ringhals,3,PWR,1062.0,1981,,Sweden,57.261111111111,12.108333333333,Nuclear,
Ringhals,4,PWR,1102.0,1983,,Sweden,57.261111111111,12.108333333333,Nuclear,
Beznau,1,DWR,365.0,1969,,Switzerland,47.552222222222,8.2277777777778,Nuclear,
Beznau,2,DWR,365.0,1972,,Switzerland,47.552222222222,8.2277777777778,Nuclear,
Gösgen,1,DWR,1010.0,1979,,Switzerland,47.365833333333,7.9688888888889,Nuclear,
Leibstadt,1,SWR,1220.0,1984,,Switzerland,47.60135,8.18375,Nuclear,
Mühleberg,1,SWR,373.0,1972,2019,Switzerland,46.970833333333,7.2702777777778,Nuclear,
Bohunice,A1,HWGCR,93.0,1972,1977,Slovakia,48.494444444444,17.680555555556,Nuclear,
Bohunice,1,PWR,408.0,1980,2006,Slovakia,48.494444444444,17.680555555556,Nuclear,
Bohunice,2,PWR,408.0,1981,2008,Slovakia,48.494444444444,17.680555555556,Nuclear,
Bohunice,3,PWR,471.0,1985,,Slovakia,48.494444444444,17.680555555556,Nuclear,
Bohunice,4,PWR,471.0,1985,,Slovakia,48.494444444444,17.680555555556,Nuclear,
Mochovce,1,PWR,436.0,1998,,Slovakia,48.263888888889,18.456944444444,Nuclear,
Mochovce,2,PWR,436.0,2000,,Slovakia,48.263888888889,18.456944444444,Nuclear,
Krško,,PWR,688.0,1983,,Slovenia,45.938413888889,15.515469444444,Nuclear,
Almaraz,1,PWR,1011.0,1983,,Spain,,,Nuclear,
Almaraz,2,PWR,1006.0,1984,,Spain,,,Nuclear,
Ascó,1,PWR,995.0,1984,,Spain,41.2,0.56944444444444,Nuclear,
Ascó,2,PWR,997.0,1986,,Spain,41.2,0.56944444444444,Nuclear,
Cofrentes,1,BWR,1064.0,1985,,Spain,41.2,0.56944444444444,Nuclear,
José Cabrera,1,PWR,141.0,1969,2006,Spain,41.2,0.56944444444444,Nuclear,
Santa María de Garoña,1,BWR,446.0,1971,2013,Spain,41.2,0.56944444444444,Nuclear,
Trillo,1,PWR,1003.0,1988,,Spain,41.2,0.56944444444444,Nuclear,
Vandellòs,1,GCR,480.0,1972,1990,Spain,40.951388888889,0.86666666666667,Nuclear,
Vandellòs,2,PWR,1045.0,1988,,Spain,40.951388888889,0.86666666666667,Nuclear,
Dukovany,1,DWR,468.0,1985,,Czechia,49.085094444444,16.148991666667,Nuclear,
Dukovany,2,DWR,471.0,1986,,Czechia,49.085094444444,16.148991666667,Nuclear,
Dukovany,3,DWR,468.0,1986,,Czechia,49.085094444444,16.148991666667,Nuclear,
Dukovany,4,DWR,471.0,1987,,Czechia,49.085094444444,16.148991666667,Nuclear,
Temelín,1,DWR,1026.0,2002,,Czechia,49.181944444444,14.381388888889,Nuclear,
Temelín,2,DWR,1026.0,2003,,Czechia,49.181944444444,14.381388888889,Nuclear,
Kernkraftwerk Akkuyu,1,WWER-1200,1114.0,2023,,Turkey,36.144444444444,33.541111111111,Nuclear,
Kernkraftwerk Akkuyu,2,WWER-1200,1114.0,2024,,Turkey,36.144444444444,33.541111111111,Nuclear,
Kernkraftwerk Akkuyu,3,WWER-1200,1114.0,2025,,Turkey,36.144444444444,33.541111111111,Nuclear,
Kernkraftwerk Akkuyu,4,WWER-1200,1114.0,2026,,Turkey,36.144444444444,33.541111111111,Nuclear,
Chmelnyzkyj,1,PWR,950.0,1988,,Ukraine,50.305,26.645,Nuclear,
Chmelnyzkyj,2,PWR,950.0,2005,,Ukraine,50.305,26.645,Nuclear,
Riwne,1,PWR,381.0,1981,,Ukraine,51.327777777778,25.891666666667,Nuclear,
Riwne,2,PWR,376.0,1982,,Ukraine,51.327777777778,25.891666666667,Nuclear,
Riwne,3,PWR,950.0,1987,,Ukraine,51.327777777778,25.891666666667,Nuclear,
Riwne,4,PWR,950.0,2006,,Ukraine,51.327777777778,25.891666666667,Nuclear,
Saporischschja,1,PWR,950.0,1985,,Ukraine,47.512222222222,34.585833333333,Nuclear,
Saporischschja,2,PWR,950.0,1986,,Ukraine,47.512222222222,34.585833333333,Nuclear,
Saporischschja,3,PWR,950.0,1987,,Ukraine,47.512222222222,34.585833333333,Nuclear,
