CARMA,Name,Name,Name,Name,Name,Name,Fueltype,Fueltype,Fueltype,Fueltype,Fueltype,Fueltype,Technology,Technology,Technology,Technology,Technology,Technology,Set,Set,Set,Set,Set,Set,Country,Country,Country,Country,Country,Country,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Efficiency,Efficiency,Efficiency,Efficiency,Efficiency,Efficiency,Duration,Duration,Duration,Duration,Duration,Duration,Volume_Mm3,Volume_Mm3,Volume_Mm3,Volume_Mm3,Volume_Mm3,Volume_Mm3,DamHeight_m,DamHeight_m,DamHeight_m,DamHeight_m,DamHeight_m,DamHeight_m,YearCommissioned,YearCommissioned,YearCommissioned,YearCommissioned,YearCommissioned,YearCommissioned,Retrofit,Retrofit,Retrofit,Retrofit,Retrofit,Retrofit,lat,lat,lat,lat,lat,lat,lon,lon,lon,lon,lon,lon,projectID,projectID,projectID,projectID,projectID,projectID
,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD
id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,Sesta,Sesta,,Sesta,,,Geothermal,Geothermal,,Geothermal,,,,,,,,,PP,PP,,,,,Italy,Italy,,Italy,,,20.0,18.0,,18.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,2002.0,,,,,,,,,43.260936,45.2872841,,43.2301,,,11.043626,9.473976400000002,,10.9471,,,['CARMA62520'],['26WIMPI-S09S1STV'],,['WRI1021722'],,
2035,Swiecie,Mondi świecie,,Mondi świecie,,,Hard Coal,Hard Coal,,Hard Coal,,,,,,,,,PP,PP,,,,,Poland,Poland,,Poland,,,118.27349588714154,211.0,,123.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,53.40953185308639,53.393949600000006,,53.3938,,,18.4474182128906,18.381560399999998,,18.3751,,,"['CARMA44006', 'CARMA44007']",['19W000000000238Y'],,['WRI1019089'],,
2036,Tarnow,Azoty tarnów,,Azoty tarnów,,,Hard Coal,Hard Coal,,Hard Coal,,,,,,,,,PP,PP,,,,,Poland,Poland,,Poland,,,90.73518938207575,102.0,,97.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,50.013806454003,50.0161945,,50.0277,,,20.9869766235352,20.927665100000002,,20.9082,,,['CARMA44643'],['19W000000000240A'],,['WRI1019086'],,
2037,Termini imerese,Termini imerese c.le,,Termini imerese c.le,,,Natural Gas,Other,,Natural Gas,,,,,,,,,PP,PP,,,,,Italy,Italy,,Italy,,,1147.4554826844592,1221.0,,1235.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,37.969167,37.984023,,37.9684,,,13.748333,13.6961892,,13.7512,,,['CARMA45041'],['26WIMPI-S19TCRMT'],,['WRI1002964'],,
2038,Travale,Travale,,Travale,,,Geothermal,Geothermal,,Geothermal,,,,,,,,,PP,PP,,,,,Italy,Italy,,Italy,,,60.0,59.0,,59.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,2002.0,,,,,,,,,43.131132,43.167632299999994,,43.17075,,,11.016627,11.006931800000002,,11.03865,,,['CARMA46186'],"['26WIMPI-S09T4RVD', '26WIMPI-S09T3RVH']",,"['WRI1021668', 'WRI1021454']",,
2039,Tychy,Tychy,,Tychy,,,Hard Coal,Hard Coal,,Hard Coal,,,,,,,,,PP,PP,,,,,Poland,Poland,,Poland,,,36.54121440095269,106.0,,105.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,50.12175,50.12180069999999,,50.1059,,,18.990371500000002,19.0200023,,19.0164,,,"['CARMA46759', 'CARMA46760']",['19W000000000197M'],,['WRI1019092'],,
2040,Valle secolo,Valle secolo,,Valle secolo,,,Geothermal,Geothermal,,Geothermal,,,,,,,,,PP,PP,,,,,Italy,Italy,,Italy,,,120.0,114.0,,114.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,1981.0,,,,,,,,,43.298935,,,42.2362,,,10.872821,,,10.8674,,,['CARMA47636'],['26WIMPI-S09VSLLJ'],,['WRI1002978'],,
2041,Pianacce,Pianacce,,Pianacce,,,Geothermal,Geothermal,,Geothermal,,,,,,,,,PP,PP,,,,,Italy,Italy,,Italy,,,20.0,18.0,,18.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,1987.0,,,,,,,,,43.260936,43.16478499999999,,43.2108,,,11.043626,10.615772,,11.0308,,,['CARMA34504'],['26WIMPI-S09PNCC3'],,['WRI1021725'],,
2042,Nyhamna,Rka nyhamna,,Rka nyhamna,,,Natural Gas,Natural Gas,,Natural Gas,,,,,,,,,PP,PP,,,,,Norway,Norway,,Norway,,,137.6946579221351,215.1,,253.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,62.85,,,62.8489,,,6.9666667,,,6.9433,,,['CARMA31955'],['50WP00000000575L'],,['WRI1003453'],,
2043,Nuova molinetto,Nuova molinetto,,Nuova molinetto,,,Geothermal,Geothermal,,Geothermal,,,,,,,,,PP,PP,,,,,Italy,Italy,,Italy,,,20.0,18.0,,18.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,2002.0,,,,,,,,,43.55,45.5165689,,43.2112,,,11.45,9.312680300000002,,10.8585,,,['CARMA62522'],['26WIMPI-S09NMVLG'],,['WRI1021721'],,
2044,Fortun,Fortun,,Fortun,,,Hydro,Hydro,,Hydro,,,,,,,,,PP,PP,,,,,Norway,Norway,,Norway,,,242.62371965457706,270.0,,273.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,61.5,61.495015,,61.5049,,,7.6833333,7.688706700000001,,7.7003,,,['CARMA13853'],['50WP000000001823'],,['WRI1003136'],,
2045,Bagnore,Bagnore,,Bagnore,,,Geothermal,Geothermal,,Geothermal,,,,,,,,,PP,PP,,,,,Italy,Italy,,Italy,,,20.0,59.0,,58.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,1998.0,,,,,,,,,42.8312895356708,42.846704700000004,,42.8416,,,11.584739685058599,11.567861500000001,,11.5588,,,['CARMA2858'],"['26WIMPI-0602190V', '26WIMPI-S09B3GN8']",,"['WRI1021456', 'WRI1021701']",,
2046,Bialystok,Ec białystok,,Białystok,,,Hard Coal,Hard Coal,,Hard Coal,,,,,,,,,PP,PP,,,,,Poland,Poland,,Poland,,,136.80889449632045,156.6,,198.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,1991.0,,,,,,,,,53.14841800000001,53.15101190000001,,53.1486,,,23.17008,23.168031699999997,,23.1689,,,['CARMA4481'],['19W000000000033F'],,['WRI1019071'],,
2047,Braila,Braila,,Tpp braila,,,Oil,Natural Gas,,Natural Gas,,,,,,,,,PP,PP,,,,,Romania,Romania,,Romania,,,661.1246953268351,413.0,,413.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,45.16523660000001,45.2652463,,45.166000000000004,,,27.9240649,27.959471399999998,,27.9235,,,['CARMA5555'],['30W-CET-BRAI---0'],,['WRI1019101'],,
2048,Bydgoszcz,Bydgoszcz,,Bydgoszcz,,,Hard Coal,Hard Coal,,Hard Coal,,,,,,,,,PP,PP,,,,,Poland,Poland,,Poland,,,31.245386226901566,177.0,,14.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,1929.0,,,,,,,,,53.1234957740186,53.12348040000001,,53.1355,,,18.0076217651367,18.0084378,,17.9836,,,"['CARMA6466', 'CARMA6468']",['19W000000000035B'],,['WRI1061493'],,
2049,Carboli,Carboli,,Carboli,,,Geothermal,Geothermal,,Geothermal,,,,,,,,,PP,PP,,,,,Italy,Italy,,Italy,,,40.0,38.0,,38.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,1997.0,,,,,,,,,43.145555863578,44.1402874,,43.13655,,,10.8559083938599,10.0265267,,10.82905,,,['CARMA7086'],"['26WIMPI-S09C2RBZ', '26WIMPI-S09C1RB2']",,"['WRI1021703', 'WRI1021704']",,
2050,Cornia,Cornia,,Cornia,,,Geothermal,Geothermal,,Geothermal,,,,,,,,,PP,PP,,,,,Italy,Italy,,Italy,,,32.8,17.0,,17.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,1994.0,,,,,,,,,,44.29863719999999,,43.1658,,,,10.6990438,,10.8057,,,['CARMA9395'],['26WIMPI-S09C2RNB'],,['WRI1021761'],,
2051,Czechnica,Czechnica,,Czechnica,,,Hard Coal,Hard Coal,,Hard Coal,,,,,,,,,PP,PP,,,,,Poland,Poland,,Poland,,,116.5082198291245,94.0,,110.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,1981.0,,,,,,,,,51.038055,51.03778810000001,,51.0381,,,17.150278,17.1485344,,17.1498,,,['CARMA9935'],['19W000000000040I'],,['WRI1019090'],,
2052,Farinello,Farinello,,Farinello,,,Geothermal,Geothermal,,Geothermal,,,,,,,,,PP,PP,,,,,Italy,Italy,,Italy,,,40.0,55.0,,54.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,1995.0,,,,,,,,,43.298935,44.20129000000001,,43.2388,,,10.872821,8.01543,,10.9047,,,['CARMA13159'],['26WIMPI-S09FRNLN'],,['WRI1021364'],,
2053,Gabbro,Nuova gabbro,,Nuova gabbro,,,Geothermal,Geothermal,,Geothermal,,,,,,,,,PP,PP,,,,,Italy,Italy,,Italy,,,20.0,19.0,,19.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,2002.0,,,,,,,,,43.298935,43.481446999999996,,42.2612,,,10.872821,10.4442658,,10.8853,,,['CARMA14420'],['26WIMPI-S09GBBRW'],,['WRI1021705'],,
2054,Nuova lagoni rossi,Lagoni rossi,,Nuova lago,,,Geothermal,Geothermal,,Geothermal,,,,,,,,,PP,PP,,,,,Italy,Italy,,Italy,,,12.0,20.0,,11.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,2002.0,,,,,,,,,43.298935,43.16411110000001,,43.2612,,,10.872821,10.776991800000001,,10.8853,,,['CARMA64544'],['26WIMPI-S09LGRSB'],,['WRI1021915'],,
2055,Gdynia,Gdynia,,Gdynia,,,Hard Coal,Hard Coal,,Hard Coal,,,,,,,,,PP,PP,,,,,Poland,Poland,,Poland,,,92.8535206516962,105.2,,105.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,1974.0,,,,,,,,,54.553333,54.51888979999999,,54.5535,,,18.480833,18.5305409,,18.4803,,,['CARMA14779'],['19W000000000061A'],,['WRI1019085'],,
2056,Katowice,Katowice,,Katowice,,,Hard Coal,Hard Coal,,Hard Coal,,,,,,,,,PP,PP,,,,,Poland,Poland,,Poland,,,124.71675349890373,135.0,,135.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,50.2718615,50.26489189999999,,50.2855,,,19.0407105,19.023781500000002,,19.0532,,,"['CARMA21486', 'CARMA21485']",['19W000000000076Y'],,['WRI1019075'],,
2057,Maddaloni,Maddaloni t.gas,,Maddaloni,,,Natural Gas,Other,,Natural Gas,,,,,,,,,PP,PP,,,,,Italy,Italy,,Italy,,,323.1234639239437,350.0,,352.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,1977.0,,,,,,,,,41.040014,41.0367027,,41.0197,,,14.376831,14.3812391,,14.37,,,['CARMA26472'],['26WIMPI-S15MTDD6'],,['WRI1002907'],,
2058,Martino,Nuova martino,,Nuova san martino,,,Geothermal,Geothermal,,Geothermal,,,,,,,,,PP,PP,,,,,Italy,Italy,,Italy,,,40.0,39.0,,39.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,2005.0,,,,,,,,,43.145555863578,43.626668,,43.1452,,,10.8559083938599,11.4370645,,10.8325,,,['CARMA39299'],['26WIMPI-N09SLMRD'],,['WRI1021455'],,
2059,Nouva lago,Nuova monterotondo,,Nuova monterotondo,,,Geothermal,Geothermal,,Geothermal,,,,,,,,,PP,PP,,,,,Italy,Italy,,Italy,,,10.0,11.0,,11.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,2002.0,,,,,,,,,43.145555863578,42.0517785,,43.1519,,,10.8559083938599,12.6202874,,10.8495,,,['CARMA65783'],['26WIMPI-S09NMVNC'],,['WRI1021914'],,
2060,Nowa sarzyna,Ec nowa sarzyna,,Nowa sarzyna,,,Natural Gas,Natural Gas,,Natural Gas,,,,,,,,,PP,PP,,,,,Poland,Poland,,Poland,,,109.23776195156051,128.9,,116.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,2000.0,,,,,,,,,50.3208607535596,50.315935100000004,,50.3172,,,22.3445606231689,22.324503,,22.3237,,,['CARMA31827'],['19W0000000000571'],,['WRI1019077'],,
2061,Nuova,Nuova serrazzano,,Nuova serrazzano,,,Geothermal,Geothermal,,Geothermal,,,,,,,,,PP,PP,,,,,Italy,Italy,,Italy,,,50.0,49.0,,49.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,2002.0,,,,,,,,,43.145555863578,43.219023,,43.20399999999999,,,10.8559083938599,10.8118457,,10.8003,,,"['CARMA65784', 'CARMA62519']",['26WIMPI-S09SRRZT'],,['WRI1021382'],,
2062,Nuova castelnuovo,Nuova castelnuovo,,Nuova castelnuovo,,,Geothermal,Geothermal,,Geothermal,,,,,,,,,PP,PP,,,,,Italy,Italy,,Italy,,,14.5,15.0,,15.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,2000.0,,,,,,,,,43.55,44.5490315,,43.2166,,,11.45,10.9393523,,10.9052,,,['CARMA62518'],['26WIMPI-S09CSTVX'],,['WRI1021797'],,
2063,Bjelland,,,Bjelland,Bjelland,,Hydro,,,Hydro,Hydro,,,,,,Reservoir,,PP,,,,Store,,Norway,,,Norway,Norway,,46.119565101831235,,,70.0,55.0,,,,,,,,0.0,,,0.0,7.760000000000002,,0.0,,,0.0,2.2,,0.0,,,0.0,84.3,,,,,,,,,,,,,,58.3833333,,,58.4068,58.405782,,7.5166667,,,7.5282,7.523531,,['CARMA4798'],,,['WRI1003036'],['N6'],
2064,Stensele,,,Stensele,Stensele,,Hydro,,,Hydro,Hydro,,,,,,Reservoir,,PP,,,,Store,,Sweden,,,Sweden,Sweden,,43.50902368097287,,,54.0,50.0,,,,,,,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,,,,1960.0,,,,,,,,,65.08333329999999,,,65.0521,65.054381,,17.1666667,,,17.2328,17.231956,,['CARMA43222'],,,['WRI1002143'],['H882'],
2065,Hieflau,,,,Hieflau erzbach,Hieflau,Hydro,,,,Hydro,Hydro,,,,,Reservoir,Reservoir,PP,,,,Store,PP,Austria,,,,Austria,Austria,50.722819807278164,,,,64.0,64.0,,,,,,,0.0,,,,0.0,0.0,0.0,,,,1.66,0.0,0.0,,,,83.5,0.0,,,,,,1956.0,,,,,,2009.0,47.6,,,,47.6057785,47.6057785,14.733333300000002,,,,14.7429955,14.7429955,['CARMA17648'],,,,['H705'],"['OEU5728', 'OEU5729']"
2066,Kingairloch,,,Kingairloch,,Kingairloch,Hydro,,,Hydro,,Hydro,,,,,,,PP,,,,,PP,United Kingdom,,,United Kingdom,,United Kingdom,3.0456316576681006,,,3.5,,3.5,,,,,,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,,,,,,2005.0,,,,,,2005.0,56.395216859181296,,,56.6214,,56.632902,-3.43139122104313,,,-5.5289,,-5.571777,['CARMA22178'],,,['GBR0000424'],,['OEU5269']
2067,Garrogie,,,Garrogie,,Garrogie,Hydro,,,Hydro,,Hydro,,,,,,,PP,,,,,PP,United Kingdom,,,United Kingdom,,United Kingdom,2.3494872787725347,,,2.4,,2.4,,,,,,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,,,,,,2005.0,,,,,,2005.0,57.214355107455795,,,57.1859,,57.185429000000006,-4.61757935305693,,,-4.4818,,-4.482321,['CARMA14681'],,,['GBR0000435'],,['OEU5185']
2068,Garona verde,,,Garona verda,,Garona verda,Natural Gas,,,Natural Gas,,Natural Gas,,,,,,,PP,,,,,PP,Spain,,,Spain,,Spain,15.605394564508645,,,14.95,,14.95,,,,,,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,,,,1999.0,,1999.0,,,,,,1999.0,42.810764,,,0.7046,,,0.710496,,,42.8025,,,['CARMA14673'],,,['WRI1006494'],,['OEU2976']
2069,Flix endesa,,,Flix,,Flix,Hydro,,,Hydro,,Hydro,,,,,,,PP,,,,,PP,Spain,,,Spain,,Spain,37.00007373829933,,,52.52,,52.519999999999996,,,,,,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,,,,1948.0,,1948.0,,,,,,1948.0,41.2307423043843,,,41.2331,,,0.5500781536102289,,,0.5472,,,['CARMA13587'],,,['WRI1006481'],,"['OEU4712', 'OEU4714', 'OEU2087', 'OEU4713', 'OEU4715']"
2070,Five oaks,,,Five oaks,,Five oaks,Oil,,,Oil,,Oil,,,,,,,PP,,,,,PP,United Kingdom,,,United Kingdom,,United Kingdom,9.912560620936901,,,8.7,,9.0,,,,,,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,,,,,,1995.0,,,,,,1995.0,51.0639465281135,,,51.0595,,51.05011500000001,-0.327186584472656,,,-0.446,,-0.422073,['CARMA13514'],,,['GBR0001581'],,['OEU5324']
2071,Eye,,,Eye suffolk,,Eye suffolk,Bioenergy,,,Bioenergy,,Bioenergy,,,,,,,PP,,,,,PP,United Kingdom,,,United Kingdom,,United Kingdom,12.000204081632653,,,14.3,,14.3,,,,,,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,,,,,,1992.0,,,,,,1992.0,52.6079994004579,,,52.3334,,52.331692,-0.19208908081054696,,,1.1278,,1.132061,['CARMA12962'],,,['GBR0000082'],,['OEU5161']
2072,Edmonton,,,Edmonton,,Edmonton,Bioenergy,,,Waste,,Waste,,,,,,,PP,,,,,PP,United Kingdom,,,United Kingdom,,United Kingdom,47.244897959183675,,,60.0,,60.0,,,,,,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,,,,,,1970.0,,,,,,1970.0,51.65147182896421,,,51.6163,,51.616568,-0.0849723815917969,,,-0.0404,,-0.041141,['CARMA11817'],,,['GBR0004924'],,['OEU5199']
2073,Douglas water,,,Douglas water,,Douglas water,Hydro,,,Hydro,,Hydro,,,,,,,PP,,,,,PP,United Kingdom,,,United Kingdom,,United Kingdom,2.6105414208583717,,,3.0,,3.0,,,,,,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,,,,,,2008.0,,,,,,2008.0,56.230518288331496,,,56.2149,,56.201767,-5.07473945617676,,,-5.1533,,-5.137847,['CARMA11230'],,,['GBR0000425'],,['OEU5182']
2074,Castrelo fenosa,,,Castrelo,,Castrelo,Hydro,,,Hydro,,Hydro,,,,,,,PP,,,,,PP,Spain,,,Spain,,Spain,97.46021304537922,,,135.59,,135.59,,,,,,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,,,,1969.0,,1969.0,,,,,,1969.0,42.297976560226004,,,42.2917,,42.292457,-8.06696891784668,,,-8.1136,,-8.117347,['CARMA7409'],,,['WRI1006320'],,"['OEU4998', 'OEU4999']"
2075,Buer,,,Buer,,Fwk buer,Hard Coal,,,Hard Coal,,Hard Coal,,,,,,Steam Turbine,PP,,,,,PP,Germany,,,Germany,,Germany,72.37631837869856,,,70.0,,70.0,,,,,,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,,,,1985.0,,1985.0,,,,,,1985.0,51.5166667,,,51.6028,,51.596959999999996,7.05,,,7.0094,,7.004519999999999,['CARMA6140'],,,['WRI1005685'],,['BNA0336']
2076,Braevallich,,,Braevallich,,Braevallich,Hydro,,,Hydro,,Hydro,,,,,,,PP,,,,,PP,United Kingdom,,,United Kingdom,,United Kingdom,1.978790397010646,,,2.2,,2.2,,,,,,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,,,,,,2005.0,,,,,,2005.0,56.21666670000001,,,56.2112,,56.214789,-5.3,,,-5.2805,,-5.293785,['CARMA5546'],,,['GBR0000503'],,['OEU5176']
2077,Bolton,,,Bolton,,Bolton efw,Bioenergy,,,Waste,,Waste,,,,,,,PP,,,,,PP,United Kingdom,,,United Kingdom,,United Kingdom,9.902530612244899,,,8.0,,8.0,,,,,,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,,,,,,1971.0,,,,,,1971.0,53.5833333,,,53.567,,,-2.4333333,,,-2.4076,,,['CARMA5179'],,,['GBR0000898'],,['OEU5354']
2078,Bieudron,,,Bieudron,,Cleuson dixence,Hydro,,,Hydro,,Hydro,,,,,,Reservoir,PP,,,,,PP,Switzerland,,,Switzerland,,Switzerland,1104.2590210230912,,,1285.0,,1285.0,,,,,,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,,,,1999.0,,1999.0,,,,,,1999.0,46.229076,,,46.1855,,46.1829790765,7.359417,,,7.2512,,7.25150652126,['CARMA4536'],,,['WRI1004074'],,['OEU535']
2079,Abhainn cuileig,,,Cuileig,,Cuileg,Hydro,,,Hydro,,Hydro,,,,,,,PP,,,,,PP,United Kingdom,,,United Kingdom,,United Kingdom,2.8715955629442087,,,3.3,,3.1,,,,,,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,,,,,,2002.0,,,,,,2002.0,57.898715474907,,,57.7633,,57.743437,-5.16038535870072,,,-5.0392,,-5.060251999999998,['CARMA127'],,,['GBR0000434'],,['OEU5253']
2080,,Forssa,,Forssa kt,,Forssa kt,,Oil,,Oil,,Oil,,,,,,,,PP,,,,PP,,Finland,,Finland,,Finland,,326.0,,332.6,,332.6,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,60.81463189999999,,60.7905,,60.790029,,23.6339467,,23.5866,,23.586671,,['44W-T-KT-000001I'],,['WRI1002631'],,['OEU1460']
2081,,Ec włocławek,,Włocławek,,Ec włocławek,,Natural Gas,,Natural Gas,,Natural Gas,,,,,,,,PP,,,,PP,,Poland,,Poland,,Poland,,485.0,,453.0,,485.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,2017.0,,,,,,,,,,52.6483303,,52.7074,,,,19.0677357,,18.9589,,,,['19W000000000256W'],,['WRI1019049'],,['OEU249']
2082,Ferrera kf,,,,Ferrera,Ferrera,Hydro,,,,Hydro,Hydro,,,,,Run-Of-River,Run-Of-River,PP,,,,Store,PP,Switzerland,,,,Switzerland,Switzerland,3.8287940839256125,,,,4.23,4.23,,,,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,,,1999.0,,,,,,1999.0,,,,,46.7435050176,46.7435050176,,,,,8.986493631970001,8.986493631970001,['CARMA13342'],,,,['H2044'],['OEU883']
2083,Ferrera khr,,,,Ferrera khr,Ferrera,Hydro,,,,Hydro,Hydro,,,,,Run-Of-River,Pumped Storage,PP,,,,Store,PP,Switzerland,,,,Switzerland,Switzerland,161.07040566696153,,,,185.0,184.4,,,,,,,0.0,,,,0.0,0.0,0.0,,,,0.3,0.0,0.0,,,,28.0,0.0,,,,,,2017.0,,,,,,2017.0,,,,,46.481998,46.5329177645,,,,,9.453,9.43419338513,['CARMA13343'],,,,['H265'],"['OEU359', 'OEU360']"
2084,Fieschertal,,,,Fieschertal,Fiesch,Hydro,,,,Hydro,Hydro,,,,,Run-Of-River,Run-Of-River,PP,,,,Store,PP,Switzerland,,,,Switzerland,Switzerland,56.56173078526472,,,,67.1,67.1,,,,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,,,1999.0,,,,,,2012.0,46.422002539527995,,,,46.41127389435,46.41127389435,8.14541816711426,,,,8.13762566709,8.13762566709,['CARMA13394'],,,,['H683'],"['OEU688', 'OEU960']"
2085,Herrentoebeli,,,,Herrentöbeli,Herrentöbeli,Hydro,,,,Hydro,Hydro,,,,,Run-Of-River,Run-Of-River,PP,,,,Store,PP,Switzerland,,,,Switzerland,Switzerland,0.8701804736194573,,,,0.84,0.84,,,,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,,,1991.0,,,,,,1991.0,,,,,47.2447757187,47.2447757187,,,,,9.17791678684,9.17791678684,['CARMA17567'],,,,['H2359'],['OEU879']
2086,Inverbain,,,Invervar,,Inverbain,Hydro,,,Hydro,,Hydro,,,,,,,PP,,,,,PP,United Kingdom,,,United Kingdom,,United Kingdom,0.7831624262575115,,,1.2,,0.95,,,,,,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,,,,,,2006.0,,,,,,2006.0,57.7,,,56.6061,,,-5.6833333,,,-4.1769,,,['CARMA19477'],,,['GBR0000477'],,['OEU5189']
