CARMA,Name,Name,Name,Name,Name,Name,Fueltype,Fueltype,Fueltype,Fueltype,Fueltype,Fueltype,Technology,Technology,Technology,Technology,Technology,Technology,Set,Set,Set,Set,Set,Set,Country,Country,Country,Country,Country,Country,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Efficiency,Efficiency,Efficiency,Efficiency,Efficiency,Efficiency,Duration,Duration,Duration,Duration,Duration,Duration,Volume_Mm3,Volume_Mm3,Volume_Mm3,Volume_Mm3,Volume_Mm3,Volume_Mm3,DamHeight_m,DamHeight_m,DamHeight_m,DamHeight_m,DamHeight_m,DamHeight_m,YearCommissioned,YearCommissioned,YearCommissioned,YearCommissioned,YearCommissioned,YearCommissioned,Retrofit,Retrofit,Retrofit,Retrofit,Retrofit,Retrofit,lat,lat,lat,lat,lat,lat,lon,lon,lon,lon,lon,lon,projectID,projectID,projectID,projectID,projectID,projectID
,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD
id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,,,Jochenstein,,Jochenstein jochenstein jochenstein,Jochenstein,,,Hydro,,Hydro,Hydro,,,Run-Of-River,,Run-Of-River,Run-Of-River,,,PP,,Store,PP,,,Austria,,Austria,Austria,,,89.45882727723327,,132.0,132.0,,,,,,,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,1956.0,,,1956.0,,,1956.0,,,1956.0,,,48.5184,,48.5191878,48.518812,,,13.7076,,13.7079666,13.707428,,,['GEO45169'],,['H247'],['OEU5733']
1980,,,Kostolna,,Kostolná kostolna kostolna,Kostolná,,,Hydro,,Hydro,Hydro,,,Run-Of-River,,Run-Of-River,Run-Of-River,,,PP,,Store,PP,,,Slovakia,,Slovakia,Slovakia,,,17.281818905829155,,25.5,25.5,,,,,,,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,1953.0,,,1953.0,,,1953.0,,,1953.0,,,48.861,,48.86096,48.86096,,,17.9689,,17.96874,17.96874,,,['GEO42654'],,['H1239'],"['OEU5521', 'OEU5522']"
1981,,,Kralova,,Kráľová kralova kralova,Kráľová,,,Hydro,,Hydro,Hydro,,,Reservoir,,Run-Of-River,Run-Of-River,,,PP,,Store,PP,,,Slovakia,,Slovakia,Slovakia,,,44.4859872611465,,45.06,45.06,,,,,,,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,1985.0,,,1985.0,,,1985.0,,,1985.0,,,48.1912,,48.19048,48.19048,,,19.8296,,17.8285,17.8285,,,['GEO42651'],,['H898'],"['OEU5524', 'OEU5523']"
1982,,,Kreplany,,Krpeľany kreplany kreplany,Krpeľany,,,Hydro,,Hydro,Hydro,,,Reservoir,,Run-Of-River,Run-Of-River,,,PP,,Store,PP,,,Slovakia,,Slovakia,Slovakia,,,24.43471337579618,,24.75,24.75,,,,,,,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,1957.0,,,1957.0,,,1957.0,,,1957.0,,,49.1281,,49.12796,49.12796,,,19.0941,,19.0955,19.0955,,,['GEO42648'],,['H1274'],"['OEU5527', 'OEU5528', 'OEU5526']"
1983,,,Ladce,,Ladce,Ladce,,,Hydro,,Hydro,Hydro,,,Run-Of-River,,Run-Of-River,Run-Of-River,,,PP,,Store,PP,,,Slovakia,,Slovakia,Slovakia,,,0.0,,18.9,18.9,,,,,,,,,,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,1936.0,,,1936.0,,,1999.0,,,1936.0,,,49.0499,,49.04976,49.04976,,,18.2978,,18.29794,18.29794,,,['GEO42660'],,['H1434'],"['OEU5530', 'OEU5529']"
1984,,,Lipovec,,Lipovec lipovec lipovec,Lipovec,,,Hydro,,Hydro,Hydro,,,Run-Of-River,,Run-Of-River,Run-Of-River,,,PP,,Store,PP,,,Slovakia,,Slovakia,Slovakia,,,26.024386117013314,,38.4,38.400000000000006,,,,,,,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,1960.0,,,1961.0,,,1960.0,,,1961.0,,,49.132,,49.13197,49.13197,,,18.9114,,18.9114,18.9114,,,['GEO42645'],,['H1002'],"['OEU5531', 'OEU5532', 'OEU5533']"
1985,,,Madunice,,Madunice madunice madunice,Madunice,,,Hydro,,Hydro,Hydro,,,Run-Of-River,,Run-Of-River,Run-Of-River,,,PP,,Store,PP,,,Slovakia,,Slovakia,Slovakia,,,29.27743438163998,,43.2,43.2,,,,,,,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,1960.0,,,1961.0,,,1960.0,,,1961.0,,,48.4884,,48.48843,48.48843,,,17.7938,,17.794079999999898,17.794079999999994,,,['GEO42650'],,['H924'],"['OEU5538', 'OEU5540', 'OEU5539']"
1986,,,Markovci poqwer,,Markovci,Markovci,,,Hydro,,Hydro,Hydro,,,Reservoir,,Run-Of-River,Run-Of-River,,,PP,,Store,PP,,,Slovenia,,Slovenia,Slovenia,,,0.7651273885350318,,0.775,0.775,,,,,,,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,2012.0,,,,,,2012.0,,,,,,46.3882,,46.38817,46.38817,,,15.9267,,15.9264799999999,15.926479999999998,,,['GEO44867'],,['H2367'],"['OEU5628', 'OEU5629']"
1987,,,Miskova,,Mikšová miskova miskova,Mikšová,,,Hydro,,Hydro,Hydro,,,Run-Of-River,,Run-Of-River,Run-Of-River,,,PP,,Store,PP,,,Slovakia,,Slovakia,Slovakia,,,63.434441160219954,,93.6,93.6,,,,,,,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,1963.0,,,1965.0,,,1963.0,,,1965.0,,,49.1928,,49.19271,49.19271,,,18.5083,,18.50829,18.50829,,,['GEO42643'],,['H545'],"['OEU5543', 'OEU5544', 'OEU5542']"
1988,,,Nosice,,Nosice nosice nosice,Nosice,,,Hydro,,Hydro,Hydro,,,Run-Of-River,,Run-Of-River,Run-Of-River,,,PP,,Store,PP,,,Slovakia,,Slovakia,Slovakia,,,45.74599122131247,,67.5,67.5,,,,,,,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,1957.0,,,1958.0,,,1957.0,,,1958.0,,,49.127459,,49.12745,49.12745,,,18.364248,,18.36424,18.36424,,,['GEO42642'],,['H681'],"['OEU5548', 'OEU5550', 'OEU5549']"
1989,,,Nove mesto n.v.,,Nové mesto nove mesto nove mesto,Nové mesto,,,Hydro,,Hydro,Hydro,,,Run-Of-River,,Run-Of-River,Run-Of-River,,,PP,,Store,PP,,,Slovakia,,Slovakia,Slovakia,,,17.281818905829155,,25.7,25.5,,,,,,,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,1953.0,,,1954.0,,,1953.0,,,1954.0,,,48.7725,,48.77245,48.77245,,,17.8516,,17.85146,17.85146,,,['GEO42655'],,['H1235'],"['OEU5553', 'OEU5554']"
1990,,,Orava,,Orava orava orava,Orava,,,Hydro,,Hydro,Hydro,,,Reservoir,,Run-Of-River,Run-Of-River,,,PP,,Store,PP,,,Slovakia,,Slovakia,Slovakia,,,21.472929936305732,,21.75,21.75,,,,,,,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,1953.0,,,1954.0,,,1953.0,,,1954.0,,,49.3756,,49.37534,49.37534,,,19.557,,19.55849,19.55849,,,['GEO42652'],,['H1344'],"['OEU5555', 'OEU5556']"
1991,,,Povazska bystrica,,Považská bystrica povazska bystrica povazska bystrica,Považská bystrica,,,Hydro,,Hydro,Hydro,,,Run-Of-River,,Run-Of-River,Run-Of-River,,,PP,,Store,PP,,,Slovakia,,Slovakia,Slovakia,,,37.41005504320664,,55.2,55.199999999999996,,,,,,,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,1964.0,,,1964.0,,,1964.0,,,1964.0,,,49.133149,,49.13312,49.13312,,,18.45377,,18.45366,18.45366,,,['GEO42644'],,['H786'],"['OEU5559', 'OEU5557', 'OEU5558']"
1992,,,Ruzin,,Ružín ruzin ruzin,Ružín,,,Hydro,,Hydro,Hydro,,,Pumped Storage,,Pumped Storage,Pumped Storage,,,Store,,Store,Store,,,Slovakia,,Slovakia,Slovakia,,,56.7337131538601,,61.8,61.8,,,,,,,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,1972.0,,,1972.0,,,1972.0,,,1974.0,,,48.8616,,48.86048,48.86048,,,21.0911,,21.09436,21.09436,,,['GEO42646'],,['H722'],"['OEU5563', 'OEU5562', 'OEU5564']"
1993,,,Sucany,,Sučany sucany sucany,Sučany,,,Hydro,,Hydro,Hydro,,,Run-Of-River,,Run-Of-River,Run-Of-River,,,PP,,Store,PP,,,Slovakia,,Slovakia,Slovakia,,,26.024386117013314,,38.4,38.400000000000006,,,,,,,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,1958.0,,,1958.0,,,1958.0,,,1958.0,,,49.1072,,49.10656,49.10656,,,18.9916,,18.99204,18.99204,,,['GEO42647'],,['H1003'],"['OEU5565', 'OEU5566', 'OEU5567']"
1994,,,Taschinas,,Taschinas,Taschinas,,,Hydro,,Hydro,Hydro,,,Run-Of-River,,Reservoir,Run-Of-River,,,PP,,Store,PP,,,Switzerland,,Switzerland,Switzerland,,,7.793761467334717,,22.83,11.33,,,,,,,,,0.0,,0.0,0.0,,,0.0,,0.025,0.0,,,0.0,,0.0,0.0,,,2011.0,,,2011.0,,,2011.0,,,2011.0,,,46.98247,,46.9826556157,46.9828412314,,,9.645755,,9.645309151654999,9.64486330331,,,['GEO46297'],,"['H1694', 'H1691']",['OEU789']
1995,,,Eglisau,,Eglisau eglisau eglisau,Eglisau,,,Hydro,,Hydro,Hydro,,,Run-Of-River,,Run-Of-River,Run-Of-River,,,PP,,Store,PP,,,Switzerland,,Switzerland,Switzerland,,,31.852764257802757,,46.9,46.9,,,,,,,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,1921.0,,,2012.0,,,2011.0,,,2012.0,,,47.5748,,47.5749161402,47.5749161402,,,8.4733,,8.47332208664,8.47332208664,,,['GEO45462'],,['H883'],['OEU918']
1996,,,Glomfjord kraftverk norway,Glomfjord,Glomfjord,,,,Hydro,Hydro,Hydro,,,,Reservoir,,Reservoir,,,,PP,,Store,,,,Norway,Norway,Norway,,,,21.719745222929937,32.0,20.0,,,,,,,,,,0.0,0.0,787.1,,,,0.0,0.0,17.0,,,,0.0,0.0,463.5,,,,1920.0,,,,,,1920.0,,,,,,66.79696,66.8138,66.796875,,,,14.00106,13.966,14.000939,,,,['GEO45736'],['WRI1003162'],['N295'],
1997,Hintermuhr,,,,Hintermuhr,Hintermuhr,Hydro,,,,Hydro,Hydro,,,,,Pumped Storage,Pumped Storage,PP,,,,Store,Store,Austria,,,,Austria,Austria,89.6285887828041,,,,36.0,36.0,,,,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,,,1991.0,,,,,,1991.0,47.799405643506404,,,,47.799405643506404,,13.0439901351929,,,,13.0439901351929,,['CARMA17832'],,,,['H1047'],['OEU5825']
1998,,,Mesochora,Messochora,Mesochora greece mesochora greece,,,,Hydro,Hydro,Hydro,,,,Reservoir,,Reservoir,,,,PP,,Store,,,,Greece,Greece,Greece,,,,159.93630573248407,160.0,162.0,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,150.0,,,,,1995.0,,,,,,,,,,,39.4644,39.4646,39.4644,,,,21.3042,21.3021,21.3042,,,,['GEO42791'],['WRI1061079'],['H300'],
1999,Hinterthal muota,,,,Muota,Muota,Hydro,,,,Hydro,Hydro,,,,,Run-Of-River,Run-Of-River,PP,,,,Store,PP,Switzerland,,,,Switzerland,Switzerland,7.396534025765387,,,,8.8,8.8,,,,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,,,1960.0,,,,,,1960.0,46.976761,,,,46.9710051496,46.9710051496,8.76499,,,,8.78249669151999,8.782496691519999,['CARMA3060'],,,,['H1818'],['OEU417']
2000,Hochstadt,,,,Höchstädt,Höchstädt,Hydro,,,,Hydro,Hydro,,,,,Run-Of-River,Run-Of-River,PP,,,,Store,PP,Germany,,,,Germany,Germany,8.701804736194573,,,,10.0,10.0,,,,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,,,1982.0,,,,,,1982.0,49.7061652105235,,,,48.603156,48.603156,10.8132934570312,,,,10.582724,10.582724,['CARMA17997'],,,,['H1742'],['BNA1157']
2001,Hongg,,,,Höngg,Höngg,Hydro,,,,Hydro,Hydro,,,,,Run-Of-River,Run-Of-River,PP,,,,Store,PP,Switzerland,,,,Switzerland,Switzerland,1.1956279707531343,,,,1.4,1.4,,,,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,,,1988.0,,,,,,1988.0,47.3666667,,,,47.4014693206999,47.401469320699995,8.55,,,,8.48651399019,8.48651399019,['CARMA18251'],,,,['H2257'],['OEU975']
2002,Hopflauenen leimboden,,,,Hopflauenen leimboden,Hopflauenen leimboden,Hydro,,,,Hydro,Hydro,,,,,Run-Of-River,Run-Of-River,PP,,,,Store,PP,Switzerland,,,,Switzerland,Switzerland,5.221082841716743,,,,5.4,5.4,,,,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,,,1967.0,,,,,,1967.0,,,,,46.7151134139999,46.715113413999994,,,,,8.27751698218999,8.277516982189999,['CARMA60804'],,,,['H1971'],['OEU386']
2003,Hospental,,,,Hospental,Hospental,Hydro,,,,Hydro,Hydro,,,,,Run-Of-River,Run-Of-River,PP,,,,Store,PP,Switzerland,,,,Switzerland,Switzerland,1.7403609472389145,,,,2.0,2.0,,,,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,,,1977.0,,,,,,1977.0,46.6195557965017,,,,46.6205638209,46.6205638209,8.569765090942381,,,,8.56904462908,8.56904462908,['CARMA18468'],,,,['H2196'],['OEU852']
2004,Ilanz panix,,,,Ilanz stufe panix pigniu,Ilanz stufe panix pigniu,Hydro,,,,Hydro,Hydro,,,,,Reservoir,Reservoir,PP,,,,Store,PP,Switzerland,,,,Switzerland,Switzerland,45.68447486502151,,,,49.5,49.5,,,,,,,0.0,,,,0.0,0.0,0.0,,,,7.3,0.0,0.0,,,,53.0,0.0,,,,,,1992.0,,,,,,1992.0,46.774127519467896,,,,46.7747637593999,46.774763759399995,9.20461177825928,,,,9.19522557929999,9.195225579299999,['CARMA33571'],,,,['H852'],['OEU357']
2005,Ilanz tavanasa,,,,Ilanz stufe tavanasa,Ilanz stufe tavanasa,Hydro,,,,Hydro,Hydro,,,,,Run-Of-River,Run-Of-River,PP,,,,Store,PP,Switzerland,,,,Switzerland,Switzerland,30.021226339871276,,,,34.5,34.5,,,,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,,,1990.0,,,,,,1990.0,46.774127519467896,,,,46.7747637593999,46.774763759399995,9.20461177825928,,,,9.19522557929999,9.195225579299999,['CARMA44739'],,,,['H1071'],['OEU356']
2006,Begna,,,Begna,Begna,,Hydro,,,Hydro,Hydro,,,,,,Reservoir,,PP,,,,Store,,Norway,,,Norway,Norway,,4.8730106522689605,,,1.0,5.6,,,,,,,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,8.0,,,,,,,,,,,,,,60.1166667,,,60.2026,60.202559,,10.266666699999998,,,10.2499,10.249582,,['CARMA3820'],,,['WRI1003026'],['N404'],
2007,Bagn,,,Bagn,Bagn,,Hydro,,,Hydro,Hydro,,,,,,Reservoir,,PP,,,,Store,,Norway,,,Norway,Norway,,55.691550311645265,,,85.0,75.5,,,,,,,,0.0,,,0.0,26.14569536423841,,0.0,,,0.0,9.4,,0.0,,,0.0,87.0,,,,,,,,,,,,,,60.82249,,,60.8261,60.82713199999999,,9.55207,,,9.5448,9.548789,,['CARMA2851'],,,['WRI1003019'],['N131'],
2008,Aunfoss,,,Aunfoss,Aunfoss,,Hydro,,,Hydro,Hydro,,,,,,Reservoir,,PP,,,,Store,,Norway,,,Norway,Norway,,24.365053261344805,,,36.0,29.54,,,,,,,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,28.5,,,,,,,,,,,,,,64.6166667,,,64.6101,64.610022,,12.5666667,,,12.578,12.578041,,['CARMA2554'],,,['WRI1003015'],['N234'],
2009,Askerudfoss,,,Askerudfoss,Askerudfoss,,Hydro,,,Hydro,Hydro,,,,,,Reservoir,,PP,,,,Store,,Norway,,,Norway,Norway,,13.888080358966539,,,15.0,26.4,,,,,,,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,41.2,,,,,,,,,,,,,,60.1166667,,,60.8971,60.202775,,10.266666699999998,,,6.2015,10.3417015,,['CARMA2329'],,,['WRI1003011'],"['N304', 'N325']",
2010,Asele,,,Asele,Asele,,Hydro,,,Hydro,Hydro,,,,,,Reservoir,,PP,,,,Store,,Sweden,,,Sweden,Sweden,,22.62469231410589,,,27.0,27.0,,,,,,,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,64.16666670000001,,,64.102,64.098361,,17.3333333,,,17.2891,17.306503,,['CARMA2260'],,,['WRI1002153'],['H1218'],
2011,Aroy,,,Aroy,Årøy,,Hydro,,,Hydro,Hydro,,,,,,Reservoir,,PP,,,,Store,,Norway,,,Norway,Norway,,80.4916938097998,,,108.0,94.0,,,,,,,,0.0,,,0.0,200.72340425531914,,0.0,,,0.0,53.0,,0.0,,,0.0,277.0,,,,,,,,,,,,,,,,,61.2768,61.277294499999996,,,,,7.1547,7.1538565,,['CARMA2103'],,,['WRI1003005'],"['N110', 'N606']",
2012,Arna,,,Arna,Arna,,Hydro,,,Hydro,Hydro,,,,,,Reservoir,,PP,,,,Store,,Norway,,,Norway,Norway,,2.7845775155822636,,,9.0,2.2,,,,,,,,0.0,,,0.0,108.36363636363636,,0.0,,,0.0,1.6,,0.0,,,0.0,61.0,,,,,,,,,,,,,,60.39299000000001,,,60.4602,60.46074300000001,,5.32415,,,5.4377,5.4375160000000005,,"['CARMA58432', 'CARMA58433']",,,['WRI1003004'],['N410'],
2013,Ajaure,,,Ajaure,Ajaure,,Hydro,,,Hydro,Hydro,,,,,,Reservoir,,PP,,,,Store,,Sweden,,,Sweden,Sweden,,65.26353552145929,,,86.0,75.0,,,,,,,,0.0,,,0.0,0.0,,0.0,,,0.0,209.0,,0.0,,,0.0,46.0,,,,,1967.0,,,,,,,,,65.7114983375765,,,65.5065,65.509167,,15.2583789825439,,,15.620999999999999,15.625556,,['CARMA564'],,,['WRI1002134'],['H651'],
2014,,Rendal,,Rendal,Rendalen,,,Hydro,,Hydro,Hydro,,,,,,Reservoir,,,PP,,,Store,,,Norway,,Norway,Norway,,,114.0,,227.0,201.0,,,,,,,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,419.38,,,,,,,,,,,,,,,61.89163670000001,,61.8123,61.811175500000004,,,11.3160313,,11.1214,11.112973,,,['50WP00000000565O'],,"['WRI1003446', 'WRI1003447']","['N180', 'N334']",
2015,,Frades,,Frades,Frades,,,Hydro,,Hydro,Hydro,,,,,,Pumped Storage,,,PP,,,Store,,,Portugal,,Portugal,Portugal,,,971.0,,780.0,196.0,,,,,,,,,0.0,,0.0,120.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,40.7322554,,41.6934,41.693192,,,-8.1737805,,-8.0279,-8.027951,,,"['16WFRADES2-----8', '16WFRADES------T']",,['WRI1023232'],['H250'],
2016,,Borgund,,Borgund,Borgund,,,Hydro,,Hydro,Hydro,,,,,,Reservoir,,,PP,,,Store,,,Norway,,Norway,Norway,,,212.0,,240.0,212.0,,,,,,,,,0.0,,0.0,741.0099056603776,,,0.0,,0.0,74.7,,,0.0,,0.0,874.0,,,,,,,,,,,,,,,61.052849,,61.0586,61.061044,,,7.7704898999999985,,7.8191,7.822617,,,['50WP000000000673'],,['WRI1003049'],['N123'],
